Zip Code,Total population,Asian percent,MONTHLY HOUSING COSTS - Median,Median age,Percent - 15 to 44 years,Percent - 30 to 34 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Owner-occupied housing percentage,Renter-occupied housing percentage,Fy 2017 Sales,Fy 2018 Sales,FY 2019 Sales
75683,3811,0,545,45.5,31.8,4.1,9.8,23.6,18.4,4.7,13.8,4.5,2.6,4.6,1.1,0.79,0.21,34000,66000,47450
75684,7750,0.2,687,35.5,41.2,6.3,5.7,17.3,14.7,4.8,11.6,4,1.2,2.8,0.6,0.72,0.28,35900,44000,73250
75686,13047,0.4,616,38.5,34.6,6.3,6.7,25.6,22.7,7.2,18.9,3.9,3.7,7.8,2.1,0.72,0.28,54050,79000,129100
75691,3006,0,595,41,30.7,6.4,3.6,22,20.6,3.5,18.3,8,3.6,6.9,2.9,0.73,0.27,28000,40300,70850
75692,5078,0,604,39.7,36.8,5,6.6,24.4,23,7,17.7,4.4,3.4,6.4,1.7,0.8,0.2,49100,61000,65000
75693,6973,0.3,1025,32.4,39.3,7.1,3.3,14.6,12.7,4.2,11.3,3.1,1.9,4.1,1.5,0.69,0.31,35000,66450,107350
75701,34876,1.7,879,33.5,43.5,6.9,5.6,21.8,20.1,4.2,16.3,3.8,3.2,8.3,2.5,0.57,0.43,301850,676700,801050
75702,28270,0.2,649,30,43,7.5,4.5,13.8,11.1,2.7,9.3,2.7,1.7,3.9,1.2,0.52,0.48,434300,695700,931050
75703,40868,3.9,958,37.2,39.7,7,4.9,22.1,19.7,4.8,17.2,3.9,3.6,8.6,2.4,0.56,0.44,362700,561100,695150
75704,9974,0.5,655,37.4,40.8,6.8,5.2,18.7,17.2,3.1,13.4,4.7,2,5.6,1.9,0.76,0.24,89000,159350,171250
75706,9793,0.4,710,33.7,39.9,8,6.6,15.2,12,3.2,8.6,3.9,0.4,1.6,0.7,0.65,0.35,174450,125600,186350
75707,14565,2.3,932,36.8,38.4,3.9,6.9,26,23.6,5.1,19,5.3,4,8.6,2.7,0.72,0.28,42000,82200,147000
75708,7709,0.1,645,31,41.5,7.7,5.2,17.8,14.7,2.5,12.6,3.8,3.9,6.4,1.6,0.68,0.32,100000,166350,173100
75709,5046,4.8,993,41.3,47.7,5.4,5.7,20.1,17.4,6.3,14.4,3.3,1.9,4.7,1.2,0.59,0.41,56000,127550,104000
75750,3695,0,702,47.2,30.1,2.7,12.7,29.9,26.3,5.4,17.2,4,4.9,7.8,1.9,0.82,0.18,22000,17000,27000
75751,16715,2,755,37.6,37.2,6.8,3.8,22.4,21.2,5.2,18.6,4.7,2.1,8.6,3.6,0.63,0.37,245100,331150,264850
75754,6506,0,763,45.5,32.9,3.2,6,24.2,21.1,6.3,18.2,7.2,2.3,4.6,1.7,0.79,0.21,38900,40850,46000
75755,5150,0,657,42.1,33.7,4.5,5.6,23.3,21.6,6.1,17.7,1.7,4.5,9.8,2.6,0.68,0.32,17000,13000,18800
75756,4873,0,859,36.2,38.7,5.7,7,19,14.6,4.4,12.1,3.4,2.8,4.3,0.8,0.9,0.1,21000,113900,86000
75757,12166,0,874,40.7,34.8,3.7,5.6,24.6,21.2,5.7,19,4.6,5.5,8.7,1.6,0.86,0.14,53100,69750,91000
75758,8100,0.7,639,49.8,28.5,4.7,8.2,32.6,29.2,6.9,24.4,6.1,3.3,11.3,4.4,0.77,0.23,171000,248800,278250
75760,2429,0,453,48.1,30.8,5.4,4.4,27.7,25.4,7.5,23.4,6.8,3.2,9.1,4.4,0.84,0.16,6000,22000,25000
75762,12986,0.9,1151,34.6,37.8,10.7,4.8,19.3,17.8,5.8,14.5,4.2,2.5,4.4,1.2,0.8,0.2,91850,88800,80000
75763,6286,0.5,692,41.5,33.5,6.3,6.8,28.5,26.6,9.1,21.7,4.9,4.1,7.7,2.3,0.79,0.21,32000,58000,48700
75765,7751,0.3,681,52.5,27.2,3.6,8.1,40.7,37.5,11.8,32.5,8.2,7.7,12.5,3,0.84,0.16,12000,18750,33000
75766,26671,0.4,660,37.6,35.7,4.4,7.1,24.7,21.2,6.1,17.6,3.5,2.9,8,3.2,0.7,0.3,224000,356750,394200
75770,3364,0.2,603,41.3,36.6,6.5,9.3,27.4,24.7,6.1,18.1,6.4,3.6,5.7,1.4,0.84,0.16,5400,2000,1000
75771,21078,1.1,855,43.1,34.8,4.4,6.9,31.2,27.1,7.8,24.3,6.2,4.3,10.3,3.4,0.78,0.22,174000,245000,317750
75773,12927,0,758,45.1,30.9,5.1,6.2,29.7,27.2,6.1,23.4,7.7,3.5,9.6,4,0.76,0.24,60750,86500,143150
75778,3167,0,544,51.1,28.8,1.9,6.4,39.9,38.5,11.1,33.5,12.7,5.5,9.7,2.2,0.8,0.2,11000,41000,37050
75783,7559,0,728,48.8,32.7,6.8,8.5,34.8,31.4,7.3,26.4,7.1,4.7,12,3.4,0.81,0.19,95200,114900,138700
75785,10909,1,608,38.6,41.4,8.4,5.7,19.9,18,4.2,14.2,4.2,2,5.8,2.2,0.77,0.23,90000,138050,136500
75789,7501,0,753,41.7,33.1,6.9,7,24.7,22.9,7.9,17.7,4.2,2.2,5.6,1.3,0.82,0.18,28000,23700,28950
75790,4600,0,675,36.5,33.6,8.5,8.1,22.1,18.5,2.4,14,3.3,2.2,8.3,4.4,0.74,0.26,60000,103850,174600
75791,13268,1.4,1024,37.2,40.1,5.3,4.5,16,13.9,3.8,11.5,2.9,2.2,4.9,1.5,0.77,0.23,86900,128000,146300
75792,2562,0,669,46.4,31.2,2.3,10.8,26.9,25,5.8,16.1,4.8,2.8,5.5,2,0.64,0.36,12000,16200,21650
75801,15615,1.3,694,35.8,38.8,5.6,6,20.7,18.4,5.1,14.7,3.1,2.4,6.5,2.5,0.61,0.39,363700,534100,415400
75803,22903,0.2,707,38.6,44.9,8,5.5,19.2,16.6,3.9,13.7,3.8,3.1,6,1.6,0.74,0.26,43000,89550,84500
75831,5746,1.1,523,41,36.8,6.5,8.5,26.7,22.9,6.6,18.1,4.5,2.4,7,1.6,0.77,0.23,85000,131800,138350
75833,3462,0,490,49.2,24.3,6.4,5.6,31.9,29.9,9.1,26.3,6.5,3.3,10.7,3.2,0.78,0.22,55000,58650,68850
75835,10924,0.3,610,42.3,32.8,4.2,5.5,26.7,24.7,5.1,21.1,4.9,4.1,11.2,3.4,0.61,0.39,142700,200700,177050
75839,5192,0,586,41.1,38.6,3.2,5.2,26.8,24.7,7,21.6,7.6,2.3,7,2.7,0.83,0.17,42000,46500,116650
75840,6950,0.8,642,38.3,37.1,7.8,7.5,25.8,22.9,6.8,18.3,4.5,2.9,6.9,2,0.75,0.25,86600,127750,181100
75844,6340,0.7,555,47.5,30.8,5.7,10,34.3,30.8,7.6,24.3,7.4,4.2,9.4,2.3,0.78,0.22,41000,56350,35450
75845,3208,0,468,45.1,34.3,5,8.9,29,24.9,6.5,20.1,5,4,8.5,2.6,0.76,0.24,10000,15000,27100
75846,2875,0.3,483,37.9,37.1,3,2.8,24.6,24.2,7.6,21.8,6.1,3.2,8.1,2.5,0.71,0.29,44000,68000,68000
75847,1783,0,456,50,25,5,11.2,38.4,35.5,7,27.1,8.4,2.1,11.8,8.4,0.76,0.24,7000,5000,10000
75851,4834,0.2,570,45.5,44.1,9.4,5.8,19.9,17.2,4.8,14.1,4,2.9,5.3,2,0.84,0.16,32800,37000,14900
75852,4889,0.7,692,31,80.5,18.1,1.3,6,5.2,1.9,4.7,0.7,0.9,2,0.4,0.72,0.28,4000,1000,2000
75855,2463,0,442,51.9,26.5,3,4.5,34.6,32.9,13.3,30.1,5.6,6.5,11.2,3.2,0.83,0.17,7000,11000,13000
75856,121,0,-,28.7,33.1,0,0,26.4,26.4,0,26.4,0,26.4,26.4,0,1,0,2000,0,0
75859,1657,0,565,52,25,7.3,10.3,39.5,38.9,8.9,29.2,8.3,8.2,12,3.5,0.85,0.15,7950,8000,14000
75860,6415,0.6,615,40.8,40.1,7.4,6,23.1,21.2,5.5,17.1,3.3,2.2,8.3,4,0.75,0.25,78250,100400,99500
75862,9863,0.5,531,51,26.6,4.9,9.1,38.2,34.7,8.2,29.1,8.3,6.5,12.6,4,0.79,0.21,104000,84050,82650
75901,31647,2.1,758,34.8,39.3,5.4,5.6,19,16.9,5.1,13.4,3,1.9,5.3,1.4,0.65,0.35,620450,826200,1029900
75904,33820,0.7,756,35.7,40.3,6.8,4.3,19,17.2,5,14.7,3.2,2.3,6.6,1.8,0.59,0.41,351000,485600,634950
75925,4099,2,621,37.3,34.5,6.1,6.3,25.6,22.6,5.8,19.2,4.4,4,9,3.4,0.7,0.3,30200,100000,146650
75926,1121,0,411,41.5,35.4,5,6.7,23.2,20.5,4.9,16.5,5.4,4.4,6.2,1,0.78,0.22,0,1000,1000
75929,1860,0,391,47,28.9,6.7,12.5,34.5,30.5,8.2,22,3.2,3.3,10.6,5.8,0.84,0.16,11000,32950,39750
75931,2189,0,572,53.6,21.5,3.3,7.8,37,34.2,15.4,29.2,5,4.3,8.8,1.6,0.89,0.11,6000,14000,15000
75932,1833,0,376,52.4,31.2,4.7,12.9,39.5,31,13.9,26.6,4.6,5.5,8.1,2.1,0.91,0.09,0,0,0
75935,13955,0.9,533,33.8,37.8,6.6,5.6,21.8,19.5,4.4,16.2,3.8,3.9,8,2.4,0.67,0.33,199000,301750,333150
75936,842,0.1,435,42.9,33.4,5.8,5.3,31.7,29.8,5.6,26.4,8.1,7.4,12.7,2.9,0.81,0.19,1000,10000,2000
75938,2686,0.5,480,52.9,20.4,1.5,7.8,36.7,32.8,9.6,28.9,8.8,3.5,10.5,2.9,0.84,0.16,14150,20850,18000
75939,4939,0.3,431,37.1,37.3,6.4,5.9,19.6,17,5.1,13.7,4.5,1.5,4.2,1.5,0.67,0.33,26850,33300,49200
75941,8974,0.2,512,39,37.4,6.8,7.4,23.4,20.3,5.6,16,4.2,3.1,6.3,1.1,0.75,0.25,52000,52800,48050
75943,1349,2.1,571,39.8,39.2,8.5,5,14.8,13.3,3.9,9.8,4.3,0,1.6,0.5,0.78,0.22,0,0,0
75944,1409,0,452,46.5,32.5,4.2,6.5,28.2,24.6,7,21.7,2.8,5.8,11.9,4.9,0.9,0.1,37000,54200,37000
75946,3209,2.3,604,43.5,35.7,3.9,4.3,24.1,22.7,6.4,19.8,3.1,4,10.3,2.6,0.63,0.37,28000,17000,14750
75948,6037,0.2,447,57.6,24,4.6,8.6,45.1,42,12.1,36.5,9.3,8,15.1,3.4,0.89,0.11,145000,151450,104650
75949,7376,0,618,40.6,32.7,8,6.5,24.8,21.6,4.9,18.2,3.2,5.5,10.2,3,0.82,0.18,75000,70250,58600
75951,16072,1,607,37.5,36.1,7,6.5,23.6,19.7,6.4,17.1,4.3,2.6,6.4,1.8,0.68,0.32,203550,311700,362250
75954,3079,0,567,40.3,41.3,3.9,9.1,25,21.5,7.1,15.9,4.1,3.3,4.7,0.4,0.78,0.22,40000,43000,62100
75956,8533,0.2,454,45.6,27.8,4.7,6.4,22.8,20.9,3.6,16.5,5.9,1.8,6.9,1.3,0.75,0.25,29000,97350,172200
75959,742,0,434,58,29,0,5.8,32.2,26.4,6.5,26.4,10.8,3.9,9.2,0.9,0.93,0.07,3000,4000,0
75961,15484,0.9,759,29.8,45.1,5.4,6.2,18.4,15.9,4.4,12.2,3,2.1,4.7,1.3,0.48,0.52,228400,377550,351350
75964,19086,1.7,617,32.6,37.5,7.7,5.3,17.6,15.7,4.4,12.3,3.3,2.2,4.6,0.8,0.6,0.4,95000,160500,251200
75965,18811,2.9,782,29.9,48.9,4.6,5.2,19.5,17.8,3.4,14.3,4.4,2.7,6.5,1.7,0.49,0.51,135000,246400,285400
75966,5287,0.2,488,41.4,36.3,6.5,6.4,24,22.1,4.8,17.6,3.6,4.3,9.1,3.5,0.81,0.19,97000,135600,106800
75968,1883,0,441,41.9,37.2,6.1,10.9,27.5,20.1,3.8,16.6,7.4,2.7,5.3,1.7,0.8,0.2,5000,5000,5000
75969,3726,0,599,48.3,29.4,2.8,8.5,29.5,24.9,8.5,21.1,6.6,2.4,6,1.9,0.85,0.15,26000,38000,35000
75972,6040,0,441,48.3,29,4.1,5.1,32.1,30.7,7.7,27,7.7,4.5,11.6,2.1,0.78,0.22,58850,134850,165900
75973,2470,0,447,45.1,32.2,7.7,8.5,25.7,22.3,4.2,17.2,5.9,5.2,7,0.4,0.88,0.12,0,0,0
75974,3245,0,452,37.8,36,3.9,4.2,23.6,21.6,7,19.5,4.8,2.3,7.7,2.2,0.72,0.28,13000,21800,45250
75975,3727,0.2,434,43.8,32.7,3.9,4.5,21.3,20,6.1,16.8,4.5,2.9,6.2,2.8,0.72,0.28,17000,29000,33400
75976,806,0,465,38.9,32.5,7.3,10.2,26.8,24.7,3.1,16.6,3.6,5,9.9,2.5,0.56,0.44,19000,22000,15000
75979,12384,0.5,548,36.3,44.5,6.9,5.8,25.2,22.2,5.9,19.4,4.8,4.3,8.7,2,0.81,0.19,73000,122000,111750
75980,2500,0,376,45.1,32.6,3.4,8.1,35,32.3,6.2,26.8,7.4,6.4,13.2,5.2,0.73,0.27,44000,29000,49000
76001,31829,5,1390,36.1,41.2,5.5,5.4,14.1,12,2.9,8.7,2.4,1.6,3.5,1.3,0.83,0.17,39000,43700,78750
76002,36569,9.5,1523,31.3,46,6.5,3.8,9,7.3,3,5.2,1.1,0.6,1.1,0.2,0.85,0.15,141000,263800,289750
76006,23259,5.3,927,32.7,50.7,9.6,3.4,11,9.5,3.7,7.7,2.5,0.8,1.4,0.4,0.26,0.74,181000,247950,321300
76008,16334,0.4,1742,37.8,35.2,6.7,5.2,16.9,14.9,3.7,11.8,3.7,2.7,4.3,0.8,0.88,0.12,44000,56400,45850
76009,21049,0.9,872,36.5,38.5,6.6,5.5,15.6,13.1,4.5,10.1,3.4,1.3,2.1,0.4,0.79,0.21,154700,323950,415200
76010,57813,5.9,826,27.5,48.5,7.8,3.4,8.6,7.3,1.8,5.2,1.4,0.7,1.9,0.6,0.33,0.67,321400,504300,574700
76011,22953,2.4,826,29.6,50.3,8.8,4.2,12,9.9,3,7.8,2,0.9,2.8,0.6,0.21,0.79,188700,296050,367100
76012,26571,3.2,984,42.2,35.8,4.9,6.2,26,23,6.7,19.7,4.4,3.7,8.6,2.9,0.63,0.37,185000,302200,399600
76013,33169,5.9,912,33.8,44.8,6.8,5.4,20.9,18.4,4,15.5,3.5,3.2,8,2.3,0.51,0.49,192400,310250,369300
76014,35235,10.2,1042,30.7,44.6,6.6,4.7,13.6,11.2,4.3,8.9,1.9,0.9,2.6,0.8,0.52,0.48,191250,338550,444000
76015,16464,4.8,1002,36.4,41.9,7.7,4.4,18.6,16.2,5.6,14.2,3.8,2.6,4.9,1.2,0.51,0.49,250200,432650,587900
76016,30808,6.9,1314,44,35.4,5.4,6.7,23.3,20.7,6.8,16.6,4.3,2.2,5.5,1.6,0.81,0.19,265000,384850,407250
76017,47010,6.8,1147,36.1,42.7,6.3,5.8,17.4,15.2,4.9,11.6,3.1,2.1,3.6,1,0.67,0.33,477150,667050,867700
76018,31416,13.5,1203,32.6,44.4,6.6,4,11.3,9.5,3.6,7.3,1.3,0.5,2.5,1.2,0.7,0.3,320800,558350,567100
76020,27714,0.4,904,43.2,34.2,5.3,6.5,22.6,20.8,5.1,16.1,5.2,3.1,5.8,1.7,0.74,0.26,238000,430850,437100
76021,35903,5,1098,39.9,40.2,7.7,7.1,23,19.7,5.2,15.9,4,2.9,6.7,1.6,0.56,0.44,648750,517150,494550
76022,13059,2.4,1092,41.4,38.3,7.9,6.4,23.1,19.9,5.8,16.7,3.4,3.4,7.5,1.6,0.52,0.48,50650,100150,112750
76023,5930,0.6,863,42.5,36.5,4.5,7.6,22.2,17.6,5,14.6,3.8,2,5.8,1.7,0.72,0.28,67000,102000,94600
76028,67388,1.1,1191,36.9,39.3,7.1,5.9,19.2,16.8,4.5,13.4,3.5,2.7,5.3,1.4,0.78,0.22,548300,1050300,1203400
76031,18050,0.3,727,35.5,40.5,7.7,5.9,17.4,14.3,4.2,11.5,2.9,2.1,4.4,1.2,0.73,0.27,209750,267300,324000
76033,25190,0.9,881,36.7,39,5.5,5,22,19.6,5.6,17,4,3.1,7.4,2,0.61,0.39,353400,553950,769200
76034,25557,6.8,2326,47.8,25.6,3.8,9.4,25.3,21.3,6,15.9,4.2,3.1,5.7,1.9,0.96,0.04,145000,154000,136000
76035,1466,1.9,1030,48.5,32.6,1.4,5,19.1,17.1,6.3,14.1,2.8,1.1,5,0.5,0.95,0.05,43000,39000,56000
76036,25736,1.1,1238,37.2,39.4,5.9,4.8,17.2,14.8,3.4,12.4,3,2.4,6,2.2,0.76,0.24,294500,530250,657900
76039,33750,12.9,1143,36.4,43.4,9.4,5.4,15,12.7,3.8,9.6,2.5,1.9,3.3,0.8,0.42,0.58,366050,490550,565050
76040,32301,9.8,973,34.7,43.6,8.8,5.5,14.2,11.1,3.5,8.8,2.2,1.7,3.1,0.7,0.47,0.53,217850,258100,303450
76043,7509,0,842,40,36.7,6.9,5.2,22.9,20.1,6.1,17.7,3.5,2.3,8.1,2.7,0.7,0.3,291000,234600,431200
76044,3799,0,829,44.9,33.7,3,7.2,27,24.5,8.1,19.8,5.9,2.1,5.8,1.9,0.79,0.21,38300,37950,46350
76048,23702,0,805,43.2,32.3,5.9,7.5,29.6,25.4,7.6,22,4.8,4.3,9.6,2.7,0.67,0.33,270000,353300,436950
76049,27889,1.6,899,49.8,28.9,4.4,7.8,34.2,31.6,7.9,26.4,7,5.9,11.5,3.1,0.82,0.18,370100,564000,704600
76050,5747,0.4,940,43,31.7,4.4,4.7,23.6,21.5,5.3,18.9,4.6,2.9,8.9,2.9,0.87,0.13,36000,29000,25000
76051,51685,7.3,1364,38.3,42,5.4,5.9,15.2,12.3,3.6,9.3,2.4,1.4,3.3,0.9,0.55,0.45,423250,543100,725900
76052,20779,1.8,1624,32.7,41.3,9.3,4.4,12.4,10.1,4.1,7.9,1.6,1.3,2.2,0.4,0.89,0.11,70000,67000,99000
76053,30567,4.4,1016,34.8,41,7.5,5.2,18,16,3.3,12.8,3.2,2.5,6.3,2.2,0.57,0.43,157050,275150,461650
76054,11948,1.6,1292,44.1,33.7,5,7.5,28.3,25.1,7.6,20.8,5.5,2.8,7.7,2.3,0.88,0.12,132000,170750,186050
76055,2643,0,703,49.2,26.4,4.6,5.9,31.7,28.9,9,25.8,8.2,4.4,8.6,2.5,0.76,0.24,30000,82000,103450
76058,18068,0.4,872,35.3,37.6,7.8,5,16.9,14.8,4.3,11.9,3.2,2.1,4.5,1.5,0.8,0.2,132850,175150,208800
76060,7638,5.7,1184,39.3,37.8,4.6,5.4,18.7,16.9,5.3,13.3,4.2,1.8,3.8,1.6,0.77,0.23,60000,81550,96050
76063,69146,4.3,1549,36.3,41.6,6.4,4.7,14,11.8,3.3,9.3,2.3,1.7,3.7,1.3,0.76,0.24,448000,877150,1300400
76064,1790,2.7,884,34.3,36.4,8.1,5.2,15.6,12.6,4.4,10.4,1.9,2.2,4.1,1,0.82,0.18,13000,33000,26000
76065,34291,1.1,1351,37.5,40.2,6.1,5.5,16.1,13.8,3.8,10.6,3.1,2,3.7,1.1,0.82,0.18,344100,502500,750550
76066,3193,0,688,50.1,28.8,6.7,8.8,27.9,23.5,8.1,19.1,5.1,4.3,5.9,1,0.83,0.17,13400,15000,23000
76067,20561,0.8,685,36.7,39.3,6,5.6,20.8,18.1,5,15.2,3.8,2.7,6.3,2.1,0.64,0.36,223900,375950,532700
76071,4069,0,846,37.6,34.5,6,4.8,16,13.7,3.1,11.2,3.8,2.5,4.3,1.2,0.76,0.24,6000,2550,10000
76073,6155,0.1,843,34.2,39.3,9,2.4,15.7,15.2,3.5,13.3,3.8,2.3,6,2.3,0.88,0.12,12000,17000,7000
76078,10366,0.7,1140,33.9,39.6,9.2,4.9,14.2,12.1,4.2,9.3,1.4,1.4,3.6,1.4,0.84,0.16,118200,159000,168750
76082,18030,0.2,968,39.5,36.1,5.8,7,21.7,18.1,6.1,14.7,4,2.4,4.6,1.3,0.81,0.19,157400,270150,402850
76084,8456,1.1,857,35,47.9,8.3,4.2,14.9,13,3.8,10.7,2.5,2.5,4.4,1.4,0.84,0.16,71550,107000,102000
76085,10747,0.1,1016,40.2,38.2,6,6.3,20.6,18,4.6,14.3,5.1,2.8,4.6,0.5,0.81,0.19,17000,34000,44700
76086,22311,0.4,993,33.7,43,6.5,5.2,20.8,18.3,4.1,15.6,4.5,2.5,7,1.5,0.49,0.51,556400,709050,673650
76087,26889,0.6,1194,42.6,32.6,5.8,7.5,24.5,21.3,5.9,17,4.9,3.1,6.1,2,0.89,0.11,193800,217200,217600
76088,11854,0.2,983,41.6,35.2,4,7.3,23.2,19.7,5.8,15.9,3.8,2.3,6.3,1.4,0.84,0.16,47000,55300,97500
76092,30138,10.2,3186,42.1,30.4,2.4,5.2,14,11.8,3.7,8.8,1.8,1.6,3.3,1,0.93,0.07,248600,299450,278950
76093,1680,0,770,37.9,31.4,4.4,3.8,24.9,22.5,8.5,21.1,6.7,3.9,6,2,0.67,0.33,63950,31000,28000
76102,9803,2.2,1317,35.2,51.4,11.1,4.6,15.8,14.2,2.4,11.2,2.7,1.6,6.2,0.9,0.27,0.73,93000,93000,149000
76103,13689,3.4,763,38.9,38.1,4.9,4.7,19.4,16.7,4.8,14.7,3.5,2.3,6.5,2.2,0.61,0.39,46000,62650,147800
76104,18199,2,710,30.9,40.8,7.3,4.6,16.6,14.9,4.2,12,1.7,1.9,6,2,0.42,0.58,64550,57000,84600
76105,21661,0.5,627,28.9,45.4,7.4,3.9,12.6,11,3.4,8.7,2.6,1.3,2.6,0.7,0.51,0.49,46950,98850,91100
76106,39218,0.6,798,28.1,45.8,7,3.7,10.7,9.1,2.4,7,1.8,1.1,2.7,0.7,0.52,0.48,271200,476200,636800
76107,30110,1.5,1130,35.1,46.9,9.8,6.4,21.2,18.4,4.7,14.8,3.4,3.3,6.7,1.4,0.49,0.51,182500,310200,360000
76108,41418,2.5,1037,35.3,40.2,9.1,5.9,17.5,14.9,4.4,11.6,3.1,2.2,4,0.8,0.66,0.34,426500,566350,566250
76109,22448,2.1,1349,33.9,46.6,6.3,6.4,21,18.5,5.5,14.6,2.3,1.6,6.7,1.9,0.56,0.44,84000,108000,216250
76110,31118,1.2,834,30.7,45.6,8.1,4.8,14.1,11.8,3.8,9.3,1.8,1.4,3.7,1.3,0.58,0.42,223000,276500,293300
76111,22456,3.2,868,29.7,44,7.3,4.9,13,10.9,3.8,8.1,1.5,1.2,2.8,0.8,0.61,0.39,200350,284000,332700
76112,41448,2,845,34.7,42.3,8.1,4.7,16.3,14.1,3.9,11.6,2.7,1.8,5,1.4,0.47,0.53,233500,246050,410050
76114,25647,0.8,832,33.6,42.5,7.9,4.7,16,13.3,3.8,11.3,2.9,1.5,4.6,1.5,0.56,0.44,176400,323000,416450
76115,20485,2.6,755,28.5,45.7,8.4,2.9,9.3,8.3,2.6,6.4,1.7,0.9,2.1,0.7,0.52,0.48,170400,247250,231450
76116,49789,2.7,902,34.4,43.2,8.1,6.2,19.5,16.6,4.1,13.4,2.7,2.6,6.6,1.9,0.4,0.6,365000,553650,654150
76117,31298,9.6,837,33.5,42.7,7.4,5.2,16.8,14.4,3.6,11.6,3.8,2.2,4.3,1.1,0.56,0.44,167950,256000,246650
76118,16318,6.1,1141,33.8,42.6,9.8,4.3,14.7,13,3.3,10.4,2.8,2.1,4.3,0.8,0.75,0.25,64850,113350,103300
76119,48380,4,762,30.9,42,7.6,3.9,14.3,12.7,3.4,10.4,2.9,2,4.2,1.3,0.5,0.5,169450,227750,331300
76120,19041,4,994,30.9,42.9,6.7,5.5,12.9,10.7,2.8,7.4,1.8,1.5,2.8,0.9,0.4,0.6,89100,99400,109000
76123,32131,6.9,1399,34.1,41.8,8.3,4.9,12.5,10.2,3.6,7.6,1.4,1.3,2.7,0.6,0.77,0.23,21000,43150,64000
76126,21355,1.7,1213,40.6,33.2,7.3,6.5,22.3,19.8,5.9,15.8,4.2,2.5,5.7,1.9,0.81,0.19,271350,414850,439800
76131,37868,8.2,1393,31.8,46.3,8.8,3.6,10.1,8.6,2.6,6.5,1.1,0.8,2.8,1,0.73,0.27,232500,371550,468500
76132,26405,6,1024,35.1,42.4,6.3,5.1,20.9,18.5,4.6,15.8,3.5,2.5,7.6,2.6,0.33,0.67,102300,177600,232650
76133,51022,2.5,951,35.3,39.8,7.4,5.9,20.1,17.8,4.6,14.2,2.9,2.7,6.7,2,0.62,0.38,338150,543850,606650
76134,26581,1.2,940,31.7,40.5,9.3,5.1,17.9,16,4.9,12.9,2.7,2.1,5.3,1.8,0.59,0.41,200000,331150,282950
76135,23845,2.4,1000,35.9,39.8,7.8,4.8,16.6,14.7,3.8,11.9,2.9,2.6,5.1,1.3,0.68,0.32,210650,278050,351150
76137,60065,7.6,1260,31.6,46.9,7.7,3.7,10.3,8.7,2.7,6.6,2.1,0.9,1.9,0.7,0.62,0.38,365000,522500,660850
76140,30643,1.2,1002,32.4,42.5,8.7,4.3,13,11.4,2.6,8.7,2,2.5,4,0.9,0.7,0.3,411150,403700,401600
76148,23819,4.7,1117,34.7,42.4,8.7,4.7,14.6,12.7,3.9,9.8,2.2,1.9,3.8,1,0.8,0.2,345900,381050,516200
76155,5289,17.3,1039,29.5,64.9,14.9,1.1,3.6,3.1,0.9,2.5,1,0.4,0.6,0,0,1,29000,28950,24000
76164,16091,0.5,704,30.8,41.3,6,4.5,13.9,12,2.8,9.4,2.4,1.7,4.2,1.4,0.56,0.44,101850,149500,272300
76177,7907,1.4,1417,32.1,49,11.1,3.8,9.1,7,1.9,5.3,2,1.1,1.3,0.2,0.6,0.4,93000,122000,144400
76179,57204,4.3,1390,33.4,42.9,8.8,4.8,13.3,11.3,3.9,8.5,2,1.1,2.5,0.8,0.75,0.25,281100,441600,676550
76180,36385,4.6,1068,35.5,39.7,7.7,5.4,20.8,18.5,5,15.4,2.9,2.5,7.5,2.2,0.47,0.53,406450,523050,561000
76182,31227,3.8,1380,41,35.6,6.2,8.2,21.3,17.1,5.2,13.1,3.4,1.6,4.5,1.7,0.81,0.19,52000,119250,213500
76201,28038,8.3,839,23,76.9,7.2,2.2,9.3,8.7,2.1,7.2,1,1.2,4.1,1.5,0.2,0.8,167650,228800,286300
76205,20992,5.3,987,29.2,58.2,7.6,5.1,14.5,12,3.2,9.4,2.6,1.8,3.5,1,0.37,0.63,208000,265950,332050
76207,14221,2.6,1167,38.3,41.7,6.1,5.3,26.3,24.4,7.1,21,8.5,2.9,5.4,1.9,0.65,0.35,139050,182250,222750
76208,23463,2.3,1220,33.3,42.8,6.9,4.5,13.5,12.1,3.5,9,2.5,1.6,3,0.9,0.63,0.37,44000,68000,65000
76209,24667,1.1,989,31.2,47.9,8.9,5.3,15.4,13.6,3.7,10.1,2.6,1.1,3.8,1.3,0.48,0.52,72000,96550,99000
76210,44044,3.4,1453,36.2,42,7.2,5.1,16.8,15,4.4,11.7,3,1.7,4.2,1.3,0.77,0.23,94000,124000,168200
76225,3313,0,874,36.7,39.1,3,4.6,20.1,17.9,4.3,15.5,4.6,5.8,6.6,0.5,0.82,0.18,44000,54000,47000
76226,25037,3.1,2180,40.7,34.4,5,5.9,17.7,15.9,5.3,11.8,2.9,2.3,3.6,0.7,0.9,0.1,85000,134450,101500
76227,29616,1,1491,34.5,42.8,8,4.6,13.5,12.2,3.7,8.9,2,1.5,3.2,0.8,0.81,0.19,239600,329450,441400
