Zip Code,Total population,Asian percent,MONTHLY HOUSING COSTS - Median,Median age,Percent - 15 to 44 years,Percent - 30 to 34 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Owner-occupied housing percentage,Renter-occupied housing percentage,Fy 2017 Sales,Fy 2018 Sales,FY 2019 Sales
76950,3915,0,657,40.3,36.3,6.2,6.4,23.3,20.8,7.8,16.9,3.3,2.5,5.8,2.3,0.68,0.32,67000,105200,180000
76951,1139,0,409,42.4,29.5,7.6,3.1,19.1,17.3,4.4,16,4.5,2.2,7.1,2.4,0.85,0.15,36000,55050,40000
77002,12370,1.9,1439,34.1,69.6,13.2,4.2,8.2,6.3,2.3,4,0.4,0.7,1.3,0.4,0.25,0.75,280400,338750,259900
77003,9646,5.3,1209,34.1,55.4,15.2,5.3,11.8,9.1,2.4,6.5,1.4,1.5,2.7,0.3,0.45,0.55,344000,404100,236850
77004,37642,9,1082,28.3,61.5,7.7,3.7,12.7,11.1,3.8,9,1.6,1.5,3.7,1,0.34,0.66,42000,78600,76850
77005,28233,12.6,2476,36.5,40.9,6.5,6.6,18.8,15.9,4.9,12.2,3.2,1.4,4.1,1.6,0.73,0.27,87000,114000,118000
77006,21945,7.1,1422,34.3,58.3,14.7,5.7,14.5,12.2,4.4,8.8,1.8,1.5,2.6,0.5,0.35,0.65,97000,92000,106100
77007,35822,7.8,1866,33.8,62.8,14.7,4.5,11,8.8,2.7,6.6,1.8,1,2.1,0.3,0.51,0.49,265000,360500,451400
77008,34491,5.8,1522,34.9,50.6,15.9,5.5,15.4,12.9,4.1,9.9,1.7,1.2,4.2,1,0.59,0.41,242000,374000,380300
77009,37751,1.1,912,35.1,44.2,9.4,5.3,16.2,14.4,4.5,11,2,1.9,4.5,1.4,0.54,0.46,156700,249200,239650
77010,915,8.7,3096,44.6,47,10.5,12,20.4,13,5.6,8.4,2.1,0,0.8,0,0.13,0.87,17000,13550,10250
77011,18598,0.6,625,34,42.1,6.1,4.1,16.1,14,4.2,12,3.8,1.5,3.9,1.4,0.46,0.54,60050,107150,95250
77012,20085,1.1,701,33,45.4,9.5,3.7,14.1,12.3,4.8,10.4,2.5,1.6,3.1,1.2,0.41,0.59,110000,216850,180050
77013,20790,0.5,807,30.8,45.1,6.9,3,11.4,10.1,2.9,8.4,1.5,1.9,4,1.1,0.36,0.64,68000,210550,232500
77014,35729,9.4,1017,31.3,47.9,8.6,3.7,9.5,8.1,2.4,5.9,1.2,0.9,2.3,0.9,0.42,0.58,62000,82000,102750
77015,57258,1.1,855,29.2,45,7.1,4,11.2,9.4,2.8,7.3,2,1.3,2.4,0.7,0.51,0.49,427900,771050,810250
77016,29597,0.1,597,38.5,39.1,4.4,6.6,23.1,20.1,5.6,16.5,4.2,3.7,6.7,2,0.63,0.37,62000,107650,95250
77017,32556,2.5,791,33,45.2,7.2,5.2,15.1,12.3,3.2,9.9,2.6,2,4.1,0.9,0.54,0.46,123000,221750,219150
77018,28073,2,1143,37.7,40.7,9.4,5.5,18.4,15.9,4.1,12.9,2.5,2.4,6.3,1.8,0.67,0.33,231050,490050,335600
77019,21572,9.4,1798,39.4,47.1,11.2,7.7,22,19,5.4,14.3,4,1.9,4.9,1.3,0.53,0.47,125000,152750,191450
77020,25898,0.3,628,33,42,7.2,5.5,15.6,13.1,4.3,10.1,2.1,1.3,3.8,1.3,0.45,0.55,99000,173550,216600
77021,26654,3,812,33.6,44,6.1,4.8,18.7,16.7,3.5,13.9,3.1,2.8,7.3,2.1,0.39,0.61,105150,165100,126050
77022,27364,0.3,630,34.1,38.5,7.4,4.7,17.5,15.6,4,12.9,3.6,2.2,5.3,1.8,0.45,0.55,177000,301850,258400
77023,28528,0.9,740,33.2,45.2,7.2,4.8,14.1,11.8,3.6,9.3,2.2,1.4,3.5,1.3,0.45,0.55,177000,260600,157050
77024,38110,14.7,2046,44.3,31,4.1,6.4,25,22.3,5.3,18.6,4,3.1,9.2,2.9,0.67,0.33,140000,211150,277450
77025,28922,17.2,1334,36.3,44.6,9.8,5.3,18.5,16.1,3.6,13.2,3.6,1.7,6,1.3,0.43,0.57,172800,229250,211100
77026,22799,0,602,35.2,41.1,7.9,5.5,18.7,16.5,3.6,13.2,3.2,2.5,6.4,2.3,0.42,0.58,50450,81650,76250
77027,16012,8.8,1555,33.3,56.5,13.9,5.6,19.1,16.3,4.6,13.5,3.4,2,5.4,1.7,0.35,0.65,214000,293500,295850
77028,15725,0,578,38.6,36.2,5.5,5.7,21,18.8,5.7,15.3,3.9,3.2,5.7,1.3,0.54,0.46,112650,144300,155100
77029,17894,0.2,678,34.3,39.7,6.1,5.8,17,14.9,2.9,11.3,2.7,2.5,5.6,2,0.59,0.41,184000,372450,283850
77030,10813,26.9,1512,33.9,50.4,8.8,4.3,15.6,13.2,3.3,11.3,2.5,2.1,5.5,1.7,0.43,0.57,32000,63000,41000
77031,18052,7.8,840,32.1,48,6.6,4.8,15.4,13.9,4.9,10.6,1.8,1.3,3.8,1,0.46,0.54,113000,173600,246750
77032,14443,1.3,863,24.4,45.3,6.7,2.9,10.9,9.3,3.2,8,2.3,1.6,2.5,0.7,0.37,0.63,147750,211600,254600
77033,29692,0.2,625,34.7,39.5,6.3,5,19.7,17.8,3.6,14.7,4.1,2.9,7,2.7,0.61,0.39,38000,70800,58150
77034,40183,4.9,919,28.1,48.2,7.1,3.1,9.6,8.4,2.4,6.6,1.8,1.1,2.4,0.9,0.44,0.56,281450,382050,251450
77035,38324,5.7,855,33.6,42.6,9.6,5.4,14.7,11.9,2.9,9.3,1.9,1.7,4.4,1.2,0.41,0.59,308000,457750,508400
77036,76605,15.3,746,30,49.4,9,3.6,10.5,8.9,2.1,6.9,1.3,1.2,3.5,1.1,0.19,0.81,182100,278450,224200
77037,20038,0.2,781,32.8,45.6,7.3,2.8,10.6,8.7,2.4,7.8,2.7,0.8,2.8,1.4,0.7,0.3,223000,327150,278000
77038,30653,6.2,941,28.1,47,8.5,4,9.6,7.8,2.4,5.6,1.4,0.7,1.7,0.6,0.52,0.48,126700,204000,325900
77039,27972,0.6,803,28.2,45.1,7.6,2.9,10.8,10,2.4,7.9,2.7,1.8,2.7,0.5,0.61,0.39,93250,195200,167950
77040,48273,6.8,995,34.4,45.1,9,5.8,14.7,12.1,3.8,8.9,2.6,1,2.5,1,0.55,0.45,311000,420200,494000
77041,35372,16.6,1209,35.7,43.6,6.6,5.9,15.3,13.4,4.5,9.4,2.2,1.5,2.7,0.7,0.75,0.25,218650,325950,411550
77042,42098,8.5,1019,31.2,51.6,12.7,3.8,12,10.2,2.9,8.2,2.4,1.3,2.9,0.9,0.26,0.74,218000,348750,397550
77043,25838,8.2,980,36.1,44.1,7.6,5.9,16.8,14.4,3.8,10.9,2.2,1.8,4.9,2.3,0.58,0.42,213000,203050,191150
77044,42665,1.8,1407,30.2,44.1,9.8,4.5,9.5,7.8,2.3,5.1,1.2,0.9,1.6,0.5,0.74,0.26,130000,262450,385650
77045,36270,0.6,851,31.3,44.5,7,4.2,15.7,13.8,4.6,11.5,3.6,1.8,3.3,0.9,0.68,0.32,118550,228450,230200
77046,1029,10.4,1883,44.9,47.6,15.4,5.4,29.7,25.8,1.2,24.3,3.9,6,19.2,1.6,0.31,0.69,44000,42000,51000
77047,29410,2.3,1123,31.2,47.8,10.2,3.8,11.8,9.7,2.7,8,1.8,1.8,3.5,1.1,0.72,0.28,261600,382250,381150
77048,17143,1,718,33.4,42.8,7,4.5,16.9,14.7,4.7,12.4,2.7,2.9,4.9,1.4,0.64,0.36,34950,82300,150250
77049,33749,3.8,1084,30,48,6.4,3.8,9.7,8,2.4,6,1.2,0.9,2.4,0.8,0.69,0.31,215000,386800,471250
77050,5031,0.1,571,35.8,46,4.6,5.3,18.4,15.9,4.4,13.1,3.5,2.5,5.2,2.2,0.78,0.22,13000,37700,47400
77051,16661,0.7,707,34.3,38.3,6.4,8.1,21.6,17.8,4.2,13.4,2.5,2.7,6.7,1.9,0.41,0.59,98150,146400,105950
77053,31868,0.4,969,29.5,43.7,6.6,3.5,10.9,9.2,2.9,7.5,2.2,0.7,2.4,1,0.66,0.34,143000,222750,265000
77054,22517,24.1,1065,29.4,69.9,13.2,4.5,10,7.4,2.6,5.5,1.4,0.8,1.5,0.2,0.16,0.84,156000,193850,210400
77055,45003,4.5,981,33.3,42.8,8.5,4.7,13.8,11.6,3.4,9.1,2.3,1.3,3.4,1,0.42,0.58,279700,505050,471950
77056,21732,16,1740,39.1,46.1,10.9,6.5,24.5,21.9,5.2,18,4.5,2.6,8.3,2.1,0.43,0.57,122900,212000,210000
77057,40130,7.2,1142,34.4,49.8,9.4,4.3,16.4,14.5,2.9,12,3.4,2.4,5.7,1.6,0.34,0.66,298000,619600,526650
77058,16669,6.3,1004,34,50.7,9.1,3.7,15.6,13.9,4.8,12,2.5,2.4,4.7,1.6,0.3,0.7,223000,372900,441550
77059,17374,16.9,1605,45.1,30,4.3,8.5,23.2,18.9,6.2,14.7,3.8,2.1,4.7,1.5,0.9,0.1,82000,138000,135000
77060,44549,1.4,764,26.7,46.7,9.5,3.1,8,6.5,2.6,4.9,0.8,0.6,1.5,0.3,0.23,0.77,72000,150850,190050
77061,26276,6.1,768,30.2,47,9,4.6,12.2,10,2.9,7.6,1.8,0.8,2.9,0.9,0.34,0.66,108000,263050,268500
77062,26583,11.7,1273,38.5,38.4,6.1,6.2,21.6,19.2,4.5,15.4,3.8,3.3,7.1,1.8,0.78,0.22,90000,156800,186700
77063,38931,10.6,1036,31.9,51.7,12.8,3.7,14.1,13,3.3,10.5,2.5,1.7,4.7,1.2,0.26,0.74,177700,408000,515600
77064,49578,16.7,1168,34.7,43.3,8.9,6.8,16.4,13.6,4.1,9.5,2.5,1.2,2.9,0.8,0.58,0.42,130800,228850,259350
77065,38820,8.9,1122,33.9,44.3,8.8,4.8,14.8,13.1,3.7,10,2.5,1.6,3.8,0.9,0.48,0.52,557400,694400,652250
77066,33796,15.3,1085,33.9,43.6,8.1,4.9,14.4,12.1,3.2,9.5,2.8,1.4,3.5,1.2,0.7,0.3,92000,158550,156800
77067,33489,5.2,893,29,48,8.3,4.1,9,7.1,2.5,4.8,1,0.7,1.4,0.4,0.4,0.6,156200,212000,215000
77068,10897,12.2,1169,39.9,43.6,6.1,6.7,21.9,20.2,7.1,15.2,4.1,1.8,4,1.1,0.66,0.34,99000,88300,89350
77069,18238,5.1,1168,43.5,34.5,7.8,9.4,29.2,25.1,6.2,19.8,5.9,3.6,7.7,1.9,0.55,0.45,207600,421150,314150
77070,51080,9.7,1244,34.4,43.3,7.6,5.3,16.9,14.7,3.3,11.6,3.9,1.8,4.5,1.6,0.52,0.48,586200,783900,764300
77071,27981,7.1,924,36.2,38.5,5.9,7.3,20.1,17.6,5.4,12.9,3.4,2,4.1,0.9,0.55,0.45,82000,190850,213400
77072,62162,21.9,897,32.7,45.6,7.2,4.7,13.1,11.1,3.1,8.4,2.3,1.3,3,0.9,0.48,0.52,252650,404150,553650
77073,42780,2.8,1130,28.6,50.6,8.7,3,8.3,6.8,2.9,5.3,1.3,0.4,1.1,0.4,0.55,0.45,112000,228100,229750
77074,39915,5.8,826,30.8,45.1,7.6,4.2,13.2,11.5,2.2,9,2.2,1.2,4.6,1.4,0.33,0.67,107000,242750,259800
77075,43586,6.7,993,29.3,46.4,8.3,3.3,9.9,8.8,2.7,6.6,1.7,1,2.2,0.8,0.53,0.47,232650,398250,324250
77076,35144,0.3,811,27.6,46.6,8.2,4.2,10.6,8.2,2.5,6.4,1.8,1.1,2.1,0.5,0.47,0.53,147600,241400,242100
77077,57757,13.2,1219,34.8,47.7,12,5.4,17.7,15.4,4.4,12.4,2.7,1.9,5.3,1.5,0.35,0.65,325100,552150,545400
77078,15820,0,718,31.9,41.1,9.6,5.2,15.9,13.7,4.7,10.7,2.9,1.1,3,0.9,0.59,0.41,9150,22000,22000
77079,33577,9.8,1418,39.5,36.1,5.5,4.7,19.3,17.4,4.9,14.6,3.4,2.2,6.3,2.1,0.64,0.36,181350,285900,314850
77080,45665,3.4,894,32.3,45.9,9.3,4.1,14,11.7,2.8,9.9,2.9,1.8,4.1,1.3,0.4,0.6,198000,421100,411100
77081,49059,5.6,787,29.7,51.3,11.2,2.8,5.8,4.3,1.4,3.1,0.9,0.4,0.8,0.2,0.05,0.95,183900,342400,382850
77082,56641,13.6,1126,33.8,46.9,10.8,5.6,15.8,13.4,3.6,10.2,2.8,1.6,3.9,0.9,0.36,0.64,338000,420100,460500
77083,79408,25.4,1077,33,44.6,7,4.6,13.5,11.4,3.6,8.9,2.3,1.4,3,0.7,0.67,0.33,220300,404350,413500
77084,104582,10.5,1204,33,45.4,8,4.6,11.7,9.4,3.1,7.1,1.8,0.8,2.1,0.9,0.62,0.38,520600,811500,1042700
77085,17981,1.9,1062,33.8,44.4,7,4.5,13.6,12,3.7,9.1,2.6,1.6,2.8,0.7,0.69,0.31,36000,63600,58600
77086,29506,7.5,953,29.7,44.2,6.5,4.6,12.2,10.6,3.3,7.6,1.7,1.3,2.6,1,0.6,0.4,143000,334600,351200
77087,37200,0.8,693,30.5,43,6.6,4.7,14.9,12.7,3.9,10.2,2.5,1.7,3.9,1.1,0.49,0.51,162400,408850,311950
77088,56716,4.1,880,33.4,40.9,7.1,5.6,15.1,12.6,3.5,9.4,2.3,1.9,3.6,0.9,0.61,0.39,132150,192750,211800
77089,52699,13.1,1140,34.7,44.4,6.3,4.4,14.9,12.7,4.1,10.5,2.8,1.5,3.5,1.1,0.65,0.35,262000,401100,437700
77090,38361,2.4,942,28.5,47.4,8.3,3.5,11,9.3,2.8,7.5,1.8,1.1,3,0.7,0.22,0.78,159250,289800,232050
77091,25277,0.5,751,35,40.9,6.6,6.1,17.6,15.5,4.3,11.4,3.4,1.6,3.7,0.9,0.41,0.59,177600,233700,186250
77092,38476,1.2,796,33,46.3,8.1,3.8,12.7,11.3,3.3,8.9,2.1,1.5,3.5,1.2,0.37,0.63,256150,361900,334250
77093,44428,0.2,626,29.6,44.6,7.7,4,12,10.1,3.4,8,1.7,1.2,3,0.8,0.57,0.43,262000,547000,520250
77094,9439,17.7,2095,41.8,31,4.1,8.2,18.8,15.6,3.3,10.7,4.4,0.7,2.9,1.4,0.82,0.18,43000,74000,117000
77095,72081,12.3,1384,36.9,41.7,6.3,5.4,14.2,11.8,3.7,8.8,1.7,1.5,3.3,0.7,0.75,0.25,401600,711450,833700
77096,35465,10.1,992,36.3,40.5,6.9,5.5,20.3,18.3,4.3,14.8,3,2.8,7.5,2.5,0.48,0.52,165000,276000,252600
77098,13444,11.1,1586,34.3,57.9,14.8,6.3,18.8,15.7,5.3,12.5,2.9,2.1,4.3,0.9,0.31,0.69,93000,114850,123000
77099,51905,13.2,889,31.2,45.5,8,5.3,13.3,11.1,2.9,8,2,0.9,3.2,1.1,0.38,0.62,180900,277750,305700
77301,31801,0.4,813,31.8,46.4,8,4.3,13.4,11.4,2.6,9.1,1.9,2,4.6,1.8,0.49,0.51,273400,406600,449400
77302,19311,2.2,908,36.7,37.5,5.9,7.1,19.5,16.5,4.6,12.4,3.6,1.7,4.3,1.6,0.83,0.17,80000,125750,186050
77303,19695,0.6,906,34,43.3,8,3.4,14,12.9,4.9,10.6,2.6,1.7,3,0.8,0.73,0.27,234550,426650,397050
77304,28692,3.1,1113,36,40.7,5.9,4.7,19.6,17.3,4,14.9,4.3,2.1,6.7,2.5,0.56,0.44,251850,397050,484300
77306,11453,0.6,723,31.9,39.4,6.2,3.9,13.6,11.4,5,9.7,1.5,1.9,3.3,1,0.77,0.23,128000,212050,240000
77316,21272,0.7,1236,38.3,36.9,6.9,7.2,20,16.7,5.8,12.9,2.9,1.4,4.2,1,0.88,0.12,20000,58000,81950
77318,15437,1.1,1044,45.4,30.5,6,7.4,28.3,26,7.9,20.8,5.7,2.3,7.2,3.2,0.78,0.22,155000,306550,452600
77320,35670,0.7,734,39.5,47.1,7.9,5.5,15.8,12.9,4.2,10.2,2.5,1.5,3.5,1.3,0.64,0.36,121000,220250,280000
77327,22430,0.1,673,35.8,37.8,5.4,5.9,18.7,15.7,4.4,12.8,3.7,1.5,4.7,1.8,0.69,0.31,162000,191600,210150
77328,15863,0.3,716,36,39.7,6.9,5.8,19.5,17,4.3,13.7,4.4,2,5,1.7,0.76,0.24,133350,234200,213600
77331,7667,0,723,51.5,31.5,2.1,10.2,36.5,30.8,8.1,26.3,8.1,6.7,10.1,2.7,0.91,0.09,29000,47000,60000
77335,2519,0,573,47.6,31.2,8.8,6.9,28.1,24.2,4.2,21.1,6.3,5.5,10.7,4.6,0.79,0.21,20000,15550,18000
77336,12397,0.1,1105,35,41.1,7,4.6,17.5,15.4,4.8,13,2.6,3,5.5,1.9,0.73,0.27,222000,358700,433100
77338,40335,3,1072,31.6,44.2,7.8,3.7,12.6,11.4,3.9,8.9,2,1.4,3,0.7,0.55,0.45,524750,1008700,884300
77339,41403,4.4,1265,38.8,39.5,5.5,5.9,21.6,19.1,5.7,15.7,3.8,2.8,6.2,1.8,0.65,0.35,334050,647850,529950
77340,29900,2,838,27.3,57.7,5.2,4.3,17.3,15.6,3.5,13,3.3,2.4,6.2,1.5,0.4,0.6,229000,357550,367650
77345,29090,4.6,1657,40.6,34.8,4.4,5.7,18.9,16.9,5.3,13.2,3.1,2.4,4.8,1.5,0.86,0.14,93000,156600,221700
77346,63233,3.1,1484,33.6,41.1,8,5.2,14.3,12.1,4.4,9.1,2.3,1.6,2.4,0.5,0.83,0.17,447400,717700,857650
77351,33199,0.8,594,43.5,35.4,5.1,8.9,27.4,23.9,6.6,18.6,5.4,2.8,6.6,2.1,0.77,0.23,461450,613600,647600
77354,35904,1.9,1353,38,35.4,6.6,6.4,19.6,17.2,4.7,13.2,4.5,1.4,4.1,0.9,0.83,0.17,359650,481200,648200
77355,27271,0.3,1263,40.1,38.2,6.2,5.9,17.2,14.3,4.4,11.3,3.3,2.3,3.6,0.9,0.85,0.15,336750,533850,479350
77356,25888,1.1,1277,49.4,29.7,3.5,7.8,34.2,31.5,9.9,26.5,7.8,4.7,8.8,2.5,0.81,0.19,222600,449250,527250
77357,24334,0.4,786,31.4,41.4,6,4.4,15,13.4,4.8,10.6,2.4,1.9,3.4,0.8,0.75,0.25,223850,509700,527150
77358,5597,0.3,793,32.1,36.6,4.4,5.6,22.9,20.1,7,17.2,2.6,4.3,7.6,1.6,0.75,0.25,59050,76650,136100
77360,5084,0.1,656,47.6,29.3,6.8,9.8,34.5,30.2,9.3,24.7,9.3,3.3,6.2,1.8,0.81,0.19,36150,52400,52750
77362,5546,0,1080,33.9,36.7,5.3,7.2,16,14.1,4.3,8.7,1.8,1.2,2.7,0.5,0.87,0.13,165250,301200,367650
77363,2705,0,499,48.2,31,5.9,13.5,31.7,22.5,5.2,18.2,7.7,4.1,5.3,0,0.81,0.19,68000,69000,76550
77364,1822,0,487,57.2,26.7,4.5,12.3,40.1,37.3,7.5,27.7,5.4,6.8,14.8,5.1,0.91,0.09,20150,30150,39000
77365,31406,2,1018,37,38.9,5.5,6.8,17.5,14.8,4,10.7,3.2,1.2,3.6,1.4,0.74,0.26,249500,435400,357200
77371,8025,0,524,36.6,33.3,8,5.9,21.5,18.4,4.6,15.6,5.2,3,5.8,1.8,0.73,0.27,52000,90650,80100
77372,12351,0.8,759,35,39.4,6.8,6.4,17.7,14.4,3.9,11.3,4.5,1.5,2.9,0.8,0.77,0.23,78000,97200,115950
77373,58255,2.9,1203,33.9,43.8,8.7,5.9,15.2,12.8,3.6,9.3,2.8,1.4,2.8,0.8,0.73,0.27,255600,390250,355000
77375,50525,5.3,1295,33.1,45.4,7.9,3.8,12.7,11.2,2.9,9,1.9,1.5,4.2,1.5,0.71,0.29,568700,926150,814050
77377,36758,7.1,1513,35.4,37.6,6.5,6.1,16.1,13.1,5.1,9.9,1.5,1.7,3.3,1,0.83,0.17,417500,555100,604550
77378,16150,0.7,915,32,39.7,4.7,5.7,15.6,11.9,4.3,9.9,2.7,0.8,2.8,1.2,0.73,0.27,111000,178700,353450
77379,78226,11.1,1525,38.5,38.5,5.9,6.5,18.6,16,5,12.1,3.4,1.6,3.8,1.4,0.79,0.21,675250,1173050,993950
77380,26691,4.5,1279,37.1,45.7,10.9,5.9,18,15.8,4.4,12.1,2.8,2.8,4.8,1.2,0.41,0.59,350000,429450,444650
77381,36919,4.4,1521,44.1,32.2,5.3,8.4,26,22.5,6.7,17.6,3.6,3.3,7.3,1.7,0.74,0.26,132800,162500,146850
77382,40546,5.7,2218,38.5,35.2,4.2,3.4,11.4,9.7,2.8,8,1.3,1.3,3.9,0.9,0.74,0.26,91000,145700,173000
77384,16472,6.8,1428,39.7,40.1,7.5,7.1,25.9,22.8,7.4,18.8,3.2,2.4,8.2,2.8,0.6,0.4,317000,513250,567350
77385,23578,5.1,1351,33.9,44.9,8.3,6.3,14,11.1,3.5,7.8,2.3,1,1.9,0.5,0.8,0.2,228750,326100,392000
77386,53042,4.4,1515,32.4,45.3,8,4.4,10.9,9.3,2.9,6.5,1.9,0.6,1.7,0.7,0.76,0.24,306450,385700,349350
77388,45841,8.4,1420,37.6,41.4,5.9,4.9,16.8,14.7,5,11.8,4,1.2,2.8,0.9,0.8,0.2,361700,690050,580350
77389,31883,4.2,1741,35.5,37.1,7.1,4.8,14.9,13,4.4,10.2,2.7,1.8,3.1,0.7,0.84,0.16,89000,109800,130100
77396,54352,3.4,1204,31.3,48,10.6,3.4,7.8,6.2,2.3,4.4,0.9,0.7,1.2,0.2,0.58,0.42,291650,423100,448200
77401,19062,22.5,2368,43.1,31,5.2,7.2,21.8,19,6,14.6,3.7,1.6,4.9,1.6,0.82,0.18,95550,148350,126800
77406,41008,5.5,1740,38.3,38.7,7.1,5.9,16.8,14.6,4.3,10.9,2.6,2.1,4,1.1,0.88,0.12,144000,372500,407000
77407,48157,28.1,1655,32.4,46.4,10,3.4,9.4,8.3,2.4,6,1.5,1.1,2.1,0.8,0.83,0.17,179000,312250,321550
77414,23369,0.5,664,36,36.9,6.9,7.1,22.2,18.7,5,15.1,3.9,2.1,6.1,1.9,0.58,0.42,888100,1121450,1218150
77417,2760,0,754,46.7,30.8,8.5,5.8,27.2,25.7,6.6,21.4,5.3,6.4,9.4,1.4,0.69,0.31,48000,100000,81750
77418,9926,0,808,46,32.7,5.2,7.7,29.3,26.9,7.2,21.6,6,3.2,8.3,2.3,0.73,0.27,185000,246800,201700
77419,1473,0,738,23.9,40.7,3.3,0.7,7.1,6.4,1.5,6.4,1.7,2.6,3.2,0.5,0.79,0.21,48000,47500,25000
77420,2245,0,615,37.2,44.2,5.5,4.4,27.6,27,6.5,23.2,11,2.9,5.7,0.9,0.76,0.24,91700,97650,99000
77422,13378,0.7,600,41.5,37.9,5.7,5.8,23.5,21.1,5.8,17.7,4.3,4.1,7.5,2,0.81,0.19,164000,248350,244450
77423,11551,1,905,34.6,42.9,8.6,5.5,18,15.3,3.2,12.4,4.6,1.5,4.6,1.6,0.72,0.28,204000,274950,297800
77426,2350,0,646,46.2,34.9,2.9,4,26.6,24.9,8.5,22.6,3.4,4.7,10.7,1.4,0.81,0.19,36900,42050,42000
77429,86399,8.9,1537,34.7,39.7,7,5.2,13.3,11.2,3.4,8.1,1.8,1.2,2.9,1,0.84,0.16,675500,1075450,1065700
77430,2051,0,662,40,34.3,4,6.4,21.3,20,7.6,14.8,3.3,2,3.9,1.5,0.91,0.09,15000,18000,21000
77433,75008,9.9,1666,32.4,43.2,8.2,3.7,9.5,7.8,2.9,5.8,1,1,2,0.5,0.86,0.14,381050,612350,695500
77434,4781,0,621,35.9,37.1,6.9,9,21.4,18.6,2.7,12.4,1.9,3.9,7.8,2,0.78,0.22,56000,99400,170200
77435,4303,0,732,39,40.7,7.5,6.3,25.5,23,4.3,19.2,3.5,3,11.3,2.7,0.75,0.25,72000,156000,112000
77437,16875,0.1,795,36.7,33.9,5.7,5.2,20.4,18.2,4.2,15.2,3.4,2.7,7.7,2.4,0.65,0.35,337950,468050,696000
77441,9919,9.7,2398,40.8,34,4.7,8.1,22.9,20.4,7,14.9,3.6,1.8,4.3,1.8,0.95,0.05,183000,117000,178000
77442,922,0,478,37.3,35.9,11.6,2,19.5,18.9,7.2,17.6,2.2,2.9,8.2,3.1,0.75,0.25,10000,33800,50000
77444,708,0,838,35.8,47.2,8.5,8.9,16.2,8.6,5.2,7.3,0,0.6,2.1,0,0.81,0.19,3000,0,0
77445,13301,0.4,784,28.9,40.7,6.1,5.6,17.7,15.3,5.8,12,3.1,1.2,3.2,1.2,0.57,0.43,185250,406650,384700
77446,6095,1.6,960,20,94.1,0.3,0.5,2,1.5,0.3,1.5,0.4,0.4,0.8,0.2,0.21,0.79,4000,0,2000
77447,15246,2.2,1143,35.1,37,7.1,6.6,15.1,12.6,3.7,8.6,2.5,0.6,2.3,0.6,0.81,0.19,88800,129800,191600
77449,119204,5.6,1370,31.3,46.8,7.9,3.4,8.8,7.4,2,5.3,1.6,0.8,1.8,0.5,0.69,0.31,454900,565900,699250
77450,74631,13.3,1472,37.8,40,5.8,5.5,15.2,12.5,3.9,9.7,2.1,1.7,3.6,1,0.71,0.29,380300,464500,532600
77455,2026,0,617,48.1,29.3,5.2,7.6,25.3,20.3,3.7,17.8,4.5,3.7,9.6,5.5,0.82,0.18,24150,38000,65000
77459,66175,23.2,1802,38.5,37.9,5.7,6.7,18.1,15.2,4.6,11.3,3.5,1.6,3.2,0.8,0.86,0.14,500000,689450,844050
77461,10752,0.7,846,38.7,38.9,6.9,4.8,17.7,16.3,5.2,12.9,4.4,1.1,3.3,0.7,0.76,0.24,92200,179300,174650
77465,7269,8.5,504,40.9,35.7,4.1,10.2,29.3,26.4,4.9,19.1,4.3,3.5,9.9,3.2,0.87,0.13,81000,115650,91750
77466,353,0,706,39.1,46.7,3.4,7.1,29.7,25.5,4.2,22.7,11.6,1.7,6.8,2.8,0.65,0.35,11000,10800,19000
77469,46934,9.7,1320,35.8,42.8,8.4,6.7,17.2,13.6,3.8,10.5,3.1,1.8,3.7,1.2,0.73,0.27,240950,570300,637300
77471,38837,1.6,953,32,41.6,8.3,4.5,14.6,12.5,3.2,10,2.8,1.1,4,1.7,0.57,0.43,637600,1168000,1567150
77474,12993,0.1,827,37.6,36.1,4,5.2,20,18.4,4.8,14.8,4.1,2.5,5.8,1.7,0.72,0.28,206000,362650,451900
77477,36932,22.7,1158,33.6,48,8.3,6.3,15.5,13.3,3.7,9.2,2.2,1.4,3.3,1,0.45,0.55,350000,465450,399700
77478,25846,33.3,1409,46.1,33.7,6,8.1,27.1,23.9,6.1,19,4.5,2.7,8.4,3.2,0.76,0.24,307000,458250,578850
77479,88603,42.2,1904,39.1,36.7,5.3,6.7,17.7,14.7,4.5,11,2.7,1.9,3.8,0.9,0.84,0.16,221000,370150,413350
77480,7661,0,617,42.2,32.4,6.3,7.5,22.5,19.7,6.4,15,3.1,2.1,5.6,2.1,0.8,0.2,168000,211600,221400
77482,2274,0.1,567,44.9,32.8,3.3,5.9,29.6,27.4,4.5,23.7,6.4,6.9,12.8,1.7,0.82,0.18,79000,94900,161000
77484,10710,1.2,818,39.8,34.9,3.6,4.4,19.8,17.3,4.6,15.3,4.6,1.5,6.2,2.4,0.77,0.23,163350,276900,340550
77485,4691,0.7,783,43.2,31.6,6.6,5.4,23.7,20.7,5.3,18.3,7.1,1.4,5.9,2.4,0.73,0.27,55200,63450,72000
77486,7082,0.1,930,43,36.1,6.2,7.2,24.1,18.8,6,17,8,1.4,3,1.3,0.76,0.24,299000,291950,442950
