Zip Code,Median age,Percent - 10 to 14 years,Percent - 15 to 17 years,Percent - 15 to 19 years,Percent - 15 to 44 years,Percent - 16 years and over,Percent - 18 to 24 years,Percent - 18 years and over,Percent - 20 to 24 years,Percent - 21 years and over,Percent - 25 to 29 years,Percent - 30 to 34 years,Percent - 35 to 39 years,Percent - 40 to 44 years,Percent - 45 to 49 years,Percent - 5 to 14 years,Percent - 5 to 9 years,Percent - 50 to 54 years,Percent - 55 to 59 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Percent - 85 years and over,Percent - Under 18 years,Percent - Under 5 years,Total population,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
77302,36.7,9,3.8,7,37.5,74,7.6,71.4,4.4,67.2,4.7,5.9,7.9,7.6,5.5,18.1,9.1,6.4,6.4,7.1,19.5,16.5,4.6,12.4,3.6,1.7,4.3,1.6,0.9,28.6,6.7,19311,80000,125750,186050
77303,34,9.8,4.9,7.2,43.3,75.1,10.2,72,7.9,68.3,6.5,8,5.9,7.7,6.6,17.2,7.4,6,7.1,3.4,14,12.9,4.9,10.6,2.6,1.7,3,0.8,0.5,28,6,19695,234550,426650,397050
77304,36,6.6,2.7,4.8,40.7,78.8,10.1,77,8,73.5,9.1,5.9,6.3,6.7,7,13.2,6.7,6,6.3,4.7,19.6,17.3,4,14.9,4.3,2.1,6.7,2.5,2.1,23,7.1,28692,251850,397050,484300
77306,31.9,10.1,5.7,7.9,39.4,73.5,10.7,68.6,8.4,63.6,5.6,6.2,4.5,6.8,8.1,16.5,6.3,7,6.3,3.9,13.6,11.4,5,9.7,1.5,1.9,3.3,1,0.4,31.4,9.3,11453,128000,212050,240000
77316,38.3,8.6,5,6.8,36.9,75,7.9,71.4,6,68.6,2.9,6.9,5.5,8.6,6.6,16,7.5,7.3,5.6,7.2,20,16.7,5.8,12.9,2.9,1.4,4.2,1,1.8,28.6,7.6,21272,20000,58000,81950
77318,45.4,6,3.3,6.2,30.5,80.4,5.8,78,2.9,74.6,5.7,6,4.8,4.8,6.4,11.7,5.8,7.6,8.7,7.4,28.3,26,7.9,20.8,5.7,2.3,7.2,3.2,1.8,22,6.9,15437,155000,306550,452600
77320,39.5,4,2.7,4.7,47.1,87,10.3,84.9,8.3,82,7.9,7.9,9.5,8.9,9,7.6,3.5,8.4,7.3,5.5,15.8,12.9,4.2,10.2,2.5,1.5,3.5,1.3,0.7,15.1,4.8,35670,121000,220250,280000
77327,35.8,8.4,4.2,5.8,37.8,74.2,6.8,71.2,5.2,68.4,7.5,5.4,7.2,6.6,5.9,17.6,9.1,7,6,5.9,18.7,15.7,4.4,12.8,3.7,1.5,4.7,1.8,1.4,28.8,7,22430,162000,191600,210150
77328,36,10,5.8,8.3,39.7,75.5,10.2,73,7.7,69.4,4.9,6.9,6.6,5.4,5.6,17.2,7.1,5.9,8.1,5.8,19.5,17,4.3,13.7,4.4,2,5,1.7,1.3,27,4.1,15863,133350,234200,213600
77331,51.5,4.2,3.7,7,31.5,85.8,9.9,83.7,6.5,79.4,3.8,2.1,8,4,4.7,8.4,4.1,6.7,8,10.2,36.5,30.8,8.1,26.3,8.1,6.7,10.1,2.7,0.8,16.3,4.3,7667,29000,47000,60000
77335,47.6,3.9,4.8,9.3,31.2,83.4,7.6,80.8,3.1,74.1,4.6,8.8,1.5,3.9,9.7,11.4,7.5,5,11.6,6.9,28.1,24.2,4.2,21.1,6.3,5.5,10.7,4.6,0.6,19.2,3,2519,20000,15550,18000
77336,35,6.8,5.5,8.2,41.1,75.9,7.5,72.5,4.7,69,7.9,7,6.9,6.4,5.1,14.9,8.1,7.5,6.7,4.6,17.5,15.4,4.8,13,2.6,3,5.5,1.9,0.7,27.5,7.1,12397,222000,358700,433100
77338,31.6,7.7,3.7,6.2,44.2,72.7,9.7,70.3,7.2,66.6,8.9,7.8,7.2,7,5.8,16,8.2,6.4,4.9,3.7,12.6,11.4,3.9,8.9,2,1.4,3,0.7,0.9,29.7,10.1,40335,524750,1008700,884300
77339,38.8,7.5,4.5,6.3,39.5,79.7,9.9,76.8,8.2,73.3,5.4,5.5,7.5,6.6,6.1,14,6.4,7.7,6.5,5.9,21.6,19.1,5.7,15.7,3.8,2.8,6.2,1.8,1.6,23.2,4.7,41403,334050,647850,529950
77340,27.3,3.3,1.9,12.4,57.7,88.6,32.8,87.2,22.4,70.7,8.4,5.2,4.9,4.4,4.4,7.6,4.3,5.3,4.5,4.3,17.3,15.6,3.5,13,3.3,2.4,6.2,1.5,2.3,12.8,3.2,29900,229000,357550,367650
77345,40.6,9.2,5.9,8.8,34.8,76.4,8.6,72.4,5.6,68,2.9,4.4,5.8,7.2,9.4,16.8,7.6,7.3,7.9,5.7,18.9,16.9,5.3,13.2,3.1,2.4,4.8,1.5,0.9,27.6,4.9,29090,93000,156600,221700
77346,33.6,8.8,4.7,6.7,41.1,72.5,6.9,69.5,5,66.1,6.3,8,7.6,7.5,7,17.7,8.9,5.9,5.9,5.2,14.3,12.1,4.4,9.1,2.3,1.6,2.4,0.5,0.3,30.5,8.1,63233,447400,717700,857650
77351,43.5,5.9,3,5.4,35.4,82.8,8.3,80.6,5.8,76.9,6.3,5.1,6,6.8,6.4,10.8,4.9,7,7.4,8.9,27.4,23.9,6.6,18.6,5.4,2.8,6.6,2.1,1.7,19.4,5.6,33199,461450,613600,647600
77354,38,8,4.9,6.6,35.4,76.7,6.8,73,5.2,69.9,5.7,6.6,5.6,5.7,8.6,15.6,7.6,7.6,6.9,6.4,19.6,17.2,4.7,13.2,4.5,1.4,4.1,0.9,1.8,27,6.4,35904,359650,481200,648200
77355,40.1,7.4,4.5,7.7,38.2,79.4,9.7,75.7,6.5,70.8,3.8,6.2,5.8,8.1,7.7,14.9,7.5,8.7,8.5,5.9,17.2,14.3,4.4,11.3,3.3,2.3,3.6,0.9,0.5,24.3,4.8,27271,336750,533850,479350
77356,49.4,5.8,4.2,5.7,29.7,83.6,6.6,81.1,5.1,78.5,3.5,3.5,4.2,7.6,6.3,9.7,3.9,7.2,7.8,7.8,34.2,31.5,9.9,26.5,7.8,4.7,8.8,2.5,1.6,18.9,5,25888,222600,449250,527250
77357,31.4,7.3,6,9.8,41.4,73.9,12.4,70.2,8.6,63.9,5.7,6,5.6,5.6,7.2,15,7.7,6.8,5.8,4.4,15,13.4,4.8,10.6,2.4,1.9,3.4,0.8,0.7,29.8,8.8,24334,223850,509700,527150
77358,32.1,7.7,7.6,9.5,36.6,72.4,8.3,67.8,6.3,64.4,7.7,4.4,3.5,5.2,3,14.5,6.8,5.4,7.5,5.6,22.9,20.1,7,17.2,2.6,4.3,7.6,1.6,1.8,32.2,10.1,5597,59050,76650,136100
77360,47.6,5.3,4.5,5.9,29.3,82.1,5.8,79.3,4.5,75.8,5.4,6.8,3.8,3,6.5,11.8,6.5,8.3,5.2,9.8,34.5,30.2,9.3,24.7,9.3,3.3,6.2,1.8,1.1,20.7,4.4,5084,36150,52400,52750
77362,33.9,9.1,6.1,11.1,36.7,72.2,9.5,67.3,4.5,59.3,3.3,5.3,3.2,9.3,7.4,20.8,11.6,4,9.5,7.2,16,14.1,4.3,8.7,1.8,1.2,2.7,0.5,0.9,32.7,5.8,5546,165250,301200,367650
77363,48.2,6.9,1.8,4.3,31,83.7,4.1,81.8,1.7,78.3,7.8,5.9,5.7,5.7,6.2,11.4,4.5,5.7,9.1,13.5,31.7,22.5,5.2,18.2,7.7,4.1,5.3,0,1.2,18.2,4.9,2705,68000,69000,76550
77364,57.2,1.1,4.3,10.2,26.7,86.6,11.7,85.2,5.8,79.4,1.6,4.5,2.1,2.5,3,4,2.9,6.6,13.1,12.3,40.1,37.3,7.5,27.7,5.4,6.8,14.8,5.1,2.9,14.8,6.5,1822,20150,30150,39000
77365,37,7.3,4.2,7,38.9,76.6,8.7,73.7,6,69.6,6.5,5.5,6,8,5.3,14.6,7.3,8.4,7.7,6.8,17.5,14.8,4,10.7,3.2,1.2,3.6,1.4,0.9,26.3,7.5,31406,249500,435400,357200
77371,36.6,8.7,2.1,4.4,33.3,75.6,7.7,74.4,5.4,71.4,7,8,4.7,3.8,6.1,15,6.3,6.9,8.8,5.9,21.5,18.4,4.6,15.6,5.2,3,5.8,1.8,0.9,25.6,8.4,8025,52000,90650,80100
77372,35,8.4,4.3,6.5,39.4,74.4,9.5,72.4,7.3,69.2,6.2,6.8,5.8,6.8,7.4,17.3,8.9,6.4,5.8,6.4,17.7,14.4,3.9,11.3,4.5,1.5,2.9,0.8,0.7,27.6,6,12351,78000,97200,115950
77373,33.9,7.7,5.2,8,43.8,75.2,8.5,71.8,5.7,67.9,6.3,8.7,7.9,7.1,6.6,15.5,7.8,5.7,5.8,5.9,15.2,12.8,3.6,9.3,2.8,1.4,2.8,0.8,0.6,28.2,7.5,58255,255600,390250,355000
77375,33.1,8.2,4.5,7.5,45.4,73.4,9.3,70.5,6.3,65.9,6.8,7.9,9,7.8,6,16.7,8.5,5.7,5.3,3.8,12.7,11.2,2.9,9,1.9,1.5,4.2,1.5,1.2,29.5,8.2,50525,568700,926150,814050
77377,35.4,8.1,5.5,7.8,37.6,72.4,6.3,68.2,3.9,65.3,4.6,6.5,7.2,7.5,7,17.3,9.2,7.6,5.4,6.1,16.1,13.1,5.1,9.9,1.5,1.7,3.3,1,0.5,31.8,9,36758,417500,555100,604550
77378,32,5.9,2,4.7,39.7,71.7,9.2,70.4,6.4,65.7,9.5,4.7,5.9,8.6,6.4,17.7,11.9,3.9,6.7,5.7,15.6,11.9,4.3,9.9,2.7,0.8,2.8,1.2,0.8,29.6,9.9,16150,111000,178700,353450
77379,38.5,7.9,4.4,6.5,38.5,76.1,6.5,73.3,4.4,70.2,5.7,5.9,8,8,6.8,16.2,8.3,7.2,6.6,6.5,18.6,16,5,12.1,3.4,1.6,3.8,1.4,0.8,26.7,6,78226,675250,1173050,993950
77380,37.1,4.9,3,4.8,45.7,83.7,10,81.4,8.3,78.8,8,10.9,7.2,6.7,7.8,9.8,4.9,6.3,6.6,5.9,18,15.8,4.4,12.1,2.8,2.8,4.8,1.2,0.8,18.6,5.7,26691,350000,429450,444650
77381,44.1,6.5,3.5,5.2,32.2,80,6.2,77.7,4.6,75.6,5.1,5.3,6.4,5.8,7.2,13.7,7.2,8.1,7.6,8.4,26,22.5,6.7,17.6,3.6,3.3,7.3,1.7,2.3,22.3,5.1,36919,132800,162500,146850
77382,38.5,11.2,8.6,11,35.2,72,6.1,66.3,3.7,63.1,2.6,4.2,6,7.7,10.2,20.8,9.5,10.9,7.2,3.4,11.4,9.7,2.8,8,1.3,1.3,3.9,0.9,1.8,33.7,4.4,40546,91000,145700,173000
77384,39.7,4.9,3.4,5.1,40.1,80.2,6.4,78.7,4.8,76.2,7.8,7.5,7.4,7.6,4,9.9,5.1,5.6,6.4,7.1,25.9,22.8,7.4,18.8,3.2,2.4,8.2,2.8,3,21.3,8,16472,317000,513250,567350
77385,33.9,9.4,5.6,8.6,44.9,75,7.3,71.3,4.4,67.7,8.2,8.3,8.4,7.1,6.2,15.3,6,5.9,5.9,6.3,14,11.1,3.5,7.8,2.3,1,1.9,0.5,0.4,28.7,7.7,23578,228750,326100,392000
77386,32.4,8,4.8,6.7,45.3,70.9,6.4,67.6,4.6,64.7,6.7,8,10.6,8.8,6.3,18,10.1,5.2,4.7,4.4,10.9,9.3,2.9,6.5,1.9,0.6,1.7,0.7,0.4,32.4,9.6,53042,306450,385700,349350
77388,37.6,6.5,5.2,7.7,41.4,79.1,10.2,75.4,7.7,70.9,5.6,5.9,7.1,7.4,7.4,12.6,6.2,7.8,7.2,4.9,16.8,14.7,5,11.8,4,1.2,2.8,0.9,0.7,24.6,6.7,45841,361700,690050,580350
77389,35.5,7.8,3.1,3.9,37.1,71.1,4.9,68.7,4.2,67.5,6,7.1,8.2,7.8,6.8,19,11.2,7.2,5.8,4.8,14.9,13,4.4,10.2,2.7,1.8,3.1,0.7,0.6,31.3,9.2,31883,89000,109800,130100
77396,31.3,9.2,2.9,5,48,71.7,7.7,70,5.6,66.3,9.4,10.6,8.6,8.8,7,18.8,9.6,5.2,4.9,3.4,7.8,6.2,2.3,4.4,0.9,0.7,1.2,0.2,0.4,30,8.4,54352,291650,423100,448200
77401,43.1,8.9,3.3,4.3,31,75.6,4.3,73.6,3.3,71.9,2.2,5.2,6.7,9.3,6.8,16.4,7.5,8.6,8.7,7.2,21.8,19,6,14.6,3.7,1.6,4.9,1.6,1.8,26.4,6.8,19062,95550,148350,126800
77406,38.3,7.7,3.6,6.5,38.7,77.2,6.6,74.9,3.6,71.1,5.9,7.1,8.2,7.4,7.3,14,6.3,7.2,8.5,5.9,16.8,14.6,4.3,10.9,2.6,2.1,4,1.1,0.8,25.1,7.5,41008,144000,372500,407000
77407,32.4,6.7,3.5,5.4,46.4,71.5,6.9,68.9,5.1,65.7,7.8,10,10.1,8.1,6.1,15.7,9.1,5.3,5.2,3.4,9.4,8.3,2.4,6,1.5,1.1,2.1,0.8,0.2,31.1,11.8,48157,179000,312250,321550
77414,36,7,3.9,6,36.9,76.2,8.1,73.5,5.9,69.8,6.3,6.9,6.9,4.9,5.2,15,8,6.5,6.6,7.1,22.2,18.7,5,15.1,3.9,2.1,6.1,1.9,2.2,26.5,7.6,23369,888100,1121450,1218150
77417,46.7,8,2.3,5.8,30.8,81.6,8.2,79.6,4.6,73.2,3,8.5,4,4.9,6.9,15.9,7.9,6.1,10.9,5.8,27.2,25.7,6.6,21.4,5.3,6.4,9.4,1.4,1.5,20.4,2.2,2760,48000,100000,81750
77418,46,7.2,4.1,6.2,32.7,82.6,8.7,79.3,6.5,75.7,5.6,5.2,4.3,4.8,6.2,11.1,3.9,6.3,8.9,7.7,29.3,26.9,7.2,21.6,6,3.2,8.3,2.3,2.8,20.7,5.5,9926,185000,246800,201700
77419,23.9,5.9,7.1,8.8,40.7,62.5,9.4,59.1,7.7,57.4,13.6,3.3,3.1,4.2,2,19.6,13.7,12.1,4.3,0.7,7.1,6.4,1.5,6.4,1.7,2.6,3.2,0.5,0,40.9,14.2,1473,48000,47500,25000
77420,37.2,7,5.2,8.8,44.2,82.7,11.4,77.5,7.8,71.8,9.4,5.5,9.5,3.3,5.3,9.6,2.6,4.3,1.2,4.4,27.6,27,6.5,23.2,11,2.9,5.7,0.9,1.9,22.5,7.7,2245,91700,97650,99000
77422,41.5,5.9,4.2,6.8,37.9,83.5,9.1,80.1,6.6,76.5,6.7,5.7,7.1,5.1,7,11.3,5.4,8,7.9,5.8,23.5,21.1,5.8,17.7,4.3,4.1,7.5,2,1.4,19.9,4.4,13378,164000,248350,244450
77423,34.6,5.6,5.4,7.9,42.9,78.7,10.3,74.3,7.8,71,5.8,8.6,5.7,7,6.3,14,8.4,6.8,5.8,5.5,18,15.3,3.2,12.4,4.6,1.5,4.6,1.6,1.5,25.7,6.3,11551,204000,274950,297800
77426,46.2,8.6,6.9,8.3,34.9,84.9,12.1,79.4,10.7,78,6.3,2.9,3.3,3.4,5.9,13.1,4.6,12.2,6.8,4,26.6,24.9,8.5,22.6,3.4,4.7,10.7,1.4,4.6,20.6,0.6,2350,36900,42050,42000
77429,34.7,9,5,7.2,39.7,71.9,6.7,68.8,4.5,65.4,5.4,7,7.4,8.2,7.3,18.1,9.1,7.2,6.2,5.2,13.3,11.2,3.4,8.1,1.8,1.2,2.9,1,0.7,31.2,8.1,86399,675500,1075450,1065700
77430,40,4.9,5.1,7,34.3,77.5,5.1,74.5,3.2,71,7.3,4,8,4.7,6.7,13,8.1,4.7,12.7,6.4,21.3,20,7.6,14.8,3.3,2,3.9,1.5,0.4,25.5,7.4,2051,15000,18000,21000
77433,32.4,10.3,5.5,7.7,43.2,69,5.5,65.5,3.3,62.9,5.8,8.2,8.7,9.5,7.2,20.5,10.2,5.6,5.4,3.7,9.5,7.8,2.9,5.8,1,1,2,0.5,0.5,34.5,8.5,75008,381050,612350,695500
77434,35.9,9.2,3.7,8.6,37.1,77,8.2,74.6,3.3,69.2,8.3,6.9,3.9,6.1,7,15.6,6.4,7.1,5.6,9,21.4,18.6,2.7,12.4,1.9,3.9,7.8,2,1.9,25.4,6.1,4781,56000,99400,170200
77435,39,9.1,7.2,9.2,40.7,80,6.1,74.9,4.1,72.6,5.8,7.5,6.8,7.3,7.6,14.2,5.1,4,4.3,6.3,25.5,23,4.3,19.2,3.5,3,11.3,2.7,5.7,25.1,3.7,4303,72000,156000,112000
77437,36.7,9,4.3,6.8,33.9,74.6,8.5,71.5,6,67.7,4.9,5.7,5.7,4.7,7,17.7,8.7,7,7.6,5.2,20.4,18.2,4.2,15.2,3.4,2.7,7.7,2.4,2.5,28.5,6.5,16875,337950,468050,696000
77441,40.8,8,4.9,6.8,34,76,5.9,72.5,4,70,2.9,4.7,7.5,8.1,6.2,15.5,7.5,6.8,7.5,8.1,22.9,20.4,7,14.9,3.6,1.8,4.3,1.8,0.7,27.5,7.1,9919,183000,117000,178000
77442,37.3,9.4,3.3,4.7,35.9,78,12.5,77,11.1,72.3,1.7,11.6,2.2,4.7,5.1,15.6,6.2,8.2,11.5,2,19.5,18.9,7.2,17.6,2.2,2.9,8.2,3.1,2.2,23,4.1,922,10000,33800,50000
77445,28.9,7.2,2.7,6.1,40.7,74.5,18.4,72.6,14.9,67,5.5,6.1,4.8,3.2,6,16.7,9.5,5.6,5.2,5.6,17.7,15.3,5.8,12,3.1,1.2,3.2,1.2,0.8,27.4,8.1,13301,185250,406650,384700
77447,35.1,8.4,4.2,9.5,37,73.5,10.1,71.8,4.8,65.5,4.5,7.1,5,6,7.6,15.6,7.2,7.3,8.9,6.6,15.1,12.6,3.7,8.6,2.5,0.6,2.3,0.6,1.2,28.2,8.5,15246,88800,129800,191600
77449,31.3,9,4.4,7.4,46.8,72,10.3,69.1,7.3,64.9,7,7.9,8.6,8.6,6.8,18.5,9.5,6,5.2,3.4,8.8,7.4,2,5.3,1.6,0.8,1.8,0.5,0.4,30.9,8,119204,454900,565900,699250
77450,37.8,9.5,4.9,7.3,40,76.4,8.7,73,6.4,69.4,4.7,5.8,6.5,9.3,8.8,16,6.5,7.3,6.7,5.5,15.2,12.5,3.9,9.7,2.1,1.7,3.6,1,0.9,27,6.1,74631,380300,464500,532600
77455,48.1,7,4.5,6.6,29.3,82.2,6.2,80.3,4.1,75.9,2.7,5.2,6.1,4.6,9.4,13.6,6.6,11.5,9.3,7.6,25.3,20.3,3.7,17.8,4.5,3.7,9.6,5.5,0.3,19.7,1.7,2026,24150,38000,65000
77459,38.5,8.3,4.6,7.4,37.9,76.6,8.1,73.6,5.3,69.5,4.2,5.7,8.2,7,7.6,16,7.7,7,7.7,6.7,18.1,15.2,4.6,11.3,3.5,1.6,3.2,0.8,0.9,26.4,5.8,66175,500000,689450,844050
77461,38.7,6.9,5.4,7.9,38.9,78.5,7,75.1,4.4,71.4,5.1,6.9,8,6.6,6.3,13.5,6.5,9,8.5,4.8,17.7,16.3,5.2,12.9,4.4,1.1,3.3,0.7,1.5,24.9,6.1,10752,92200,179300,174650
77465,40.9,7,5,6.6,35.7,82.6,11.2,78.3,9.7,74.2,6.5,4.1,4.6,4.3,3.5,12.1,5,8.7,6.1,10.2,29.3,26.4,4.9,19.1,4.3,3.5,9.9,3.2,3.2,21.7,4.6,7269,81000,115650,91750
77466,39.1,5.1,1.7,1.7,46.7,90.7,22.4,89,22.4,89,11.3,3.4,4,4,4.2,8.5,3.4,3.4,6.5,7.1,29.7,25.5,4.2,22.7,11.6,1.7,6.8,2.8,2.3,11,0.8,353,11000,10800,19000
77469,35.8,7.5,4.4,6.9,42.8,78.1,8.7,75.2,6.2,71,6.5,8.4,7.6,7.2,6.7,14,6.5,6.8,6,6.7,17.2,13.6,3.8,10.5,3.1,1.8,3.7,1.2,0.6,24.8,6.5,46934,240950,570300,637300
77471,32,8.8,4.2,7,41.6,72.5,10.3,69.4,7.6,64.9,6.1,8.3,6.5,6.1,6.6,17.9,9.1,5.6,5.3,4.5,14.6,12.5,3.2,10,2.8,1.1,4,1.7,1.2,30.6,8.4,38837,637600,1168000,1567150
77474,37.6,7.3,4.7,6.4,36.1,75.5,7.1,71.9,5.4,68.9,6.5,4,7.4,6.4,6.8,16,8.8,7.4,6.3,5.2,20,18.4,4.8,14.8,4.1,2.5,5.8,1.7,1.6,28.1,7.4,12993,206000,362650,451900
77477,33.6,5.7,4.2,6.8,48,81.5,11.7,78.6,9.1,74.8,10.6,8.3,6.7,6.5,5.7,11.9,6.2,7.2,6.3,6.3,15.5,13.3,3.7,9.2,2.2,1.4,3.3,1,1,21.4,5.2,36932,350000,465450,399700
77478,46.1,4.6,4,5.7,33.7,83.5,6.7,81,5,77.7,6.9,6,3.9,6.2,5.2,9.6,5,8.9,10.1,8.1,27.1,23.9,6.1,19,4.5,2.7,8.4,3.2,2.6,19,5.4,25846,307000,458250,578850
77479,39.1,9.1,4.9,7,36.7,75.2,7.3,72.1,5.1,68.8,4.3,5.3,6.7,8.2,9.1,17.3,8.1,7.2,6.3,6.7,17.7,14.7,4.5,11,2.7,1.9,3.8,0.9,1,27.9,5.7,88603,221000,370150,413350
77480,42.2,6.6,4.8,6.1,32.4,77.1,8.5,73.7,7.2,71.8,2.5,6.3,3.1,7.2,6.7,15.4,8.8,8.4,8.5,7.5,22.5,19.7,6.4,15,3.1,2.1,5.6,2.1,1.4,26.3,6.1,7661,168000,211600,221400
77482,44.9,3,6.4,7.1,32.8,80.7,3.4,76,2.7,75.3,9,3.3,2.4,8.3,11.6,9.1,6,6.4,2.1,5.9,29.6,27.4,4.5,23.7,6.4,6.9,12.8,1.7,4.2,24,8.5,2274,79000,94900,161000
77484,39.8,9.1,4.1,5.8,34.9,75.2,9,72.4,7.3,69.9,5,3.6,4.9,8.2,6.9,14.6,5.5,7.8,7.1,4.4,19.8,17.3,4.6,15.3,4.6,1.5,6.2,2.4,2.2,27.6,8.9,10710,163350,276900,340550
77485,43.2,5.4,4.1,4.9,31.6,78.2,7.1,74.5,6.4,72.9,2.6,6.6,6.1,5.1,6.3,15.1,9.7,11.5,5.5,5.4,23.7,20.7,5.3,18.3,7.1,1.4,5.9,2.4,2.1,25.5,6.4,4691,55200,63450,72000
77486,43,6.7,4.6,5.9,36.1,80.2,8.4,76.4,7.1,72.7,5.4,6.2,2.6,8.9,6,12.3,5.6,8.5,6.3,7.2,24.1,18.8,6,17,8,1.4,3,1.3,0.3,23.6,6.7,7082,299000,291950,442950
77488,37,6.6,3.9,7,39.3,76.7,11.1,74.9,8.1,70,6.5,5.4,7,5.4,3.3,12.9,6.2,6.2,7.5,7.1,22.5,19.6,5.6,15.4,4.1,2.1,5.8,1.9,1.8,25.1,8.2,14738,171350,238950,232750
77489,36,7.1,5,7.2,40.5,78.2,9.1,75,6.9,71.3,7.3,7.1,5.8,6.1,6.7,13.6,6.6,6,8.5,8.1,18.4,14.9,4.7,10.3,3,1.4,2.6,0.5,0.7,25,6.3,36786,239000,411700,382600
77493,34.2,6.6,6.1,8.2,41.6,75.7,7.8,71.5,5.6,67.9,7.6,7.1,7.4,5.7,7.3,14.5,7.9,7.3,5.6,6.1,15.7,12.6,3.1,9.6,3.3,1.3,3.2,0.9,1.1,28.5,8,29984,196200,236300,324900
77494,34.8,9.8,6.1,8,42,70.1,6.1,66,4.2,63.3,3.6,6.6,9.7,9.9,9.2,19.6,9.7,6.6,4.4,3.2,9.9,8.1,2.9,6.7,1.4,1.3,2.4,0.6,0.6,34,8.3,105854,483000,782450,922800
77498,35.4,7.6,5.9,9.4,42.3,77.6,9.7,73.7,6.2,68.8,6.5,7,6.6,6.6,6.5,14.9,7.3,8.2,7.2,5.4,15.4,13,4.2,9.9,2.5,1.4,3.3,0.9,1,26.3,5.5,51037,221100,499850,521200
77502,30.4,9.4,5.2,9.5,42.7,71.6,10.9,68.1,6.6,62.4,6.8,6.1,7,6.7,5.9,17.2,7.8,5.6,5.7,3.6,13.5,12.2,2.6,9.9,2.2,1.8,5.2,1.9,1.4,31.9,9.5,39040,105000,193600,314600
77503,30.1,8.8,5.2,8,43.7,72.2,10.5,68.7,7.7,63.7,8.1,8.5,5.8,5.6,6.2,18,9.3,5.7,5.2,4,13.2,11.2,3.9,9.2,2,1.6,3.2,1,0.6,31.3,8,26171,268000,417800,535400
77504,31.3,8.4,3.2,5.5,41,72.6,11.1,70.5,8.8,66.7,7.4,7.7,6.1,5.5,4.6,17.4,9,6,5.9,5,16.1,13.7,3.7,11.1,3,1.4,4.4,1.6,1.4,29.5,8.9,23327,171850,307550,306900
77505,33.6,6.8,3.9,7.3,41.7,78,9.8,75.1,6.4,70.1,8.3,8.9,4.5,6.3,6.6,13.9,7.1,7.3,7.3,6.4,16.1,12.6,4.2,9.7,2.3,1,3.2,1.2,1,24.9,7.1,24230,320450,584950,642900
77506,28.2,9,4.4,7.2,43.2,69.4,10.7,66.5,7.9,61.8,8.3,7,6.6,6.2,6.2,19,10,5.7,5.4,3.7,10.3,8.6,2.3,6.5,1.8,0.9,2.4,0.8,0.7,33.5,10.2,37736,274550,316150,341700
77510,44.2,7.4,4.7,7.2,32.6,80.4,6.9,76.4,4.4,73.2,4.6,5.4,5.1,5.9,6.8,14,6.6,9.1,8.5,7.1,24.1,20.6,5.5,17,6.1,3,5.4,1.2,1.2,23.6,4.8,14608,119000,202950,200200
77511,35.4,6.9,5.3,7.6,40.4,76.3,9.1,72.8,6.7,68.3,7.3,6.1,6.9,5.8,6.1,15.2,8.3,7,5.8,5.4,18.8,16.5,4.2,13.4,3.2,2.3,6,2,1.7,27.2,6.7,46121,469150,751900,806950
77514,40.6,5.7,3.3,5.2,37,79.8,8,77.4,6.1,72.9,6.9,5.4,5,8.4,5.8,13.5,7.8,4.5,6.8,8.6,26.7,22.4,7.2,18.1,3.5,4.2,7.4,2.1,1.1,22.6,5.8,4443,64000,170950,144000
77515,37.6,6.7,4.8,7,40.9,78.6,7.2,75.7,5,72.7,8,6.5,7.4,7,7.3,14.1,7.4,7.3,6,6.8,19,16.3,3.6,12.2,3.7,2.9,4.9,0.9,1.1,24.3,5.4,31627,419000,609350,689200
77517,39.5,10.4,5.8,7.5,42.4,78.6,7.3,74.1,5.6,71.6,5,6.5,6.5,11.2,3,17.2,6.8,5.2,9.9,6.1,19.5,16.2,1.2,13.4,5,4.3,7.1,2,0.8,25.9,2.9,5688,82000,68400,52300
77518,32,8.2,3.7,6.4,41.1,72.3,7,69.3,4.3,66,8.1,9.5,5,7.8,6.6,18.1,9.8,6,6.1,5.5,13.1,11.2,3.9,7.6,1.7,0.7,2,0.9,0.3,30.7,9,10984,121000,182600,240700
77520,32.7,7.9,3.8,5.9,39.8,73.9,9.7,71.2,7.7,67.6,6.9,7.6,6.7,5,6.6,15.7,7.8,6.2,5.7,5.1,16.7,14.3,3.9,11.6,2.4,2,5.3,1.6,1.6,28.8,9.3,36694,486200,767750,764750
77521,32.3,7.8,4.7,7.4,43.6,74.5,10.8,71,8.1,67.1,7.3,7.4,6.5,6.9,5.2,16.9,9.1,5.6,5.5,5.1,15.8,13.4,3.4,10.7,2.2,2.3,5.2,1.7,1.3,29,7.4,57125,769400,1263750,1608250
77523,32.6,8,5.1,7.4,39.2,72.3,7.6,69.2,5.3,65.3,6.8,7.5,6.6,5.6,10.7,17.6,9.6,7.2,6.1,4.1,11.1,9.3,3.4,7,2.1,1,1.5,0.2,0.3,30.8,8.1,21366,447000,678900,1012050
