Zip Code,Median age,Percent - 10 to 14 years,Percent - 15 to 17 years,Percent - 15 to 19 years,Percent - 15 to 44 years,Percent - 16 years and over,Percent - 18 to 24 years,Percent - 18 years and over,Percent - 20 to 24 years,Percent - 21 years and over,Percent - 25 to 29 years,Percent - 30 to 34 years,Percent - 35 to 39 years,Percent - 40 to 44 years,Percent - 45 to 49 years,Percent - 5 to 14 years,Percent - 5 to 9 years,Percent - 50 to 54 years,Percent - 55 to 59 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Percent - 85 years and over,Percent - Under 18 years,Percent - Under 5 years,Total population,Fy 2017,Fy 2018,FY 2019 Through 7/31/2019
75143,45.2,5.7,3.9,6.1,32.8,81.5,7.7,79.2,5.6,76.1,5.1,4.2,6.1,5.7,6.3,10.5,4.8,8.5,7.2,6.5,28.3,25.8,7,21.7,5.7,4.7,9,2.3,2.1,20.8,6.4,14138,216100,353500,311050
75144,40.5,8.2,2.9,4.4,34.5,77.6,7.8,75.8,6.3,74.3,8,6.5,2.9,6.4,5,15.3,7.2,4.1,6.3,7.7,28.7,26.3,6.4,21,4.3,4.2,10.3,2.7,3.4,24.2,6,3377,152000,134000,101450
75146,33.1,8.5,5.4,8.4,40.4,74.1,9.7,70.5,6.8,65.7,6.7,6.2,5.7,6.6,7.7,15.2,6.7,8.1,6,5.2,13.8,11,2.9,8.6,1.7,1.8,4,0.9,1.3,29.5,8.9,19071,142400,232500,366400
75147,37.4,6.8,4.1,7.5,38.8,76.8,10.4,73.7,6.9,69.3,4.4,6.6,6.4,6.9,2.7,15.4,8.6,6.3,8.5,6.2,21.5,19.7,3.4,15.3,4.7,2.6,7.1,2.6,2,26.3,6.8,6736,82050,119400,94600
75148,42.6,12,5,6.3,29.8,75.7,6.1,72.7,4.7,70.3,3.6,4.5,5.1,5.7,5.9,18.9,6.9,6.3,5.8,8.7,29.9,25.5,4.6,21.1,6.9,4.5,9.6,3.1,2,27.3,3.4,5774,71650,73800,127300
75149,32.9,8.9,5.4,8.2,41.4,73.4,9.9,69.9,7.1,65.9,5.8,7.2,5.9,7.2,7,16.7,7.8,6.7,5.7,5.1,14.7,12.7,3.4,9.5,2.6,1.4,3.5,1.4,0.8,30.1,8,55797,444650,706200,764300
75150,32.2,8.1,3.8,7.3,42.8,74.5,11.1,72,7.7,67.2,7.8,7.2,6.8,6,5.6,16,7.9,6,5.8,5,15.6,13.5,3.5,10.6,2,2,5.2,1.4,1.7,28,8.2,62297,665800,825750,820250
75152,32,11.1,4,6.6,37.9,71.4,10.7,69,8.2,64.6,4.9,8.3,4.5,5.4,6.4,19,7.9,6,6.2,5.8,16.5,14.3,5.2,10.6,3.9,1.1,1.6,0.1,0.4,31,8,4694,43000,83400,92000
75154,34.9,9.4,5.3,7.7,41,74.8,9,71.3,6.6,67.6,5.4,7,7.7,6.5,6.5,17.7,8.3,6.6,6.8,5.7,15.6,13,3.9,10,2.7,1.8,3.4,0.7,0.9,28.7,5.8,40225,438900,651200,696350
75155,33.2,10.6,4.6,6.9,37.3,70.6,6.4,67.7,4.1,65.1,7.7,5.3,6.7,6.7,7.4,18.7,8.1,7.8,5.8,2.4,13.9,12.5,3,11.5,3,2.4,5.6,2.4,0.7,32.3,9.1,2946,33000,48000,37000
75156,46.6,6.8,4.7,7,32.4,82.7,7,79.6,4.6,76.4,4.7,4.3,4.8,7.2,5.4,11.2,4.4,7.8,7.4,8.5,31.1,26.7,7.3,22.7,5.6,4.4,9.7,3.4,2,20.4,4.5,15720,44700,67000,96400
75158,47.7,6,4,5.4,28.1,81.3,6.7,78.4,5.2,76,1.7,7.5,5.3,3,7.2,13.3,7.3,9.9,12.4,9.1,24.8,20.2,4.5,15.7,4.1,4.8,7.1,1.7,0.6,21.6,4.4,3793,4000,11000,13700
75159,38.3,8.7,4,6.2,41.2,77,6.7,74.2,4.5,70.7,4.7,7.2,9.6,9,7.5,16.5,7.8,7.9,7,3.8,14.5,12.2,3.5,10.7,3.4,1.1,3.8,1.3,1.4,25.8,5.3,19440,178400,343900,632950
75160,36.7,7.6,3.5,6.7,38.4,76.7,10.4,74.6,7.3,69.6,6.2,5.3,6.4,6.5,7.2,14,6.4,7.1,6.3,4.9,19.2,16.9,4.6,14.3,3.8,2.2,5.8,2.1,1.5,25.4,7.9,25315,272450,383050,452750
75161,41.2,5.3,5.5,7.6,34.1,77.4,7.4,74.9,5.3,71.3,4.5,7.4,3.8,5.5,7.7,16,10.7,5.7,8.2,9.9,24.6,21.8,6.8,14.7,3.2,1.7,4.7,1.6,1.5,25.1,3.6,6577,68000,105450,106250
75165,35.1,6.8,4.4,6.8,40.2,76.4,9.9,73.7,7.5,69.8,7.2,6.6,6.2,6,6.6,14.5,7.8,7,5.9,4.7,18.4,16.2,4.6,13.7,3.5,2.3,5.6,1.7,1.6,26.3,7.4,42048,637650,922550,1066350
75166,33.2,9.3,5.4,7.3,42,71,5.9,67,4.1,65,5.7,8.9,6.9,9.2,7.6,19.9,10.6,8.7,3.4,4.7,10.8,8.6,2.5,6.1,1.6,1.3,2,0.5,0.2,33,7.6,4057,32000,51550,75000
75167,37.4,7.8,6.8,9.4,42.2,76.4,8.5,73.3,5.9,70,4.2,7.8,6.5,8.4,6.3,13.1,5.3,6.3,7.5,6.5,17.8,14.6,5.2,11.3,2.3,2.2,3.8,0.8,0.8,26.7,6.8,10616,19000,23000,29000
75169,46,5.2,4.7,6.8,32.1,82.2,7.9,79.3,5.9,76.1,5.1,4,5.1,5.3,6.7,11.5,6.3,8.1,8.4,6.9,28.6,25.5,6.8,21.7,6,4.8,8.8,2.2,1.8,20.7,4.6,12779,84800,124200,131600
75172,32.1,7.4,2,4.6,49.3,74.4,12.5,73.2,9.8,68.6,8.5,8.5,8.1,9.8,4.8,17.4,10,5.6,5.6,1.7,9.8,8.9,2.8,8.1,2.6,2.3,2.7,0,0.4,26.8,7.4,4109,47000,106000,96700
75173,40.6,8.2,1.7,4.7,37.4,78.8,7.8,77.6,4.8,73.8,5.8,9.2,4.1,8.9,7.6,13,4.8,7.4,5,7.6,21.9,18.4,6.8,14.3,4.2,1.7,3.3,0.9,0.6,22.4,7.6,4166,24000,20750,49000
75180,26.8,10.1,6.1,9.5,45.4,67.3,11.1,63.8,7.7,59.2,7.7,6.8,7.4,6.4,5.5,20.1,10,4.7,4.4,3.9,9.9,8.2,2.5,6,1.3,0.6,2.3,1.1,0.5,36.2,10,24112,192850,339300,386800
75181,34.7,10.4,4.8,7.3,41.1,74.6,8.9,71,6.5,66.8,7.7,4.7,9,6,7.7,19,8.6,7.3,6.6,5.4,13.1,10,3.9,7.7,1.7,0.7,2.2,1,0.5,29,5.1,27588,76000,33000,32650
75189,35,9.3,4.3,6.7,38.9,73,8,70.5,5.6,66.9,4.9,7.5,7.7,6.5,8.5,17.6,8.3,6.4,6.3,4.4,14.6,12.8,4.1,10.2,3,1.1,3,0.9,1,29.5,7.6,25560,98000,166100,140500
75201,31,1.4,0.2,0.5,72.3,95,13.3,94.9,13,94.2,27,17.7,8.5,5.5,3.5,2.1,0.7,6,5.5,3.2,7.8,6.6,1.9,4.7,1,1.2,1.7,0.4,0.2,5.1,2.8,15185,39000,101150,96000
75202,30.9,0.8,2.4,3,68.5,95.4,12,93,11.4,92.4,23.5,18.1,5,7.4,10,2,1.2,5.7,5.7,3.8,5.6,4,1,1.8,0.8,0,0,0,0,7,2.6,2029,35000,28000,23050
75203,32.3,7.4,4.1,6.1,44.2,75.7,10.8,72.9,8.8,70,9.3,6.2,6.4,7.5,6.1,15.7,8.3,7,6.2,4.8,13.5,11.5,3.3,8.7,1.7,1.7,3.6,1.4,0.5,27.1,7.3,16351,157450,232000,215600
75204,30.2,3.2,1,3.1,68.1,88.9,14,88.3,11.9,85.5,23.4,14.3,9.5,6,4.4,6.8,3.6,4.3,3.7,2.9,8.7,7.5,2.5,5.8,1.9,0.6,1.4,0.6,0.2,11.7,3.9,30370,102000,114000,157300
75205,34.4,7.5,4.2,12.1,43.4,79.9,17.2,77.2,9.3,66.2,5.4,5.1,4.9,6.6,7.6,14.2,6.7,6.4,6.6,5.3,17.3,14.9,3.6,11.9,3.3,1.5,5.1,1.7,1.8,22.8,4.5,24211,32000,34500,35000
75206,31.2,2.8,1.3,2.1,62.5,87.9,13.1,87.1,12.3,85,20.2,13.8,7.8,6.3,4,5.7,2.9,4.9,5.2,4.4,11.8,9.5,2.3,7.4,1.7,1.2,3.4,1,1.1,12.9,5.9,38762,466750,384900,425350
75207,32.1,0.1,0.7,3.7,77.6,98.7,15.5,98,12.6,92.7,25.4,17.3,11.2,7.4,7.5,0.9,0.8,6.1,4.7,1.8,2.7,1.4,0.6,0.9,0.1,0.1,0.1,0,0,2,0.4,8028,82000,150000,160050
75208,34.1,7.3,4,6.5,44.8,77.2,9.1,74.5,6.5,70.5,8.3,8.5,8.5,6.4,6.2,14.6,7.3,6.1,6.4,5.3,15,12.7,4,9.7,2.3,1.7,3.4,1,0.7,25.5,7,29448,124000,159400,156200
75209,40.2,4.3,1.3,2.1,41.3,84.2,5.8,83.4,5,82.6,9.6,11.4,6.3,6.8,5.7,9.8,5.5,7.8,8.5,7,21.5,19.2,5.1,14.5,3.2,2.9,6.2,1.8,1.5,16.6,5.5,13898,356000,472800,660450
75210,30.4,7.7,4,6.2,44.9,71.3,9.4,69.1,7.2,66.2,8.8,7.7,7.9,7.1,4.1,17.7,10,5.1,7.3,3.2,11.7,10.6,2.3,8.5,2.1,1.3,4.1,1.6,1.2,30.9,9.1,8243,44000,52100,70450
75211,28.4,8.6,4.6,9.1,45.8,71.8,13.6,69.2,9.1,62.6,8.2,7.4,5.8,6.2,6.1,17.7,9.1,5.4,4.6,4.1,11.9,10.1,2.9,7.8,2,1.4,2.8,0.8,0.7,30.8,8.5,77600,186050,392150,589300
75212,28.1,9.1,6.3,10,41.7,70,10.3,65.7,6.7,60.3,7.1,6.4,6.1,5.5,5.7,19,9.9,4.9,5.6,3.7,14,12.8,3.4,10.3,2.2,2,4.7,1.3,1.4,34.3,9,26120,107000,132550,181750
75214,37.5,3.5,2.1,2.9,43.2,81,5.8,79.7,5,78.5,9,9.9,9,7.2,7.2,9.4,5.9,6,6.8,5.4,18.7,16.4,4.2,13.3,3,1.6,6.1,1.8,2.7,20.3,8.8,34145,105000,117950,143300
75215,39.5,5.6,3,4.5,40,80.4,8.3,78.3,6.7,75.7,7.7,7.2,5.7,8.1,5.2,11.5,5.9,7.2,9.2,6.3,19.7,16.7,4.8,13.4,3.3,1.6,5.3,1.4,2.4,21.7,7.2,15664,115000,226750,213900
75216,34.2,8.2,4,6.5,38.6,73.4,8.8,70.9,6.3,67.1,6.6,6.6,6.4,6.2,5.9,17.6,9.4,6.2,5.9,5.3,18.4,16.4,4.1,13,2.9,2.6,6.1,2,1.5,29.1,7.5,52895,201950,307800,354450
75217,28.6,9.6,5.6,8.6,43.1,69,11,65.6,8,60.9,6.5,6.2,6.9,6.9,6.7,19.6,10,5.5,4.7,4.3,11.3,9.6,2.7,7,1.8,1.2,2.4,0.6,0.6,34.4,9.2,85249,280900,387350,458350
75218,42.4,4.4,1.7,2.8,39.4,84.8,6.1,83.5,5,81.3,5.4,9.9,7.7,8.6,6.4,10.3,5.9,7.4,7.9,8.3,24.2,20.7,6.4,15.9,3.4,2.7,6.1,1.3,2.1,16.5,4.5,22264,146650,229950,247600
75219,37.8,1.9,1.1,2.2,54,92.8,7.7,92.2,6.6,91,17.2,13.2,7.6,7.2,9.3,4.2,2.3,7.9,6.4,5.2,15.6,13.2,3.3,10.4,2.6,2.4,4.5,1.1,1,7.8,2.5,23277,130800,181000,175700
75220,30.7,7.9,4.9,7.8,49.1,74.6,10.6,71.2,7.7,66.6,9.1,8.3,9.2,7,6.5,15.9,7.9,5.9,4.8,3.2,9.9,8.7,2.4,6.6,1.9,1.1,2.4,0.7,0.6,28.8,8.1,42642,603700,726750,822900
75223,33.2,8.2,4.1,6.3,41.2,73.6,10.1,71.2,7.9,68,6.5,7.6,6.8,6.1,6.9,17.9,9.7,7.1,6.3,4.2,13.8,12.5,3.9,9.6,2.1,1.6,3.7,1.2,1,28.8,6.8,14351,217250,273800,307100
75224,26.8,8.7,5,9.4,45.5,71.1,14.6,67.6,10.2,61,7,6.7,6.5,5.6,4.8,17.7,8.9,4.7,4.6,5,13.1,10.8,3.2,8,1.9,1.4,2.9,1,0.5,32.4,9.7,36468,50000,79300,80900
75225,45.7,7.2,4.6,6.2,28,76.6,3.9,74.1,2.2,72.3,3,3.1,5.5,7.9,7.4,15.3,8.1,8.3,7.1,6.7,27.8,25.2,6.3,21,3.9,4.1,10.9,2.8,4,25.9,6,21568,84000,119000,148600
75226,34.3,4,1.9,1.9,53.5,88.2,8.4,87.3,8.4,87.3,14.5,16.8,8.2,3.7,8.8,8.4,4.4,9.6,9.7,4.6,7.5,4.4,2,2.9,0.4,0,0.5,0.5,0,12.7,2.3,4790,37000,64000,102000
75227,28.4,9.5,4.7,7.8,41.2,68.7,10.2,65.4,7.2,60.8,7.5,7,5.8,6,5.6,20,10.5,6.1,5.9,3.7,11.2,9.6,2.8,7.4,1.9,1.1,2.7,0.9,0.7,34.6,10,57806,118050,168300,182050
75228,31,7.5,4,6.7,43,73.4,10.9,71,8.2,66.9,8.2,7.4,6.1,6.4,7.2,15.5,8,5.5,4.9,5.1,14.4,12.2,3.2,9.3,1.7,1.5,4.3,1.3,1.5,29,9.5,74605,182600,244400,296800
75229,38.2,7.2,3.7,5.6,39.6,77.9,6.6,75.5,4.7,72.8,7.6,6.7,7.6,7.4,7.4,13.5,6.4,6.9,7.4,5.8,17.9,15.1,3.5,12.1,2.8,2.4,5.7,1.4,1.9,24.5,7.3,32390,124900,213450,318200
75230,46.2,4.9,3,4.4,34,84.5,7.5,82.6,6.1,80.1,5.9,4.9,6.8,6,6.6,9.8,5,8.6,7.7,7.5,28.6,25.1,6.5,21.1,5.1,4.1,9.5,2.5,2.9,17.4,4.6,27521,131000,171300,121900
75231,31,5.9,3.8,5.9,48.4,75.7,10.3,73.2,8.2,69.5,11.1,9.1,7.8,6.3,6.2,13,7,6.1,4.7,3.5,11.5,9.5,2.7,8,1.4,1.7,3.9,0.8,1.4,26.8,10.1,40464,263750,365150,339850
75232,36.4,8.2,3.5,5.4,36.2,76.3,9,74,7.2,70.7,6,7.1,5.4,5.1,6.9,16.1,7.9,6.1,5.4,6.8,22.9,20.2,5.9,16.1,4.1,3.4,6.2,1.4,1.3,26,6.3,30714,270750,371600,411600
75233,32.2,7.3,3.8,6.9,39.9,71.9,10.9,69.1,7.7,64.8,5.9,6.5,6.9,6.1,7.1,16.3,9,6.1,4.6,4.4,15.2,13.3,3.9,10.7,3.1,0.9,3.8,1.4,1.4,30.9,10.9,16318,13000,30000,37000
75234,38.6,6.1,4.6,7.4,41,80.3,9.7,77.2,6.9,72.6,6.8,6.2,6.5,7.1,7.3,12,5.9,7.5,5.8,4.9,20.2,17.9,4.5,15.4,3.3,2.8,7.6,2.3,2.4,22.8,6.2,32589,352650,594200,799500
75235,33.9,6.2,2.7,4.1,51.2,82.8,12.5,80.9,11.1,78.2,11.4,9.3,7.4,7.9,8.3,11.8,5.6,5.5,5.1,4.7,13.5,11.7,3.4,8.8,1.4,2.3,3.9,0.9,0.7,19.1,4.5,18794,124000,163050,228000
75236,28.1,8.3,4.6,7.7,45.2,69.4,10.7,66.6,7.5,62.6,8.8,7.9,7.1,6.3,6.1,17.8,9.5,6,4.7,2.8,9.2,8.2,2.1,6.4,1.6,1.2,2.6,0.8,0.7,33.4,11.1,18542,56450,116800,110000
75237,27.2,7.6,3.4,6,46.7,69.3,13.3,67.2,10.7,62.4,9.2,7.9,8.6,4.4,5.2,18.8,11.3,5.3,3.7,3.9,9.6,7.5,2,5.7,0.9,1.3,2.8,0.9,0.6,32.8,10.6,20295,82600,95900,123450
75238,33.4,6.1,3.9,5.7,41.9,72.7,6.5,70,4.7,67.7,8.4,7.8,7.7,7.5,5.8,14.9,8.8,6.7,4.6,4.2,15,13.2,3.1,10.9,2.4,1.7,5.4,1.6,2.1,30,11.1,33009,145000,413800,429300
75240,29.4,8.3,4,7.1,49.7,73.6,13.1,71,10,66.6,9,8.6,8.3,6.7,5.6,16.1,7.8,4.7,3.6,3.1,11.4,9.7,2.7,8.3,1.7,1.7,3.9,1,1.2,29,9,27875,164000,261900,275150
75241,36,9.7,6.2,8.6,40.3,76,9.8,72.5,7.4,68.5,5.8,5.3,6.9,6.3,4.8,16,6.3,6.7,6.8,5,20,17,3.9,15,4.3,3.6,6.8,2.1,1,27.5,5.3,29398,110000,172800,177900
75243,31.2,4.7,2.9,4.9,49.9,76.4,10.9,74.5,8.9,70.7,10.9,10.3,7.7,7.1,5.9,12.9,8.2,5.1,5.2,3.9,11.4,9.6,3.2,7.5,2.1,0.7,2.2,0.6,0.9,25.5,9.7,67445,239200,278800,356750
75244,38,6.1,3.3,5.1,43.5,81.8,6.5,79.7,4.7,77.1,9,9.2,8.2,7.3,6.7,11.6,5.6,7.4,5.9,5.4,19.5,16.9,4.1,14.1,3.5,2.5,6.4,2.5,1.4,20.3,5.3,13613,269000,250000,184000
75246,35.3,4.4,3.4,4.7,47.8,84.1,6.3,82.7,5.1,80.2,11.2,14.5,8.3,4.1,5.8,8.6,4.2,5.8,4.1,6.9,22.5,20.7,7.2,15.6,3.9,2.2,4.5,1.5,0.8,17.3,5.3,2276,33700,46100,62350
75248,42.1,4.2,3.6,5.3,38.9,83.1,5.5,81.2,3.8,78.4,6.2,8,7.9,7.7,5.9,9.5,5.2,6.9,7.4,7.4,25.7,22.3,5.6,18.3,4.9,3.3,7.8,2.6,1.9,18.8,5.7,35464,160250,200400,213000
75249,33.3,9.9,4.5,7.6,44.6,72.7,10.5,69.4,7.4,63.9,4.3,8.4,9.3,7.5,6.1,20.6,10.7,4.1,5.7,5.5,13.3,10.9,4,7.9,2.6,0.9,1.3,0.2,0.3,30.6,5.5,16100,6000,12000,12650
75251,36.3,2.1,3.3,3.3,53.9,93.1,9.7,90,9.7,90,19.9,9.8,3.6,7.6,3.3,4.5,2.4,4.6,3.9,3,27.5,25.6,2,24.5,4.4,1.1,18.1,4.4,12.6,10,2.2,2368,42000,45000,64900
75252,34.5,4.5,2.2,3.9,46.9,84.9,12.3,83.5,10.6,80.7,12.3,10.1,5,5.1,6.2,9.1,4.7,5.8,7.7,5.7,19.1,16.3,4.3,13.4,3.5,2.1,5.6,1.8,1.7,16.5,5.2,26493,163650,229600,255850
75253,27.9,8.8,5.3,8.2,47.3,67.3,9.4,63.8,6.5,60.5,8.3,8.6,7.8,7.9,4.8,19.8,11,5.8,3.9,3.4,7.4,5.9,1.8,4,1.2,0.5,1,0.2,0.3,36.2,11,22721,71000,139150,145550
75254,30.8,4.7,2.5,3.7,49.3,74.7,8.2,73,7,71.5,12.8,12.3,7.9,5.7,5.7,13.5,8.7,5.3,5,3,10.3,9.1,3,7.3,1.7,1.2,2.6,0.5,0.9,27,11,26602,135000,196500,294700
75287,32,4.2,2.5,3.7,56.2,81.6,10.5,80.1,9.2,78.1,14.3,12.9,8.7,7.3,5.7,9,4.8,5.4,5.3,4.2,10,8,3,5.8,1.5,0.5,1.4,0.5,0.4,19.9,8.4,53903,312150,421100,351000
75401,32.6,7.2,2.7,4.5,40.4,74,8.7,72.3,7,69.5,8.4,8.4,6.8,5.2,5.6,15.1,7.9,6.1,5.4,5,17.5,15,2.9,12.5,2.9,2.5,6.8,1.8,2.4,27.7,9.9,18830,82800,132500,141200
75402,40.2,7.8,3.5,5.5,35.6,78.7,6.7,76.7,4.8,73.8,5.8,6,8,5.6,5.2,15,7.2,5.9,8.1,7.1,25.3,22.7,7.2,18.3,3.6,3.6,7.6,2.5,1.4,23.3,4.9,16931,276000,347450,328000
75407,34.2,8.5,6.6,9.7,43.8,73.7,7.2,69.7,4.1,65.7,6.9,8.2,8.7,6.2,5.6,17.2,8.7,6.4,5.4,4.2,15,12.7,3.8,10.8,3.9,2.1,3.1,0.6,0.5,30.3,6.5,16367,96350,138000,186000
75409,32.2,8.5,3.9,5.7,42,71.1,5.9,68.1,4.1,65.8,7.6,8.9,6.7,9,6.7,16.9,8.4,6.2,5.5,3.2,11.7,9.7,3.1,8.5,2.9,0.8,2.6,1.3,0.4,31.9,11.2,14010,99000,136950,112250
75414,43.5,7.3,3.5,4.9,31.8,79.4,7.3,77.1,5.9,74.9,3,6.3,5.7,6.1,6.9,14,6.7,6.9,9.3,9,25.6,21.3,2.7,16.6,5.9,2.6,8,2,3.4,22.9,5.4,3184,12000,29000,39000
75418,42.3,5.5,2.8,5.5,38.3,84.3,9.7,82.2,7,77.4,6.9,7.6,5.7,5.5,7.4,10.2,4.8,7.1,6.7,5.7,25.6,22.9,6.3,19.9,4.7,3.6,8.8,2.2,3,17.8,4.7,14318,137000,233250,226300
75422,45.8,8,4.1,5.2,30.7,80.2,7.2,77.5,6.1,75.9,4.5,3.6,4.5,6.8,7.2,13,5,5.9,12.4,6.9,25.4,22.6,6.4,18.5,4.7,2.8,7.5,1.6,3.1,22.5,5.4,2946,6000,14000,8000
75423,50,5.2,6.6,8.7,29.7,84.3,3.8,80.1,1.7,77.7,4.5,2.5,6.1,6.2,6.9,9.7,4.5,12.1,10.1,7.6,27.8,24.2,7.3,20.2,6.9,2.6,5.9,1.9,1.4,19.9,3.6,2749,9000,13000,18000
75424,37.4,7.2,2.4,4,34.9,74.4,9,73.3,7.4,68.7,6,4.7,6.1,6.7,6.3,17.7,10.5,10.5,5,5.9,18.9,15.8,4.3,13,2.7,1.6,6,2.3,2.2,26.7,6.6,3765,8000,16000,19000
75426,48.9,5.3,6.5,9.7,37,87.4,9.8,83.6,6.5,80,5.1,4.7,6.4,4.6,5.9,8.8,3.5,4.9,9.2,7.1,32.9,30.8,7.3,25.9,7.2,4.6,11.4,2.5,4.3,16.4,1.2,4953,11000,31050,63000
75428,26.6,4.6,3,13,54.6,86.8,30.8,84.8,20.8,70,9.1,3.2,5.6,2.9,5.7,7.4,2.7,6.1,5.2,4.1,16.2,14.4,5.3,12.1,2.5,1.8,4.3,1,1.5,15.2,4.9,10802,54650,99600,70900
75432,39.2,6.1,4.4,7.4,36.5,79,9.7,75.8,6.6,72.5,5.7,5.6,5.6,5.5,5.2,11.9,5.8,6.2,6,5.9,26.3,22.4,5.6,20.4,5.9,2.5,8.9,3,3.4,24.2,7.9,3519,14000,110000,100000
75433,46.8,4.4,3.9,6.1,31.5,82.6,7.2,79.9,5,76.8,4.4,6.6,4.8,4.7,6.1,10.5,6.1,10.4,8.9,5.1,26.9,25,6.4,21.7,6.1,2.6,9.2,4.6,2,20.1,5.7,2752,18000,13000,12000
75435,39.3,7.5,5,9.2,40.1,78.2,8.4,77.1,4.2,73,4.9,6.8,10,4.9,7.4,13.4,5.9,2.2,7.6,5.7,25,20.7,6,19.3,6.8,1.5,6.4,3,2,22.9,4.4,1374,2250,2000,2000
75440,49,5,3.8,5.2,28.9,80.5,5.1,78.5,3.7,76.5,3.8,6.1,6.9,3.2,6,12.7,7.7,4.6,9.9,5.2,32.9,30.8,9.3,27.6,7.6,6.5,10.8,3.3,1,21.5,5,6201,68650,137550,115300
75442,41.6,7.8,3.6,6,35,79.7,6.4,76.8,4.1,74,5.6,7.4,5.4,6.5,8.5,12.6,4.8,7.1,8.5,6.3,21.3,17.9,4.2,15,4.8,2.5,6.1,1.1,2.4,23.2,7,9848,66500,139900,90000
75446,40.3,9.8,5,8,36.6,78.6,11.9,74.7,8.9,68.9,2.6,6,3.4,7.7,4.5,14.6,4.8,5,8.4,5.8,25.2,21.6,7.3,19.4,3.6,2.5,8.6,2.5,3.6,25.3,5.7,3553,5000,4000,7000
75449,35.5,3.3,6.1,8.1,35.8,73.5,8.2,69.9,6.1,67,6.2,5.3,2.6,7.6,8.2,16.6,13.3,6.4,4.9,6.4,20.7,18.7,4.2,14.3,4.3,2.3,5.7,2.7,0.7,30.1,7.4,1484,2000,17000,11000
75452,38,12.3,4.8,6.2,35.3,74.6,6.2,71,4.8,68.9,4.7,5.5,8.3,5.8,6.8,18.7,6.4,7.2,6.4,4.4,20,17.6,5.4,15.6,4.4,3.2,5.8,1.6,1,29,5.5,4306,13000,22600,26250
75453,46.7,5.7,6.4,8,34.3,83.8,3.9,80.2,2.3,78.3,7.1,3.6,8.3,5,8.2,10,4.3,7.6,8.4,10.3,28,23.8,3.6,17.7,5,4.9,9.1,3.9,0.3,19.8,3.5,3102,6000,15000,17450
75454,35.8,8.9,6.9,10.3,45.5,72.7,10.9,69.4,7.6,63.5,1.6,5.1,8.4,12.5,8.6,16.8,8,7.6,3.8,2.6,10.9,10,4.4,8.3,1.9,0.9,2,1.1,0,30.6,6.8,8807,60500,91800,100950
75455,34,8.2,5,7.3,38.9,73.9,9.8,70.5,7.5,66.2,6.2,5.9,6,6.1,6.1,17,8.8,6.1,5.6,5.1,18.7,16.4,4.2,13.6,3.6,2.4,5.8,1.8,1.6,29.5,7.6,28560,274700,602250,513750
75457,40.3,8.6,6.5,8,35.1,78.8,5.8,74.4,4.3,72.7,5.8,6,6.6,4.4,5.7,14,5.3,9,6.7,4.8,24.4,23,6.5,19.6,5.1,3.8,8,2.7,1.5,25.6,5.1,6131,58900,77800,85150
75459,38.9,5.4,5.6,8.2,36.7,80.5,9.5,76.2,6.9,71.3,4.8,6,6.5,4.3,5.3,12.3,6.9,9.7,9.7,2.7,20.4,19.3,6.1,17.7,3.3,3.1,8.3,2,3.3,23.8,6,5207,45000,66400,48000
75460,38.7,6.1,4.2,6.4,37.6,79.2,8.8,76.8,6.6,73.6,8.2,5.4,5.7,5.2,6.6,12.1,5.9,6.4,6.9,6,23.5,21.2,5.1,17.5,4.1,3.3,8.4,2.7,2.4,23.2,6.9,22226,188400,406350,394100
75462,42.2,8.2,3.8,6.7,34.3,77.6,6.9,75.2,3.9,71.1,3.3,5.6,7.6,7.1,7,14.8,6.6,5.7,6.1,6.4,26,23.5,4.6,19.6,5.9,4.5,9,2.4,2.1,24.8,6.2,11691,124550,145650,134000
75472,42.2,5.5,4.4,6.4,34.7,79.4,8.1,77.9,6.1,74.5,5.7,4.8,5.8,6,5.6,12.2,6.8,7.6,6.9,8.6,27.4,22.5,7.8,18.8,5.3,3,5.6,1.7,0.9,22.1,5.5,3931,30000,30850,18100
75473,42.9,7,3.4,4.7,32.1,79.7,6.7,77.8,5.4,74.9,6.5,5.3,5.7,4.6,5.1,12.7,5.6,8.9,9,6.4,26,23.4,6.3,19.5,7.6,3.1,5.7,0.8,1.7,22.2,6.2,3879,6000,1000,9000
75474,45,6,5.3,8.6,33.7,81.9,8,78.3,4.7,73.8,4.2,4.6,5.7,5.8,6.3,11.7,5.8,10.5,7.9,6.6,25.3,21.9,6.6,18.8,4.4,3.8,7.8,2.2,1.8,21.7,4.6,15047,127000,187050,273000
75479,46.3,5.1,6.6,7.7,34.5,82.9,8.1,79.2,6.9,76.7,4.9,4.7,4.6,5.5,5.9,10.2,5.2,6.6,8,7.8,30.8,27.9,4.7,23,4.5,2.4,13.8,5,6.3,20.8,4,1859,6000,22000,16000
75482,37.9,8.3,4.2,5.9,36.7,76.6,7.9,73.9,6.2,71.1,6.5,6.2,5.9,6,6.3,15.1,6.8,6.2,6.4,5.1,22.4,19.7,5.5,17.3,4,3.4,7.8,2.8,1.7,26.1,6.9,24802,219500,456000,477600
