Zip Code,Median age,Percent - 10 to 14 years,Percent - 15 to 17 years,Percent - 15 to 19 years,Percent - 15 to 44 years,Percent - 16 years and over,Percent - 18 to 24 years,Percent - 18 years and over,Percent - 20 to 24 years,Percent - 21 years and over,Percent - 25 to 29 years,Percent - 30 to 34 years,Percent - 35 to 39 years,Percent - 40 to 44 years,Percent - 45 to 49 years,Percent - 5 to 14 years,Percent - 5 to 9 years,Percent - 50 to 54 years,Percent - 55 to 59 years,Percent - 60 to 64 years,Percent - 60 years and over,Percent - 62 years and over,Percent - 65 to 69 years,Percent - 65 years and over,Percent - 70 to 74 years,Percent - 75 to 79 years,Percent - 75 years and over,Percent - 80 to 84 years,Percent - 85 years and over,Percent - Under 18 years,Percent - Under 5 years,Total population
85618,43.7,7.6,4.5,4.8,28.1,76.5,4.4,72,4.2,70.9,5.7,5.6,3.1,4.8,3.3,17.3,9.7,9,11.2,4.7,24.9,21.6,4.3,20.3,3.2,4.8,12.8,4.1,3.9,28,6.1,1781
85620,42,7.5,11.9,11.9,29.7,71.8,8.5,65.1,8.5,65.1,1.6,2.7,1.5,3.4,1.5,16.9,9.4,12.2,4,10,29.6,25.1,10.9,19.6,5.8,2.4,2.8,0.4,0,34.9,6.1,670
85621,34.1,8.4,5.3,9,36.8,74.1,11,70.1,7.3,64.9,4.9,4.8,4.9,5.8,5.9,17.3,8.9,6.4,4.7,5.4,21.7,19,5,16.2,4.5,2.9,6.7,2.1,1.8,29.9,7.2,22290
85622,71.8,0,0,0.1,1.2,99.7,0.4,99.7,0.3,99.7,0.5,0.3,0,0,0.3,0,0,1.1,6.4,12.3,90.8,87.7,21.6,78.5,20,18.8,36.9,11.3,6.8,0.3,0.2,6330
85623,59.3,4.7,6.9,8.6,26.6,84.8,3.2,80.8,1.6,79.2,4.2,6.2,3.5,2.6,4,9.7,5,3.1,5.6,10.8,48.4,44.7,10.8,37.6,10.5,7.5,16.3,4.5,4.3,19.2,2.5,4980
85624,51.9,4.2,1.5,3.2,25.9,82.8,6.8,81.8,5.1,78.6,4.7,2.9,4.2,5.8,4.7,11.9,7.7,4.7,8.2,9.2,39.8,36.1,11.4,30.6,4.1,4,15.1,6.2,4.9,18.2,4.7,1390
85625,59.1,3.9,5,5,18.7,83.8,1.9,81.8,1.9,81.5,3.7,2.4,2,3.6,5.3,11.5,7.6,6.4,8.1,9.3,48.4,45.7,14.8,39.1,8.4,8.1,15.9,5.6,2.2,18.2,1.7,2053
85626,32.9,6.9,8.5,14.3,39.4,80.1,12.8,73.5,7,67.7,7.3,3.8,0,7.1,6.4,10.6,3.7,8.2,10.7,6,17.4,11.4,3.1,11.4,3.3,3.9,5,1.1,0,26.5,7.3,1172
85627,44.2,6.3,5.1,7.4,32,76.7,6.3,71.6,4,67.4,4.2,3.5,3.5,9.3,5.9,14.8,8.5,5.8,6.5,9.9,26.5,23.4,7.3,16.7,3.5,3.1,5.9,1.6,1.2,28.4,8.4,1187
85629,34.1,9.1,4.7,6.6,40.3,70.4,5.9,67.4,4.1,64.4,5.4,7.3,10,7,5.9,19.4,10.3,5.6,4.6,4.5,15.7,13.7,3.9,11.2,3.3,2.1,4,1.1,0.8,32.6,8.4,25500
85630,50.1,9.4,3.4,4.4,25,77.3,4.6,74.5,3.6,71.8,5.9,4.2,2.9,3.9,2.8,14.4,5,4.1,10,10.6,36,31,7.9,25.4,8.5,4.5,9.1,4.6,0,25.5,7.7,2418
85631,46.8,7.9,5.7,7.5,27.1,79,4.3,74,2.5,71.8,3.9,4.2,4.7,4.3,6.7,15.6,7.7,8.7,6.4,7.7,30.8,26.8,6.5,23.1,6.4,2.6,10.1,4.2,3.3,26,4.7,3719
85632,53.7,4,2.6,7.1,23.7,86.8,10.3,86,5.8,80.6,1.1,4.1,3.6,2.1,10.8,7,3,6.7,6.6,10,40.8,37,12.8,30.8,10,3.2,8,2.1,2.8,14,4.3,759
85634,27.3,8.3,6.9,10.2,45,72.1,14.1,67.5,10.9,61.6,6.1,4.6,6.5,6.7,4.2,17.7,9.4,5.9,5,4.7,14.4,12.4,4.4,9.7,2.8,1.5,2.5,0.7,0.4,32.5,7.8,6409
85635,37.1,7,3.9,6.1,37.1,76.8,7.5,74.6,5.2,71.8,7.3,7.7,5.4,5.4,5.9,14.5,7.5,5,6.1,6,24.3,22,5,18.3,4.5,3.6,8.8,3,2.2,25.4,7.1,33574
85637,58.2,5.4,7.2,9.6,25.7,87.4,4,82.7,1.6,80.3,0.3,2.6,5,6.6,4.7,7.6,2.2,7.5,3.8,9.4,48.2,45.3,11.2,38.8,8.7,10.6,18.9,5.5,2.8,17.3,2.5,1313
85638,57.3,4.4,1.5,2.8,21.9,85.8,6.1,84.9,4.7,81.9,2.3,1.6,5.1,5.4,4.4,8.6,4.2,6.1,7.3,10,46.7,44,12.4,36.7,13.5,7.9,10.8,1.8,1.1,15.1,5,1991
85641,37,9,4.9,6.6,36.7,73.4,6.3,70.1,4.5,67.1,4.4,6.5,7.7,6.8,7.9,16.9,7.9,6.7,6.2,5.2,17.5,15.7,6.4,12.3,2.5,1.2,3.4,1.4,0.8,29.9,8.1,25657
85643,36.5,7.5,3.8,5.9,38.1,78.1,10,76,7.9,71.8,5.5,8.5,6.7,3.6,5,13.9,6.4,6.9,5.4,6.3,24.5,22.1,6.1,18.2,5.8,3.2,6.3,2.3,0.8,24,6.3,8239
85645,41.9,12.1,0.3,1.6,31.2,78,13.3,77.7,11.9,71.9,3.4,4.5,3.9,5.8,7.3,18.2,6.1,5,6.4,8.5,28.2,24.8,8.9,19.6,6,3.5,4.8,0.3,1,22.3,3.8,2235
85648,33.3,7.3,5.5,8.4,40.5,74.4,9.7,70.2,6.8,66.6,6.6,6.3,6.5,5.9,6.3,16.3,9,6.4,6.6,5.3,16,13,4.5,10.7,2.2,2,4,1,1,29.8,8,18992
85650,51.2,7.1,2.6,5.2,25.2,81.1,6,79.8,3.4,76.6,2.7,3.7,3.9,6.2,5.2,12.9,5.8,9.7,6.5,8.8,35.8,32,8.9,27,5.4,6.2,12.7,3.9,2.6,20.2,4.7,15136
85653,36.1,9.1,3.8,5.9,37.5,74.7,8.6,72.7,6.5,69.1,4.5,8.1,7,5.6,6.4,16.5,7.5,4.9,6.8,7.1,20.8,18.8,5.9,13.7,3.6,1.8,4.2,1.4,1,27.3,7,16405
85658,56.9,4.7,1.1,2.9,22.4,86.1,5.6,85.3,3.8,83.1,2.9,4,6.1,2.8,5.6,9.5,4.8,4.7,9.3,10,44.4,40,12.8,34.5,10.6,6.8,11,2,2.2,14.7,4.1,10683
85701,33.9,6.2,3.2,5,51.7,84.1,14.2,82.1,12.4,79.6,10.8,9.9,7.1,6.6,4.2,10.9,4.7,5.4,8.3,5.7,15.8,12.7,3.2,10.1,3,1.9,3.9,1,1,17.9,3.7,5286
85704,46.6,3.9,2.6,4.9,34.8,85.7,9,83.8,6.7,80.4,7.6,4.7,5.5,5.3,5.4,8.6,4.7,6.3,6.2,7.4,33.7,30.7,7.2,26.3,5.2,4.7,13.9,4,5.2,16.2,5,31795
85705,34.6,5.3,3.9,6.9,45.4,80.9,15.1,78.5,12.1,73,8.1,5.8,6.7,5.9,5.9,11.4,6,5.8,6.1,5.5,19.2,17,4.5,13.8,3.9,2.4,5.4,1.4,1.6,21.5,6.2,55463
85706,28.3,8.9,5.9,9.1,45.2,71.2,12.9,67.2,9.6,62.1,6.7,6.4,7.1,6.3,5.3,18.2,9.3,5.2,4.8,4.2,12.6,10.4,2.8,8.4,2.4,1.4,3.2,0.9,0.9,32.8,8.8,55691
85708,23,9.7,2.2,3.4,55.2,58.8,13.1,56.8,11.9,53.6,14.1,9.1,8.6,8,1.2,20.5,10.8,0.4,0.5,0.6,1.7,1.4,1.1,1.1,0,0,0,0,0,43.2,20.6,4187
85710,41,4.8,2.8,4.6,37.5,82.7,11.7,80.8,9.9,77,6.2,6.6,5.3,4.7,5.8,10.7,5.9,6.6,6.2,6.1,27.5,25.2,5.5,21.5,4.2,3.4,11.7,3.7,4.6,19.2,5.7,56168
85711,35.6,6.1,3.5,6.5,41.2,80.5,12.1,77.8,9.1,72.8,7.7,7.3,5.2,5.4,5.6,11.9,5.8,6.6,6.8,6.9,21,18.3,4.8,14.1,3.1,2.4,6.3,1.8,2,22.2,6.8,39451
85712,40.8,4.1,3.1,5.2,39.9,84.1,10.1,81.9,8,78.6,7.9,8.2,4.8,5.8,5.3,9.2,5.2,7.5,7.2,7.2,25,22.3,4.9,17.9,4.3,3.3,8.7,2.3,3.1,18.1,5.8,33239
85713,36.4,7,3.4,6.3,40.5,79.9,12.4,77.4,9.5,72.5,6.6,6.4,6.3,5.3,5.3,13.4,6.4,7,6,6.1,22.1,19.7,5,16,3.8,2.9,7.2,2.4,1.9,22.6,5.9,46071
85714,31.4,7.8,4.3,6.2,40,74.9,12.5,71.9,10.5,66.9,7.7,4.9,5.7,4.9,5.8,15.5,7.7,5,5.9,5.4,19.5,17,3.9,14.1,3.3,3.5,6.9,1.7,1.7,28.1,8.3,14683
85715,49.2,5.4,3.4,5.3,32.1,85.5,9.8,82.8,7.9,79.5,4.7,5,3.8,5.5,5,10.6,5.2,7,8.6,7.5,33.4,30.3,7.7,25.9,5,6.2,13.2,3.4,3.6,17.2,3.3,17066
85716,37,3.9,2.6,4.3,45.7,85,13.9,83.2,12.1,79.6,9,7.9,6.4,6,6.3,8.7,4.8,5.2,7.5,6.6,21,18.2,5.6,14.4,3.7,2.3,5.1,1.5,1.3,16.8,5.6,31134
85718,51.3,4.1,3.3,5.8,30.1,86.4,8,84.3,5.5,81,6.2,4.4,3.6,4.7,5.9,8.6,4.5,6.1,8.1,8.7,37.3,33.2,10.1,28.6,6.6,4.4,11.9,3.7,3.9,15.7,3.8,26262
85719,23.1,2,1.6,19.6,72.5,92.4,49,91.2,31,64.6,9.4,6,3.5,2.9,3.1,4,2,4.1,2.9,3.5,10.3,8.8,2.3,6.8,1.4,1.2,3.2,0.6,1.4,8.8,3.2,47503
85730,38.5,5.9,3.4,5.9,38.4,79.8,9.8,77.5,7.3,73.9,6.4,7.6,5.6,5.6,5.8,12.6,6.7,6.6,7.5,6.7,22.6,20,5.3,15.9,4.3,3,6.3,2.1,1.2,22.5,6.5,39055
85735,46,5.4,3.1,4.1,32.4,81.6,8.6,80.1,7.5,77.8,4.2,5.4,5.5,5.8,4.7,9.4,4,9.1,10,7.8,27,23.7,4.6,19.2,5.9,6,8.7,1.7,0.9,19.9,7.4,11108
85736,46.4,5.5,3.1,6.5,33.8,84.4,9.8,82.2,6.4,76.4,4.2,6.1,3.9,6.8,8.4,11.8,6.3,6.7,7.4,9.2,29,25.6,5.7,19.8,9.1,2.5,5,1.7,0.8,17.8,2.9,4998
85737,51.4,6.3,5,7.2,28.3,84.8,6.9,81.8,4.8,78.1,2.9,3.2,5.6,4.6,6.7,10.1,3.8,7.1,9.2,8.9,35.5,31.9,8.6,26.7,7.1,4.8,11,3.5,2.7,18.2,3.2,21293
85739,65.6,2.7,2.4,3.7,17.4,90.2,2.8,88.6,1.5,87,2.7,2.1,3.1,4.3,2.6,6.1,3.4,3.8,5.4,9.8,61.8,58.4,15.1,52,14.6,12.8,22.3,6.2,3.3,11.4,2.8,18474
85741,34.7,5.8,3.9,6.3,43.2,79.5,12.2,76.9,9.8,72.5,8.1,7.1,6.1,5.8,5.8,11.9,6.1,6.2,6.6,5.9,19,16.4,4.7,13.1,3.7,2.1,4.8,1.4,1.3,23.1,7.3,35149
85742,39.2,5.7,4.6,6.7,37.7,79.2,8.4,75.7,6.3,72.3,5.5,6.1,6.9,6.2,6.9,12.6,7,6.9,7.2,6.5,21.5,18.8,6.1,15.1,3.4,2.8,5.5,1.3,1.5,24.3,7.1,26868
85743,40.8,8,3.4,5.5,36.3,78.3,8,75.8,5.8,72.1,4.6,5.5,6.5,8.3,6.3,15,7,6.6,6.7,5.7,23.2,21.4,5.8,17.5,5.3,3.4,6.4,2,1.1,24.2,5.9,29552
85745,39.5,5.5,3.2,7.3,40.7,84.3,14.9,82,10.7,74.5,6.6,5.7,5.2,5.1,5.7,10.3,4.8,6.7,6.7,7.8,25.4,22,6.3,17.7,4.2,3.2,7.3,2.1,1.9,18,4.5,38005
85746,32.6,8.8,5.4,8.4,41.7,74.3,11.6,70.9,8.6,65.9,5.9,6.3,7,5.6,5.2,17.4,8.5,6,5.7,5.3,17.7,15.5,3.8,12.3,3.6,2.2,4.9,1.6,1,29.1,6.4,43873
85747,34.4,8.8,5.5,8.4,41.6,73.4,8.9,69.9,6,64.8,5.1,6.5,7.3,8.2,7,16.3,7.5,6.8,5.6,4.3,14.2,12.4,3.6,9.9,2.5,1.9,3.8,1,1,30.1,8.4,25077
85748,45.2,6.3,3.8,5.9,34.9,83.4,8.7,81.3,6.6,78.6,6,4.5,5.4,6.4,6.1,10.9,4.5,6.3,9,7.8,28.8,25.6,8.1,21,6.1,3.6,6.9,1.6,1.7,18.7,4,17727
85749,52.4,6.1,3.6,5.6,25.4,84.8,6.5,82.7,4.5,79.6,3.4,4,3.4,4.4,7.1,10.7,4.6,9.2,9.4,9.1,35.3,31.8,10.1,26.2,6.6,4.5,9.5,2.6,2.4,17.3,3,19121
85750,52.7,5,4.1,5.5,27,86.6,6.6,83.9,5.2,81.5,3.9,3.2,4.2,5,7,8.8,3.9,8.1,7.1,8.6,38.8,35.5,9.7,30.3,7.3,6.3,13.3,3.7,3.3,16.1,3.2,24207
85755,56.8,4,4.6,6,23.6,86.4,6,82.8,4.5,79.5,1.2,2.3,5.4,4,5.7,8.5,4.6,4.9,8.2,8.3,45,42.6,8.3,36.7,9.7,8.1,18.8,5.5,5.2,17.2,4.1,16143
85756,33.4,6.8,3.6,5.9,47.5,78.3,10.7,75.7,8.5,72,8.2,9.9,8.2,6.8,6.1,13.8,7,5.7,4.9,4.1,15.1,13.2,3.6,11,2.6,1.9,4.7,1.5,1.4,24.3,6.9,40965
85757,30.5,8.7,7,9.3,45.3,70.8,9.5,67,7.1,63,6.8,7.9,7.8,6.4,6.3,17.4,8.7,5.8,4.5,3.6,12,10.7,2.8,8.4,2.1,1.5,3.5,0.7,1.4,33,8.6,19264
85901,41,7.3,4.6,7.8,33.2,78.8,8,76.1,4.9,71.7,5.3,5.2,6.6,3.5,4.7,12.9,5.6,6.5,6.8,8.2,29.5,26.1,7.2,21.2,5,5.3,9,2.1,1.6,23.9,6.5,18279
85911,23.2,11.4,4.2,7.5,38.8,60.7,9.9,58,6.5,54,7.4,5.8,5.6,5.9,7.7,26.7,15.3,5.6,4.4,1.4,5.7,4.4,2.5,4.4,0.4,1.1,1.5,0,0.4,42,11.1,2293
85920,57.1,0.6,4.2,4.2,15.9,94.2,0,90,0,90,2.9,3.6,5.2,0,3.2,1.6,1,13.6,19.1,11.3,42.4,37.5,17.8,31.1,6.8,5.5,6.5,1,0,10,4.2,309
85924,57.9,3.7,2.1,2.8,18,89.8,5,87.9,4.4,84.9,2.1,3.1,3.2,2.4,6.3,5.3,1.5,8.4,10.4,11.4,47,43.7,12.3,35.6,4.2,9.4,19.2,4.9,4.9,12.1,4.7,2668
85925,34.1,8.9,4.7,7.5,30.1,69.1,4.8,65.4,1.9,62.4,5.7,5.6,4.5,4.9,3.6,20.7,11.8,1.9,7.2,8.4,27.3,25,6.3,18.9,6.4,4.3,6.2,1.8,0.1,34.6,9.3,4936
85929,51.6,7,3.1,4.7,25.9,81.6,6.5,79.2,4.8,76.5,5.9,4.2,2.3,4,4.8,11.7,4.6,6.8,8.1,7,36.7,34.1,8.6,29.7,11.2,5.6,10,1.2,3.1,20.8,6.1,7085
85930,24.1,12.3,6.8,7.8,47.8,64.9,9.9,59.3,8.9,57.6,6.8,12.7,6,5.6,4.9,24.1,11.8,4.6,3.2,3.5,5.6,2.8,1.6,2.1,0.2,0.2,0.3,0,0.1,40.7,9.8,1340
85933,58.4,5.4,3.5,3.9,17.4,84.8,3.3,84.8,2.8,84.3,3.7,2.7,1.7,2.6,6.2,10.6,5.2,8.8,8.9,14.3,47,41.5,12.8,32.7,10,2.4,10,5.2,2.3,15.2,1.1,2690
85935,46.9,5.4,4.2,4.9,26.8,77.5,2.1,74.9,1.4,73.5,2.1,6.7,4.2,7.5,5,13.9,8.5,7,5.8,8.1,34.5,30.7,6.7,26.4,10.5,4.5,9.2,2.8,1.9,25.1,7,4963
85936,37.1,9.2,5.6,14,45.5,81.3,13.1,77.7,4.7,66.3,5.3,6.4,7.9,7.3,6.7,13.3,4.2,8.3,4,6.6,18.8,15.9,6,12.2,2.6,1.4,3.5,1,1.1,22.3,3.3,4520
85937,38.8,9.8,5,7,31.6,71.9,6.9,69.1,5,65.6,4.3,4.5,5.5,5.4,6.2,17.6,7.8,4.7,6.3,5.3,25.4,22.8,6,20.1,7.5,2.6,6.6,1.7,2.3,30.9,8.3,7827
85938,41,8.8,4.6,6.8,33.4,74.2,5.4,72.5,3.2,69.2,3.2,6.1,6.9,7.2,5.2,14.5,5.7,5.4,7.9,9.9,25.1,19.5,8.2,15.2,2,2.3,5,1.4,1.3,27.5,8.4,2042
85939,46.4,3.6,4.8,10.2,36.9,86.2,9.7,83.7,4.2,76.7,6.2,4.3,6.9,5,5.4,8.7,5.1,8.4,7.5,10.1,30.2,24,5.9,20.1,5.2,4.7,9,1.8,2.5,16.3,2.9,4215
85940,59.3,1.2,1.2,1.2,20.5,90.7,2.2,89.5,2.2,89.5,4.1,5.7,5,2.3,4.9,5.3,4,7,10.1,15,48.2,37.3,12.6,33.2,6.4,10.9,14.2,0,3.3,10.5,4,971
85941,26.8,9.5,3.8,7,41.3,69.5,13.1,67,9.9,62.6,9.5,6,5.2,3.8,6.1,19.2,9.7,6.8,5.6,4.1,11,8.9,2.7,6.9,1.4,1.6,2.8,0.6,0.6,33,10,10968
86001,28.6,5.1,3.2,7.6,55.6,84.6,25.6,82.2,21.1,72.6,9.1,6.8,6.1,4.8,4.8,9.4,4.3,4.9,5.5,5.5,14.6,12.4,3.9,9,2.3,1.1,2.9,0.9,0.9,17.8,5.3,44819
86004,34.1,7.5,4.1,5.8,41.1,75.9,9.5,73.5,7.8,70.6,7.6,7.1,8,4.7,6.3,15.6,8.1,6.3,6.6,6.2,17.5,14.8,4.3,11.3,3.4,2,3.5,0.6,0.9,26.5,6.7,36186
86011,19.1,0,2.1,78.6,99.9,100,97.2,97.9,20.7,10.2,0.6,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,8471
86018,58.8,0.9,0,0,18.5,95.4,2.7,95.4,2.7,94.1,2.7,2.3,4.1,6.7,4.7,0.9,0,10.5,17.1,19.7,44.7,33.6,6,25,7.4,10.2,11.6,0,1.4,4.6,3.6,879
86020,28.9,8.7,4.8,7.4,39.9,73.3,13.7,69.7,11.2,65.2,6.9,5.5,5.5,3.5,8,16.3,7.6,5.1,4.7,4.6,16.9,15.7,3,12.3,3.4,2.3,5.9,1.7,1.9,30.3,9.2,2213
86021,16.4,19.1,7.9,11.5,37.8,51.3,8.3,45.8,4.6,40.9,4.8,7.7,5.2,3.9,4.1,37.5,18.3,3.8,2.8,1.4,5.1,4.7,1.2,3.7,1,0.7,1.5,0.3,0.5,54.2,8.8,6325
86022,32.9,12.3,7.2,8.7,39.3,72.1,9,66.7,7.4,63.8,5.5,4.8,6.9,5.9,6.4,18.3,6.1,6.5,4.3,4.7,17.3,15.7,4.6,12.6,4.7,1.8,3.3,1,0.5,33.3,7.8,2209
86023,49,0.8,0,8.2,43.6,97.8,14.4,97.8,6.2,89.6,5,8.4,6.8,9,9.6,2.2,1.4,15,14.7,8.3,15,7.7,5,6.7,1.4,0.2,0.2,0,0,2.2,0,1830
86024,66.4,0,1.2,2.2,8.9,97.4,1,96.2,0,95.2,3.2,0,3.4,0,3.9,2.6,2.6,4.4,13.3,11.6,66.8,63.1,26.3,55.2,20.2,6.8,8.7,1.4,0.5,3.8,0,585
86025,35,6.3,4.1,7.1,39.5,76.2,8.5,73.2,5.5,69,7.8,6.8,6.6,5.7,5.8,15.7,9.4,5.7,6.1,5.9,20.2,18.2,6.1,14.3,3.8,2.1,4.5,1.6,0.8,26.8,7,5552
86030,32.1,4.9,4.8,7.8,39.2,74,7,69.6,4,66,8.6,9.1,5.8,4,3.8,13.4,8.5,6.8,6.6,3.3,18,16.9,5.9,14.7,3.2,3.1,5.6,0.9,1.6,30.4,12.2,1717
86031,40.2,7.4,7.3,11,34.9,76.6,10.8,71.6,7.1,66.7,5.5,2.7,2.3,6.3,5.9,15.4,8,7.8,8.4,4.9,22,19.5,4.6,17.1,4.6,3.7,7.8,2,2.1,28.4,5.7,1830
86032,27.6,11.5,5.6,9,35.3,66.8,8.4,63.5,4.9,59.3,7.2,5.2,4.5,4.4,6.5,21.3,9.8,2.9,8.7,3.9,15.7,14.9,3,11.8,3.1,2.1,5.7,2.4,1.2,36.5,9.6,1396
86033,29.4,7.7,7.7,11.1,44.2,72.9,12.3,67.5,8.9,61.8,6.1,6.6,4.2,7.3,5.5,16.3,8.6,5.5,6.3,4.7,13.8,12.3,3.1,9.1,2,1.7,4,1.4,0.9,32.5,8.4,7130
86034,35.4,7.7,4.9,8.7,38.4,75.7,12.4,73.5,8.6,68.1,6.2,4.6,5.1,5.2,5.4,14.7,7,9.2,7.3,6.5,18.2,15.8,3.6,11.6,2.2,1.5,5.9,1.7,2.7,26.5,6.9,2096
86035,35.3,9.6,5.1,7.8,38.1,77.1,11.5,73,8.8,68.6,6.7,4.4,4.6,5.8,8.3,15.8,6.2,5.3,5,5.7,21.3,19,4.9,15.6,4.3,2.8,6.4,2.4,1.2,27,6.1,2061
86036,50.8,3.8,6,8,24.6,84,8,79.7,6,77.2,2.8,1,4.3,2.5,5.3,8.3,4.5,14,11,18.5,30.8,14,6,12.3,5,0,1.3,0,1.3,20.3,6,399
86039,34.5,6.8,6.5,9.4,37.2,71.8,10.6,68.6,7.7,64.4,3.2,4.8,6.2,5.9,4.2,16.4,9.6,6.8,5.7,6.2,21.2,19.3,3.2,15,4.8,3.2,7.1,2.1,1.7,31.4,8.5,1218
86040,29.3,10.7,7.4,10.3,46.3,71.8,11.9,67.5,9,62.7,6.5,6.8,6.9,6.8,4.8,18.3,7.6,7.2,5.7,3.5,10.9,9.5,2.4,7.4,1.5,1.5,3.5,1.3,0.7,32.5,6.7,10752
86042,30.6,8.7,2.5,8.2,41.8,71.9,8.5,69.4,2.7,63.7,10.2,7.5,8.9,4.3,7.5,18.6,9.9,3.5,5.9,3.9,13,10.8,4.7,9.1,3.1,0.5,1.3,0.8,0,30.6,9.5,2161
86043,26.6,9.5,5.1,8.8,40.3,68.2,12.6,64.4,8.9,58.9,8.6,4.1,5.3,4.6,5.6,19.2,9.7,3.3,7.5,4.5,12.9,10.2,2.1,8.4,2.9,1,3.4,1.1,1.2,35.6,11.3,2762
86044,28.7,10.8,5,8.5,36.7,69.2,11.3,65.8,7.8,60.9,5.4,5.4,4.6,5,5.6,19.6,8.8,4.2,6.6,4.8,17.7,15.5,2.7,12.9,3.2,2.3,7,3,1.6,34.2,9.6,3707
86045,30.5,7.4,3.6,6.6,42.8,73.2,11.4,70.9,8.3,66.3,8.7,6.7,6.1,6.4,5.1,17.2,9.8,6.1,6.4,4.8,14.1,12.1,2.9,9.3,2.1,1.4,4.4,1.6,1.4,29.1,8.3,11885
86046,51.3,4.9,2.9,3.5,27.1,82.5,3.1,80.3,2.5,79.4,4.8,7.3,4,5.1,4.1,10.7,5.8,12.5,10.2,8.9,29.3,26.5,10,20.4,6.4,1.9,4,0.8,1.3,19.7,6.1,5535
86047,33,7.8,4.3,7.3,44.4,75.4,11.2,72.9,8.2,68.3,7.5,7.4,8.6,5.5,5.6,15.5,7.7,6.7,4.7,4.6,16,14.2,3.4,11.4,2.5,2.1,5.4,2,1.3,27.1,7.2,15318
86053,26.4,8.3,5.3,7.3,40.8,70.6,14.2,66.9,12.2,61.8,7.2,6.3,3.7,4,7.2,17.6,9.3,6.2,4.7,3.7,13.4,11.3,3.2,9.6,2.5,1.8,4,1,1.2,33.1,10.2,2441
86054,37.1,7.5,2.9,4.1,37,75.7,10.7,74.8,9.5,71.8,5.4,7,3.6,7.5,5,14.8,7.3,5.3,7,8,23.4,20.4,6.2,15.4,3.8,1.9,5.4,2.4,1.2,25.2,7.5,1647
86301,54,5.4,2.5,6.7,28.7,86.8,11.1,85.1,6.9,79.3,4.2,3.9,3.2,3.7,4.6,9.2,3.9,5.4,7.2,7.8,41.7,38.5,9.6,33.9,8.6,6.2,15.6,4.8,4.6,14.9,3.2,22147
86303,57.2,3.7,2.9,4.9,24.6,89.7,5.6,87.4,3.7,85.1,3.5,3.8,3.5,5.2,5.3,7,3.3,6.4,8.4,9.6,45.6,41.9,11.5,36.1,9.7,6,14.9,5,3.8,12.6,2.7,17430
86305,59.1,4.4,2.6,5.3,23.6,88.8,7,87.2,4.3,83.4,3.8,3.7,3.2,3.3,3.2,6.7,2.2,6.4,8,10.6,48.6,44.6,11.2,38,10.7,7.2,16.1,4.6,4.4,12.8,3.5,17956
86314,41,6.9,3.7,5.3,32.9,78,6.9,75.5,5.4,73,6.2,6,4.6,5.5,6.3,14.1,7.2,7.3,6.7,6.5,25.9,23.7,6.7,19.4,4.9,3.9,7.7,1.8,2,24.5,6.7,37997
86315,48.6,5.2,4.5,5.6,28.3,81.1,4.5,77.9,3.4,75.1,3.6,5.3,3.1,7.3,6.9,11.9,6.6,7.8,5.5,7.9,33.8,31.6,6.5,25.9,9.1,5.2,10.4,2.2,2.9,22.1,5.7,7631
86320,50.3,8,4.2,5.4,27.2,80.1,3.1,77,1.9,74.8,7.5,1.7,4.5,6.2,3.4,14.2,6.3,10.7,8.4,6.7,31.5,28.8,10.9,24.8,8.3,3.3,5.6,1.7,0.5,23,4.6,2064
86321,32.8,16.8,6,8.3,44,70,8.5,65.6,6.2,60.7,3.5,6.9,12.9,6.3,6.2,24.6,7.8,2.8,6.9,3.5,11.6,9.9,3.1,8.1,1.3,2.6,3.6,1.1,0,34.4,3.8,2091
86322,45.7,5,3.8,5.1,32.6,82.1,7.1,79.7,5.8,77.7,6.7,4.4,5,5.6,5.7,11.7,6.7,7.4,7,9.4,30.8,27.5,8.2,21.5,5.4,2.8,7.8,2.8,2.3,20.3,4.8,11723
86323,52.8,2.7,3.5,4.9,25.2,85.2,4.7,83.5,3.3,81.5,6,3.9,3.9,3.2,5.7,8.4,5.7,9.2,8.6,12.2,38.3,33.2,10.2,26,6.3,4.7,9.5,2.7,2.2,16.5,4.6,15435
86324,59.8,2.8,2.1,3.4,11.2,92.9,3,91.7,1.7,90.2,1.9,0.2,0.3,3.8,6.6,4.2,1.4,8.3,18.3,10.3,49.2,45.3,14.2,38.9,7.9,6.1,16.8,8.2,2.5,8.3,2.1,4316
86325,59.7,3.8,1,2.3,21,90.4,4.9,89.4,3.7,86.9,0.1,5.9,3.1,5.9,6.3,8,4.1,8.2,5.3,13.7,49.6,43.5,8.9,35.9,12.5,8.6,14.5,3.8,2.2,10.6,1.6,5280
86326,46.6,6,3.2,5.3,30.3,80.9,8.2,78.4,6,74.4,5,4.8,5.6,3.6,4,12.4,6.4,6.5,6.6,8.8,34.2,31.7,7.2,25.4,6.3,5.5,12,2.8,3.7,21.6,6,24848
86327,60.8,5.4,3.3,3.7,19.8,88.3,2.7,86.1,2.3,84.9,3.8,3.6,3.1,3.3,5.3,8.8,3.4,5.4,6.9,12,51.9,46.5,13.8,39.9,11.3,6.6,14.8,3.8,4.4,13.9,1.9,9571
86329,40.3,10.6,0,0,38.8,81.9,6.8,81.9,6.8,79.5,6.7,12.1,5.9,7.5,5.2,14,3.4,7.2,11.9,6.6,18.7,17.4,11.3,12.1,0.8,0,0,0,0,18.1,4.2,1125
