,Zip7,Similiarity7,Prediction7,Zip8,Similiarity8,Prediction8
86335,75473.0,0.9999930725000654,7955.143078112917,76448,0.9999998573021557,168299.35872894333
86336,75789.0,0.9999943349522451,43651.7797626983,78957,0.9999999733106141,208256.1976369495
86337,76556.0,0.9998109769641413,8204.332552693208,79511,0.9999952997907862,15211.267605633802
86351,78657.0,0.9999967261546294,135701.34628493525,75763,0.9999999762859536,52170.82405345212
86401,76240.0,0.999999793983641,343021.006157136,76049,0.9999999901866677,503411.81110832223
86403,75686.0,0.9999997229593262,104055.72162182878,75835,0.9999999917941724,278524.73910655436
86404,76450.0,0.9999985329331522,283041.3659293752,78737,0.9999999910783459,258651.17450721076
86406,78624.0,0.9999991576194067,387365.99114676996,75965,0.9999999888154788,302514.9114879592
86409,78332.0,0.9999995461623259,781321.3644774973,76049,0.9999999928064208,561229.4453010147
86411,78938.0,0.9865347405283803,12412.462908011868,76364,0.993060855221962,14461.538461538461
86413,75935.0,0.9999960471362177,281316.19491221785,75773,0.9999999468002823,87055.38794770635
86426,77510.0,0.9999982838366667,193018.6746987952,75654,0.9999999911688034,121384.17757541264
86429,75783.0,0.9999953927373303,117164.8630771266,76642,0.999999999481209,89039.743772242
86432,75426.0,0.9999703020557112,23195.03331314355,76849,0.9999999887207823,261257.72399588054
86434,78959.0,0.9999133167443599,21809.868099658037,78945,0.9999999912120073,56576.13535173642
86438,78830.0,0.9993663650241039,23114.18685121107,77613,0.9999708605816131,26770.99236641221
86440,78003.0,0.9999960581272573,203011.65438714,75603,0.9999999399126128,147926.7376966007
86441,76531.0,0.9998257901532784,39475.38860103627,79101,0.9999998186558856,246807.78032036612
86442,77662.0,0.9999996672553266,656176.4984466167,77389,0.9999999968226096,114645.48505473137
86502,76844.0,0.9998024412029719,14326.431836515192,79103,0.9999999542132308,35277.1875
86503,78584.0,0.9999985799006272,53185.56005757851,75115,0.9999999762595412,105908.56578269087
86504,78559.0,0.9999913665642465,26158.438667620638,75115,0.9999999920826387,64179.50913568933
86505,78801.0,0.999988623882986,183680.53800324968,77489,0.9999999558726033,81957.48382536834
86506,79521.0,0.9994381375894282,20292.490118577076,77545,0.9999999355879984,5966.176705544017
86507,78361.0,0.9999322087847239,37513.72036587642,75115,0.9999999020371989,22743.802623288848
86508,78873.0,0.9990443083187374,78368.28125,77506,0.9999999993121536,6886.667903328386
86510,78355.0,0.999995543172434,64865.23464222191,77083,0.9999999858813146,24141.43852004836
86511,79838.0,0.9999579705445683,5959.22012204197,77077,0.9999999924488168,34372.56090170888
86512,75939.0,0.9999543689952003,17759.101032597693,77041,0.9999998116743338,24272.088092276375
86514,79845.0,0.9999428293499348,13712.852664576803,77051,0.9999999979137961,17385.94922273573
86515,77465.0,0.9999933340955599,62264.78882927501,77055,0.9999999875254245,51732.75892718264
86520,79521.0,0.9999376774781494,31614.624505928852,77489,0.9999999252842914,19574.109715652696
86535,75980.0,0.9997427225818014,22176.0,75115,0.9999998285545567,11550.661549916947
86538,78832.0,0.9999263112161131,7446.984301845222,76028,0.9999999753127474,32418.59084703508
86540,75980.0,0.9996562690246363,18339.2,75115,0.9999998691337314,9552.213757947191
86544,78341.0,0.9997110928806406,14515.714285714286,77346,0.9999999951490455,12814.24730757674
86545,79521.0,0.9997868631526554,24122.529644268776,75115,0.9999998285545567,13164.087290222807
86547,75980.0,0.999723457975451,20856.0,75115,0.9999998285545566,10863.1221719457
86556,78140.0,0.9999231193973545,38743.04068522484,77447,0.9999999827226129,16652.81385281385
87305,78593.0,0.9999637494254271,4009.7644749754663,78239,0.9999999924059845,27154.973037747153
87327,75460.0,0.9999942678805361,168537.7710789166,75115,0.9999999437708326,87134.1571682227
87328,75572.0,0.9999893755028145,53573.605600933486,77051,0.9999999733919377,17004.39949582858
