,Zip1,Similiarity1,Prediction1,Zip2,Similiarity2,Prediction2,Zip3,Similiarity3,Prediction3,Zip4,Similiarity4,Prediction4,Zip5,Similiarity5,Prediction5,Zip6,Similiarity6,Prediction6, MIN , MAX , Weight Avg , AVG , Median , STD , Upper Bound , Lower Bound , P1 , P2 , P3 , P4 , P5 , P6 , AVG , Flag ,,
85645,78072,0.969950283,372592.203,77983,0.999952653,42779.66823,76252,0.999999706,37505.72082,79096,0.999999945,36064.54505,76471,0.999987712,9824.175824,79227,1,29205.63961," 9,824.18 "," 372,592.20 "," 86,563.32 ",87995.32542,36785.13294,127705.9123,471113.0624,0,372592.203,42779.66823,37505.72082,36064.54505,9824.175824,29205.63961,87995.32542,1,,
85648,75236,0.979338024,112669.6149,75235,0.99999491,164767.777,78750,0.999999999,350504.22,77523,0.999999998,603466.6667,75146,0.999999953,231536.8885,77047,1,246133.9952," 112,669.61 "," 603,466.67 "," 285,441.60 ",284846.527,238835.4419,160329.9197,765836.2863,0,112669.6149,164767.777,350504.22,603466.6667,231536.8885,246133.9952,284846.527,1,,
85650,79512,0.978959618,254787.1,76426,0.999957418,240962.9808,76645,0.999999989,467284.4517,76207,0.999999993,193976.2323,75156,0.99999947,64510.94148,77026,1,50621.51849," 50,621.52 "," 467,284.45 "," 211,873.19 ",212023.8708,217469.6066,139020.7604,629086.152,0,254787.1,240962.9808,467284.4517,193976.2323,64510.94148,50621.51849,212023.8708,1,,
85653,75219,0.978551536,123828.6076,78559,0.999978772,61295.41299,78408,0.999999998,554836.7246,76103,1,75080.22865,78064,0.999999882,649634.301,75773,1,109772.7624," 61,295.41 "," 649,634.30 "," 262,905.88 ",262408.0062,116800.685,242727.0406,990589.128,0,123828.6076,61295.41299,554836.7246,75080.22865,649634.301,109772.7624,262408.0062,1,,
85658,79906,0.982404896,18760.39024,77611,0.999980457,346411.5135,79567,0.999999984,142764.0034,78669,0.999999656,51982.77363,75862,0.99999907,91037.83332,77954,1,329006.0664," 18,760.39 "," 346,411.51 "," 163,751.71 ",163327.0968,116900.9184,129044.6266,550460.9767,0,18760.39024,346411.5135,142764.0034,51982.77363,91037.83332,329006.0664,163327.0968,1,,
85701,77951,0.987826317,30807.18796,75459,0.999997127,48728.25043,76305,0.999999985,19834.89681,76155,0.999999429,28933.57913,76537,0.999996894,332993.294,76457,1,64883.00829," 19,834.90 "," 332,993.29 "," 87,812.26 ",87696.70278,39767.71919,110682.8569,419745.2736,0,30807.18796,48728.25043,19834.89681,28933.57913,332993.294,64883.00829,87696.70278,1,,
85704,78414,0.972100758,342387.2806,75662,0.999914102,726569.9662,76180,1,457066.7789,78006,0.999999999,801868.9173,78628,0.999999855,547620.1685,75042,1,480674.4293," 342,387.28 "," 801,868.92 "," 560,375.83 ",559364.5901,514147.2989,158450.8622,1034717.177,84012.00357,342387.2806,726569.9662,457066.7789,801868.9173,547620.1685,480674.4293,559364.5901,1,,
85705,77081,0.984605152,387095.7663,78586,0.999939125,212562.348,78228,0.999999999,758168.9215,78043,1,307907.4997,77089,0.999999977,422137.2189,75407,1,467641.8403," 212,562.35 "," 758,168.92 "," 426,020.97 ",425918.9324,404616.4926,169852.9394,935477.7508,0,387095.7663,212562.348,758168.9215,307907.4997,422137.2189,467641.8403,425918.9324,1,,
85706,77081,0.990229522,388687.0584,79938,0.999911146,141586.6791,75216,0.999999997,324070.1352,75216,0.999999999,324070.1352,77015,0.999999995,749948.4011,77535,1,784826.0607," 141,586.68 "," 784,826.06 "," 452,306.28 ",452198.0783,356378.5968,235458.1562,1158572.547,0,388687.0584,141586.6791,324070.1352,324070.1352,749948.4011,784826.0607,452198.0783,1,,
85708,78072,0.987830375,698006.0644,76633,0.999945712,29565.89039,76351,0.999999874,31634.10685,76936,0.999999976,48280.58937,79906,0.999981377,7352.780488,78011,1,199346.5764," 7,352.78 "," 698,006.06 "," 167,957.67 ",169031.0013,39957.34811,244874.9968,903655.9916,0,698006.0644,29565.89039,31634.10685,48280.58937,7352.780488,199346.5764,169031.0013,1,,
85710,78744,0.988161185,721467.476,75149,0.999989122,710895.5965,77840,1,198135.9074,78251,0.999999999,1347525.238,79907,0.999999943,91854.96683,78133,1,1079503.769," 91,854.97 "," 1,347,525.24 "," 691,504.68 ",691563.8258,716181.5363,444442.0747,2024890.05,0,721467.476,710895.5965,198135.9074,1347525.238,91854.96683,1079503.769,691563.8258,1,,
85711,77090,0.985177494,238643.5325,77845,0.999933244,442192.9955,77450,0.999999997,245541.2563,77065,1,662852.0028,79925,0.999999986,399359.5083,78239,1,301517.2647," 238,643.53 "," 662,852.00 "," 382,038.00 ",381684.4267,350438.3865,146316.6289,820634.3135,0,238643.5325,442192.9955,245541.2563,662852.0028,399359.5083,301517.2647,381684.4267,1,,
85712,77090,0.986264953,201066.4464,75701,0.999987046,644937.2434,77076,1,228314.7792,78229,0.999999999,186865.304,77351,0.99999996,614339.2994,76548,1,502263.2472," 186,865.30 "," 644,937.24 "," 396,745.13 ",396297.7199,365289.0132,196124.0642,984669.9125,0,201066.4464,644937.2434,228314.7792,186865.304,614339.2994,502263.2472,396297.7199,1,,
85713,78744,0.983956683,591773.3957,78582,0.999951866,289159.1584,75227,1,134133.9878,77075,1,342736.6987,78155,0.999999991,945703.141,76708,1,447309.3778," 134,133.99 "," 945,703.14 "," 458,113.26 ",458469.2932,395023.0382,259018.8846,1235525.947,0,591773.3957,289159.1584,134133.9878,342736.6987,945703.141,447309.3778,458469.2932,1,,
85714,75236,0.964800732,87106.56887,76308,0.999980245,110837.2734,78729,0.999999999,127380.0384,76541,0.999999996,255342.679,75801,0.999999806,390606.3529,75831,1,336794.1873," 87,106.57 "," 390,606.35 "," 218,784.02 ",218011.1833,191361.3587,116996.0146,568999.2272,0,87106.56887,110837.2734,127380.0384,255342.679,390606.3529,336794.1873,218011.1833,1,,
85715,75219,0.967679153,128817.9834,76302,0.999995306,299292.255,77058,0.999999999,381781.2346,77058,0.999999995,381781.2346,75156,0.999999761,72736.76845,77520,1,355677.3178," 72,736.77 "," 381,781.23 "," 270,779.17 ",270014.4657,327484.7864,123850.6297,641566.3548,0,128817.9834,299292.255,381781.2346,381781.2346,72736.76845,355677.3178,270014.4657,1,,
85716,77014,0.969733975,71454.22486,78102,0.999989047,449110.7756,75701,0.999999999,604093.8697,75087,0.999999999,438189.1876,76107,0.999999954,320749.4786,79045,1,526221.1004," 71,454.22 "," 604,093.87 "," 403,310.35 ",401636.4395,443649.9816,171105.8445,914953.9729,0,71454.22486,449110.7756,604093.8697,438189.1876,320749.4786,526221.1004,401636.4395,1,,
85718,75219,0.968799576,198231.4474,76302,0.999981783,460565.6393,78729,1,227831.8169,75219,0.999999995,198231.4474,77356,0.999999942,455740.2464,75104,1,265010.0107," 198,231.45 "," 460,565.64 "," 301,471.47 ",300935.1014,246420.9138,113414.6706,641179.1131,0,198231.4474,460565.6393,227831.8169,198231.4474,455740.2464,265010.0107,300935.1014,1,,
85719,77081,0.949691327,331540.1292,79912,0.989544104,122329.3412,75149,0.999999999,601226.2057,75023,1,254321.1882,76706,0.999999724,890681.25,78238,1,918798.1443," 122,329.34 "," 918,798.14 "," 522,110.60 ",519816.0431,466383.1675,307486.1377,1442274.456,0,331540.1292,122329.3412,601226.2057,254321.1882,890681.25,918798.1443,519816.0431,1,,
85730,77090,0.988116428,236248.084,78552,0.999935109,173523.4668,79072,0.999999999,858863.5432,77023,0.999999999,242314.0423,75081,0.999999981,460151.4423,77355,1,686480.6663," 173,523.47 "," 858,863.54 "," 443,343.30 ",442930.2075,351232.7423,254348.2765,1205975.037,0,236248.084,173523.4668,858863.5432,242314.0423,460151.4423,686480.6663,442930.2075,1,,
85735,79512,0.976395754,186983.0277,78073,0.999991318,141411.587,77547,1,75012.34494,75862,0.999999993,94659.57619,75835,0.999999471,180032.1677,79501,1,162734.6401," 75,012.34 "," 186,983.03 "," 139,953.87 ",140138.8906,152073.1135,42047.3332,266280.8902,13996.89099,186983.0277,141411.587,75012.34494,94659.57619,180032.1677,162734.6401,140138.8906,1,,
85736,78072,0.94086413,833206.1881,75925,0.99959083,121932.1786,78160,0.999999995,289780.0633,79731,0.999999988,94413.65639,77360,0.99999611,51513.61133,78935,1,80981.51093," 51,513.61 "," 833,206.19 "," 239,460.73 ",245304.5348,108172.9175,273907.5879,1067027.298,0,833206.1881,121932.1786,289780.0633,94413.65639,51513.61133,80981.51093,245304.5348,1,,
85737,75219,0.967188295,160724.3244,77591,0.999992483,85562.3641,77510,1,291816.7169,77054,0.999999946,183312.5217,78382,0.999999938,549503.1527,75232,1,257617.9853," 85,562.36 "," 549,503.15 "," 255,273.44 ",254756.1775,220465.2535,147665.266,697751.9756,0,160724.3244,85562.3641,291816.7169,183312.5217,549503.1527,257617.9853,254756.1775,1,,
85739,75219,0.964126438,139445.8822,75474,0.999987303,229651.2062,76065,0.999999998,270717.8268,77578,0.999999995,256054.6362,78633,0.999996446,45574.2306,76306,1,174780.5086," 45,574.23 "," 270,717.83 "," 186,317.62 ",186037.3818,202215.8574,77462.61597,418425.2297,0,139445.8822,229651.2062,270717.8268,256054.6362,45574.2306,174780.5086,186037.3818,1,,
85741,77014,0.98185701,80668.86843,77539,0.999995143,575738.4256,79764,0.999999999,1229459.706,78363,0.999999999,935941.9834,79720,0.999999988,1282258.586,78238,1,679848.3458," 80,668.87 "," 1,282,258.59 "," 799,493.10 ",797319.3192,807895.1646,411827.8443,2032802.852,0,80668.86843,575738.4256,1229459.706,935941.9834,1282258.586,679848.3458,797319.3192,1,,
85742,75236,0.977627971,159393.8087,77587,0.999975476,420244.7074,76086,0.999999999,811242.3558,75503,0.999999999,414434.442,77062,0.99999999,158481.0744,77043,1,211144.3378," 158,481.07 "," 811,242.36 "," 363,250.00 ",362490.121,312789.3899,228467.9855,1047894.077,0,159393.8087,420244.7074,811242.3558,414434.442,158481.0744,211144.3378,362490.121,1,,
85743,75236,0.978197528,175316.5786,78410,0.999923688,837563.0524,75771,0.999999999,343497.4855,76548,0.999999999,446550.2416,77016,0.999999972,95105.17958,77642,1,264899.1222," 95,105.18 "," 837,563.05 "," 361,157.85 ",360488.61,304198.3038,241229.3939,1084176.792,0,175316.5786,837563.0524,343497.4855,446550.2416,95105.17958,264899.1222,360488.61,1,,
85745,77090,0.976023344,229896.516,77340,0.999829648,454471.1622,78801,1,885885.6405,75703,1,521792.2458,78232,0.999999971,596480.9547,76006,1,405148.104," 229,896.52 "," 885,885.64 "," 516,760.55 ",515612.4372,488131.704,200521.9706,1117178.349,0,229896.516,454471.1622,885885.6405,521792.2458,596480.9547,405148.104,515612.4372,1,,
85746,77076,0.98554885,301358.4737,78240,0.99989806,439544.0402,77320,1,270900.7079,77520,1,914369.5631,77901,0.999999987,743206.0335,78570,1,96099.13484," 96,099.13 "," 914,369.56 "," 461,298.58 ",460912.9922,370451.257,282966.5228,1309812.561,0,301358.4737,439544.0402,270900.7079,914369.5631,743206.0335,96099.13484,460912.9922,1,,
85747,75219,0.980752625,189286.8024,75137,0.999972507,414970.723,77568,0.999999999,248845.9335,75235,1,217559.0534,75189,0.999999972,137845.0117,78642,1,828511.3286," 137,845.01 "," 828,511.33 "," 339,986.23 ",339503.1421,233202.4935,234927.0818,1044284.388,0,189286.8024,414970.723,248845.9335,217559.0534,137845.0117,828511.3286,339503.1421,1,,
85748,75219,0.982717295,133807.3592,79549,0.99997693,147069.9002,77523,0.999999996,563271.567,76310,0.999999958,72978.81772,77069,0.999999835,305348.0124,75208,1,94028.70823," 72,978.82 "," 563,271.57 "," 219,664.98 ",219417.3941,140438.6297,170953.0055,732276.4106,0,133807.3592,147069.9002,563271.567,72978.81772,305348.0124,94028.70823,219417.3941,1,,
85749,79512,0.970446932,321867.3454,76692,0.999984461,235374.3216,76520,0.999999998,331157.644,78734,0.999999973,231786.7188,78133,0.999999837,367490.236,77053,1,133651.398," 133,651.40 "," 367,490.24 "," 269,965.72 ",270221.2773,278620.8335,78723.84752,506392.8199,34049.73475,321867.3454,235374.3216,331157.644,231786.7188,367490.236,133651.398,270221.2773,1,,
85750,75219,0.973818582,182719.8479,75601,0.999997898,447925.9718,77031,0.999999998,232790.5606,75022,0.999999992,281145.2589,78624,0.999999826,406017.2569,79714,1,597290.5445," 182,719.85 "," 597,290.54 "," 358,749.66 ",357981.5734,343581.2579,141397.4815,782174.0179,0,182719.8479,447925.9718,232790.5606,281145.2589,406017.2569,597290.5445,357981.5734,1,,
85755,79906,0.96791469,28348.68293,75948,0.999983297,387731.4892,77461,0.999999997,262218.6523,76008,0.999999977,45313.8576,75156,0.999998169,68802.8626,78070,1,282261.2732," 28,348.68 "," 387,731.49 "," 179,922.81 ",179112.803,165510.7575,137760.7866,592395.1628,0,28348.68293,387731.4892,262218.6523,45313.8576,68802.8626,282261.2732,179112.803,1,,
85756,77090,0.985697386,247801.8886,77055,0.999985961,429603.1765,77845,1,459162.9125,78210,1,348789.3244,76112,0.999999982,243182.741,76031,1,606645.1247," 243,182.74 "," 606,645.12 "," 389,535.29 ",389197.5279,389196.2504,126988.908,770164.2519,8230.803968,247801.8886,429603.1765,459162.9125,348789.3244,243182.741,606645.1247,389197.5279,1,,
85757,75236,0.980938222,114283.2488,77303,0.99999473,388361.0663,77954,0.999999999,593276.5013,78076,1,83172.8526,77037,0.999999928,267261.8026,77859,1,558663.8171," 83,172.85 "," 593,276.50 "," 334,870.63 ",334169.8815,327811.4344,198450.9943,929522.8643,0,114283.2488,388361.0663,593276.5013,83172.8526,267261.8026,558663.8171,334169.8815,1,,
85901,75219,0.965408387,137973.9786,79764,0.999984726,639372.2144,79934,1,24045.73242,79835,0.999999994,9266.920152,78654,0.999999877,354101.2468,75647,1,160650.9752," 9,266.92 "," 639,372.21 "," 221,381.65 ",220901.8446,149312.4769,218673.4245,876922.1181,0,137973.9786,639372.2144,24045.73242,9266.920152,354101.2468,160650.9752,220901.8446,1,,
85911,78072,0.980362127,382261.2624,75778,0.999984749,26825.27629,75125,0.999999979,46606.43842,75846,0.999999151,54234.43478,79752,0.999938184,55632.83461,75550,0.999999977,10945.1074," 10,945.11 "," 382,261.26 "," 95,145.09 ",96084.22565,50420.4366,128956.4134,482953.4658,0,382261.2624,26825.27629,46606.43842,54234.43478,55632.83461,10945.1074,96084.22565,1,,
85920,78072,0.997972297,51512.74752,79742,0.999971815,17514.17004,78938,0.999285807,20401.33531,78402,0.999702511,61345.58824,78402,0.994780662,61345.58824,76475,0.999999953,1019.80198," 1,019.80 "," 61,345.59 "," 35,495.91 ",35523.20522,35957.04142,23568.11945,106227.5636,0,51512.74752,17514.17004,20401.33531,61345.58824,61345.58824,1019.80198,35523.20522,1,,
85924,78072,0.995224775,444776.7327,78940,0.999975969,22354.41977,75567,0.999999974,1541.899441,75792,0.999999615,16870.25761,77871,0.999981214,35323.98754,79843,1,23220.19147," 1,541.90 "," 444,776.73 "," 90,399.66 ",90681.24808,22787.30562,158672.3426,566698.276,0,444776.7327,22354.41977,1541.899441,16870.25761,35323.98754,23220.19147,90681.24808,1,,
85925,77951,0.988094673,28767.3628,75459,0.999993583,45501.82447,75491,0.999999992,26227.41764,79014,0.999999927,34392.61957,78361,0.999995153,74634.31025,77871,1,65352.02492," 26,227.42 "," 74,634.31 "," 45,846.46 ",45812.59327,39947.22202,18335.35802,100818.6673,0,28767.3628,45501.82447,26227.41764,34392.61957,74634.31025,65352.02492,45812.59327,1,,
85929,79906,0.966201291,12441.95122,78069,0.999947785,60308.13756,77611,0.999999999,229741.2312,76258,0.999999959,45709.67742,76634,0.999998766,275661.4318,76861,1,33611.06928," 12,441.95 "," 275,661.43 "," 110,129.60 ",109578.9164,53008.90749,103066.3031,418777.8256,0,12441.95122,60308.13756,229741.2312,45709.67742,275661.4318,33611.06928,109578.9164,1,,
85930,78072,0.98274537,223388.6139,78935,0.999977347,21711.72962,78850,0.999998869,10260.33691,75435,0.999989606,1950.509461,77419,0.999835926,43211.13374,78548,0.99999965,6194.144838," 1,950.51 "," 223,388.61 "," 50,622.98 ",51119.41141,15986.03326,78219.08887,285776.678,0,223388.6139,21711.72962,10260.33691,1950.509461,43211.13374,6194.144838,51119.41141,1,,
85933,78072,0.978911149,448444.3069,76449,0.999996334,54309.84755,78701,0.999999414,34517.39683,79086,0.999999806,22387.20981,77871,0.999977967,35615.2648,76228,0.999999998,28812.074," 22,387.21 "," 448,444.31 "," 102,799.76 ",104014.35,35066.33081,154342.2423,567041.0768,0,448444.3069,54309.84755,34517.39683,22387.20981,35615.2648,28812.074,104014.35,1,,
85935,78072,0.986109611,827371.4109,75974,0.999992879,33341.57165,76457,0.999999987,60918.34471,79906,0.999999988,8715.512195,77360,0.999997033,51152.87175,76259,1,8119.427403," 8,119.43 "," 827,371.41 "," 163,399.60 ",164936.5231,42247.2217,296900.7461,1055638.761,0,827371.4109,33341.57165,60918.34471,8715.512195,51152.87175,8119.427403,164936.5231,1,,
85936,77951,0.989509243,26342.8849,75756,0.999995457,79770.16212,79311,0.999999999,8752.42047,78022,0.999999978,245668.2221,78343,0.999994693,113258.3448,75702,1,111233.2508," 8,752.42 "," 245,668.22 "," 97,628.85 ",97504.21419,95501.70646,77076.33078,328733.2065,0,26342.8849,79770.16212,8752.42047,245668.2221,113258.3448,111233.2508,97504.21419,1,,
85937,79906,0.952878751,13744.97561,78017,0.999902854,148832.2361,76226,0.999999995,31730.65863,75789,0.999999965,29216.90441,77957,0.999998607,289434.9776,79225,1,43685.5814," 13,744.98 "," 289,434.98 "," 93,398.84 ",92774.2223,37708.12001,98521.67225,388339.2391,0,13744.97561,148832.2361,31730.65863,29216.90441,289434.9776,43685.5814,92774.2223,1,,
85938,78072,0.997527213,340417.5743,77534,0.999983958,28618.30173,75554,0.999999732,14706.92521,79322,0.99999996,19074.20861,77430,0.999984384,17921.01414,75681,1,54935.92866," 14,706.93 "," 340,417.57 "," 79,171.62 ",79278.9921,23846.25517,117552.4129,431936.2307,0,340417.5743,28618.30173,14706.92521,19074.20861,17921.01414,54935.92866,79278.9921,1,,
85939,78072,0.988608752,702673.8861,75640,0.999990051,10075.69721,78390,0.999999968,43796.42101,76272,0.999999954,60412.35902,75472,0.999995833,32167.38743,76640,1,19458.4517," 10,075.70 "," 702,673.89 "," 143,703.10 ",144764.0338,37981.90422,250031.1677,894857.5368,0,702673.8861,10075.69721,43796.42101,60412.35902,32167.38743,19458.4517,144764.0338,1,,
85940,78072,0.993534345,161873.3911,76228,0.999998314,10400.19474,75550,0.999999022,4634.844869,75936,0.99999223,2306.413302,78205,0.999790768,56898.17483,79245,1,11807.8638," 2,306.41 "," 161,873.39 "," 41,189.61 ",41320.14711,11104.02927,56965.86804,212217.7512,0,161873.3911,10400.19474,4634.844869,2306.413302,56898.17483,11807.8638,41320.14711,1,,
85941,75219,0.975869764,82788.9161,77024,0.999937675,60768.64865,77075,0.999999999,81594.41105,77372,0.999999978,86316.05538,77306,0.999999466,203070.3222,76487,1,95726.62722," 60,768.65 "," 203,070.32 "," 101,787.65 ",101710.8301,84552.48574,46521.55016,241275.4806,0,82788.9161,60768.64865,81594.41105,86316.05538,203070.3222,95726.62722,101710.8301,1,,
86001,77090,0.964792307,271115.1677,76706,0.999413007,840356.25,78217,0.999999998,1311303.464,78230,0.999999998,675256.107,78412,0.999999906,707149.0391,77040,1,390134.1081," 271,115.17 "," 1,311,303.46 "," 701,732.30 ",699219.0227,691202.573,335164.2836,1704711.873,0,271115.1677,840356.25,1311303.464,675256.107,707149.0391,390134.1081,699219.0227,1,,
86004,77014,0.9878611,83048.83988,78665,0.99999394,177951.7122,75081,0.999999999,426348.4852,77377,0.999999999,546461.9566,77489,0.999999986,376359.5824,78934,1,1976365.854," 83,048.84 "," 1,976,365.85 "," 598,799.94 ",597756.0718,401354.0338,635446.3287,2504095.058,0,83048.83988,177951.7122,426348.4852,546461.9566,376359.5824,1976365.854,597756.0718,1,,
86011,77090,0.890684212,51242.03097,76201,0.992577946,69126.35709,75948,0.99999995,203461.1562,76258,0.999999828,54651.6129,79401,0.9999251,151983.1711,76640,1,39106.17898," 39,106.18 "," 203,461.16 "," 95,771.98 ",94928.41787,61888.985,61028.94159,278015.2426,0,51242.03097,69126.35709,203461.1562,54651.6129,151983.1711,39106.17898,94928.41787,1,,
86018,78072,0.981978856,146536.2624,78548,0.999941278,4063.174114,77990,0.999994785,38659.72222,79046,0.99998572,49132.78302,78205,0.999352175,51507.20461,77660,0.999999992,20859.51777," 4,063.17 "," 146,536.26 "," 51,508.17 ",51793.11068,43896.25262,45444.00178,188125.116,0,146536.2624,4063.174114,38659.72222,49132.78302,51507.20461,20859.51777,51793.11068,1,,
86020,78072,0.982374569,368924.6287,76380,0.999985766,33502.61492,79347,0.999999959,11690.97338,75980,0.999998302,38948.8,79346,0.999984955,32442.91426,75661,1,2181.728557," 2,181.73 "," 368,924.63 "," 80,434.73 ",81281.9433,32972.76459,129291.835,469157.4482,0,368924.6287,33502.61492,11690.97338,38948.8,32442.91426,2181.728557,81281.9433,1,,
86021,79906,0.984932764,11107.31707,75021,0.999938778,63947.61029,75656,0.999999986,20620.51728,78387,0.999999999,58931.4997,78372,0.99997982,35516.60517,75969,1,59413.58025," 11,107.32 "," 63,947.61 "," 41,666.05 ",41589.52163,47224.05243,20510.44307,103120.8508,0,11107.31707,63947.61029,20620.51728,58931.4997,35516.60517,59413.58025,41589.52163,1,,
86022,78072,0.985906259,368257.797,78659,0.999978306,18913.1537,76225,0.999999942,31338.06218,78656,0.999999909,23733.78432,76554,0.999988789,47370.2407,78375,1,50615.38462," 18,913.15 "," 368,257.80 "," 89,383.34 ",90038.07042,39354.15144,124954.3992,464901.2679,0,368257.797,18913.1537,31338.06218,23733.78432,47370.2407,50615.38462,90038.07042,1,,
86023,78072,0.996062253,305075.495,75568,0.999988294,9669.749009,78701,0.999999893,23482.09524,79248,0.999999479,25381.4147,78039,0.999786758,38085.07853,76682,1,29122.87195," 9,669.75 "," 305,075.50 "," 71,650.91 ",71802.78408,27252.14332,104662.1253,385789.1599,0,305075.495,9669.749009,23482.09524,25381.4147,38085.07853,29122.87195,71802.78408,1,,
86024,78072,0.999525004,97524.13366,78944,0.999997915,14596.92898,76875,0.999990426,12740.47187,78944,0.999964027,14596.92898,78932,0.995953108,25085.76329,76270,1,2278.797997," 2,278.80 "," 97,524.13 "," 27,800.26 ",27803.83746,14596.92898,31873.67021,123424.8481,0,97524.13366,14596.92898,12740.47187,14596.92898,25085.76329,2278.797997,27803.83746,1,,
86025,79906,0.958825941,9749.853659,77486,0.999962758,234403.8407,75975,0.999999993,43200.4293,77485,0.999999967,75095.80047,78384,0.999998832,81383.35404,78016,1,142123.7099," 9,749.85 "," 234,403.84 "," 98,266.09 ",97659.49802,78239.57725,73193.81856,317240.9537,0,9749.853659,234403.8407,43200.4293,75095.80047,81383.35404,142123.7099,97659.49802,1,,
86030,78072,0.987356907,286237.5,79083,0.999984704,26292.80742,75656,0.999999917,5597.696153,76454,0.999999264,8805.128205,79343,0.999959855,3116.15245,76228,0.999999998,18390.45764," 3,116.15 "," 286,237.50 "," 57,591.94 ",58073.29031,13597.79292,102343.3434,365103.3206,0,286237.5,26292.80742,5597.696153,8805.128205,3116.15245,18390.45764,58073.29031,1,,
86031,78072,0.979402009,305075.495,76366,0.999939491,82706.94577,78017,0.99999994,34797.87813,77951,0.999997609,10665.37154,79545,0.999981496,50222.16414,76475,0.99999999,6039.60396," 6,039.60 "," 305,075.50 "," 80,814.79 ",81584.57643,42510.02113,103165.4197,391080.8356,0,305075.495,82706.94577,34797.87813,10665.37154,50222.16414,6039.60396,81584.57643,1,,
86032,78072,0.973359743,232724.2574,75944,0.999977017,36658.62314,76453,0.999999919,20574.79735,79511,0.999999968,17477.30829,76372,0.99995476,36163.23634,75855,1,6234.673163," 6,234.67 "," 232,724.26 "," 57,527.84 ",58305.48262,28369.01684,78721.75496,294470.7475,0,232724.2574,36658.62314,20574.79735,17477.30829,36163.23634,6234.673163,58305.48262,1,,
86033,79906,0.987424013,12520.97561,77612,0.999990281,89768.99496,76450,0.999999998,118418.3159,75783,0.999999981,108379.0184,78616,0.99999843,37935.62118,76443,1,86969.99136," 12,520.98 "," 118,418.32 "," 75,798.10 ",75665.48623,88369.49316,37937.34388,189477.5179,0,12520.97561,89768.99496,118418.3159,108379.0184,37935.62118,86969.99136,75665.48623,1,,
86034,78072,0.987581476,349419.802,75631,0.999983725,10690.4686,79731,0.999999941,39594.04237,75792,0.999999953,13253.39578,78147,0.999991101,82828.94249,77597,0.999999952,58895.86777," 10,690.47 "," 349,419.80 "," 91,914.35 ",92447.0865,49244.95507,117616.8915,445297.7609,0,349419.802,10690.4686,39594.04237,13253.39578,82828.94249,58895.86777,92447.0865,1,,
86035,78072,0.988540178,343585.0248,76656,0.99997315,22426.04508,75426,0.999999949,12920.26045,78656,0.999999989,22143.653,79241,0.999983328,11403.07377,76578,1,33335.44304," 11,403.07 "," 343,585.02 "," 73,787.35 ",74302.25002,22284.84904,120642.1754,436228.7763,0,343585.0248,22426.04508,12920.26045,22143.653,11403.07377,33335.44304,74302.25002,1,,
86036,78072,0.978808726,66516.4604,,,,,,,78072,0.999895404,66516.4604,76238,0.997365234,18952.5,77990,1,17548.61111," 17,548.61 "," 66,516.46 "," 42,269.78 ",28255.67198,42734.4802,24138.05617,100669.8405,0,66516.4604,,,66516.4604,18952.5,17548.61111,42383.50798,0,,
86039,78072,0.984104887,203050.2475,79005,0.999972311,11052.63158,76656,0.999999577,13253.2377,78830,0.99999758,28096.88581,79372,0.999927323,17385.39043,79046,1,68081.60377," 11,052.63 "," 203,050.25 "," 56,432.28 ",56819.99947,22741.13812,68170.04415,261330.1319,0,203050.2475,11052.63158,13253.2377,28096.88581,17385.39043,68081.60377,56819.99947,1,,
86040,79512,0.97275798,180990.4136,79070,0.999982049,170260.2377,75757,0.999999971,61643.26812,76692,0.999999995,132354.2025,77547,0.999999345,72608.27627,79036,1,79007.65277," 61,643.27 "," 180,990.41 "," 115,848.08 ",116144.0085,105680.9276,47681.56963,259188.7174,0,180990.4136,170260.2377,61643.26812,132354.2025,72608.27627,79007.65277,116144.0085,1,,
86042,78072,0.959912433,360255.8168,77871,0.999944875,28611.37072,75756,0.999999895,38137.90273,76366,0.999999942,97666.50809,76554,0.999980963,46340.91904,78417,1,19379.65757," 19,379.66 "," 360,255.82 "," 96,638.18 ",98398.69583,42239.41088,119739.5384,457617.3111,0,360255.8168,28611.37072,38137.90273,97666.50809,46340.91904,19379.65757,98398.69583,1,,
86043,78072,0.991865841,460447.2772,78160,0.999980089,160138.5624,78361,0.999999981,41762.55367,75980,0.999999097,48611.2,79359,0.99998807,25715.17241,78417,1,24769.37261," 24,769.37 "," 460,447.28 "," 126,454.67 ",126907.3564,45186.87683,156207.7373,595530.5684,0,460447.2772,160138.5624,41762.55367,48611.2,25715.17241,24769.37261,126907.3564,1,,
86044,78072,0.970662438,617986.2624,75966,0.999986918,74883.223,77612,0.999999986,46672.32319,75851,0.999999963,25152.99959,79014,0.999993711,25829.30323,78019,0.999999996,108746.8771," 25,153.00 "," 617,986.26 "," 147,578.68 ",149878.4981,60777.77309,211359.5467,783957.138,0,617986.2624,74883.223,46672.32319,25152.99959,25829.30323,108746.8771,149878.4981,1,,
86045,79512,0.982103048,200062.4131,76450,0.99996563,197391.5406,75071,0.999999998,48199.50949,77336,0.999999986,343885.5772,78202,0.999999773,46649.94252,77372,1,93532.66942," 46,649.94 "," 343,885.58 "," 154,818.41 ",154953.6087,145462.105,105221.7694,470618.917,0,200062.4131,197391.5406,48199.50949,343885.5772,46649.94252,93532.66942,154953.6087,1,,
